player_id,full_name,recent_team,season,week,pass_comp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rec,rec_yds,position,headshot_url,scrim_yds
00-0037258,Dameon Pierce,HOU,2022,1,0,0,0,0,0,11,33,1,6,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ha8dflxsj1egza1sxbzb",39
00-0037273,Kyle Philips,TEN,2022,1,0,0,0,0,0,0,0,6,66,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qaoyndksyhf0bxoylwj2",66
00-0037456,Troy Hairston,HOU,2022,1,0,0,0,0,0,0,0,1,5,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kja7vbsm7kdrgfzacdzv",5
00-0037570,Dennis Houston,DAL,2022,1,0,0,0,0,0,0,0,2,16,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ntwyweqyunzbfxtaa3ue",16
00-0037664,Alec Pierce,IND,2022,1,0,0,0,0,0,0,0,0,0,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/em0lm1sfdslmnfyu8ykh",0
00-0037740,Garrett Wilson,NYJ,2022,1,0,0,0,0,0,0,0,4,52,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gqdfigo9nzji4e6nshpk",52
00-0037741,Jahan Dotson,WAS,2022,1,0,0,0,0,0,1,-10,3,40,WR,NA,30
00-0037742,Treylon Burks,TEN,2022,1,0,0,0,0,0,0,0,3,55,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lg8k1ii67cspylp6przv",55
00-0037809,Chigoziem Okonkwo,TEN,2022,1,0,0,0,0,0,1,-4,1,11,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sxuawjrgawwilhceso3d",7
00-0037816,Romeo Doubs,GB,2022,1,0,0,0,0,0,1,11,4,37,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wciz0bsjd4bedpiwggog",48
00-0037838,Isaiah Likely,BAL,2022,1,0,0,0,0,0,0,0,0,0,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yim14kgskufmu8sfowvg",0
00-0038090,Skyy Moore,KC,2022,1,0,0,0,0,0,0,0,1,30,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkvb3cfmw6kzzwvu5egh",30
00-0038120,Breece Hall,NYJ,2022,1,0,0,0,0,0,6,23,6,38,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xcuixhewoo00o7frboye",61
00-0038124,Christian Watson,GB,2022,1,0,0,0,0,0,1,7,2,34,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvusv3krvdk69c1zyac9",41
