dateGame,locationGame,slugTeam,Opp,namePlayer,3-pointers,fg3a,rebounds,assists,steals,blocks,turnovers,points,urlPlayerHeadshot
2022-10-19,H,IND,WAS,Chris Duarte,1,2,1,0,1,0,1,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630537.png
2022-10-19,H,IND,WAS,Isaiah Jackson,0,0,3,0,0,1,1,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630543.png
2022-10-19,H,IND,WAS,Terry Taylor,1,3,2,1,2,1,1,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630678.png
2022-10-19,A,WAS,IND,Daniel Gafford,0,0,7,0,1,1,2,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629655.png
2022-10-19,A,WAS,IND,Rui Hachimura,1,1,5,0,0,1,3,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629060.png
2022-10-19,A,WAS,IND,Bradley Beal,2,7,5,6,0,1,3,23,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203078.png
2022-10-19,H,IND,WAS,Bennedict Mathurin,3,7,7,2,2,0,3,19,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631097.png
2022-10-19,H,IND,WAS,Aaron Nesmith,1,5,4,1,0,0,0,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630174.png
2022-10-19,H,IND,WAS,Oshae Brissett,1,2,0,0,0,0,1,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png
2022-10-19,H,IND,WAS,Goga Bitadze,0,0,2,2,1,1,2,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629048.png
2022-10-19,H,IND,WAS,TJ McConnell,0,0,1,4,1,1,2,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204456.png
2022-10-19,H,IND,WAS,Jalen Smith,1,6,8,1,0,1,0,16,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630188.png
2022-10-19,H,IND,WAS,Tyrese Haliburton,3,6,4,7,0,0,3,26,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630169.png
2022-10-19,A,WAS,IND,Deni Avdija,0,0,0,0,0,0,0,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630166.png
2022-10-19,A,WAS,IND,Monte Morris,1,1,6,6,2,0,1,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628420.png
2022-10-19,H,IND,WAS,Buddy Hield,4,11,10,3,0,0,1,16,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627741.png
2022-10-19,A,WAS,IND,Kyle Kuzma,3,10,13,2,0,2,2,22,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628398.png
2022-10-19,A,WAS,IND,Delon Wright,1,3,3,1,2,2,1,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626153.png
2022-10-19,A,WAS,IND,Kristaps Porzingis,1,5,10,3,0,2,2,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png
2022-10-19,A,WAS,IND,Anthony Gill,0,1,2,0,0,1,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630264.png
2022-10-19,A,WAS,IND,Will Barton,2,3,2,3,0,0,2,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203115.png
2022-10-19,A,POR,SAC,Josh Hart,0,0,7,5,1,0,2,19,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628404.png
2022-10-19,A,POR,SAC,Damian Lillard,1,8,4,8,2,0,4,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203081.png
2022-10-19,H,SAC,POR,Davion Mitchell,0,5,3,4,0,0,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630558.png
2022-10-19,A,POR,SAC,Jerami Grant,3,3,8,1,2,0,1,23,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203924.png
2022-10-19,H,SAC,POR,Domantas Sabonis,0,1,4,5,1,1,3,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627734.png
2022-10-19,H,SAC,POR,De'Aaron Fox,5,9,7,7,2,0,8,33,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628368.png
2022-10-19,H,SAC,POR,Malik Monk,2,5,2,3,0,1,2,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628370.png
2022-10-19,H,SAC,POR,Kevin Huerter,6,9,3,2,1,0,1,23,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628989.png
2022-10-19,H,SAC,POR,Terence Davis,2,5,5,1,2,1,0,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629056.png
2022-10-19,A,POR,SAC,Drew Eubanks,0,0,3,1,0,2,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629234.png
2022-10-19,H,SAC,POR,KZ Okpala,0,1,2,1,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629644.png
2022-10-19,H,SAC,POR,Trey Lyles,2,7,4,0,1,0,0,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626168.png
2022-10-19,H,SAC,POR,Richaun Holmes,0,0,3,0,1,1,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626158.png
2022-10-19,H,SAC,POR,Harrison Barnes,0,2,8,4,0,1,1,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203084.png
2022-10-19,A,POR,SAC,Shaedon Sharpe,3,3,2,1,0,0,0,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631101.png
2022-10-19,A,POR,SAC,Nassir Little,0,2,2,1,1,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629642.png
2022-10-19,A,POR,SAC,Jusuf Nurkic,0,0,7,1,2,0,4,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203994.png
2022-10-19,A,POR,SAC,Justise Winslow,1,2,8,0,1,0,0,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626159.png
2022-10-19,A,POR,SAC,Anfernee Simons,3,10,3,2,2,0,0,22,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629014.png
2022-10-19,H,PHX,DAL,Josh Okogie,0,2,1,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629006.png
2022-10-19,A,DAL,PHX,Luka Doncic,2,10,9,6,1,0,4,35,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629029.png
2022-10-19,H,PHX,DAL,Jock Landale,0,2,2,0,0,1,1,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629111.png
2022-10-19,H,PHX,DAL,Deandre Ayton,0,0,10,2,1,0,1,18,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629028.png
2022-10-19,H,PHX,DAL,Mikal Bridges,0,2,11,1,0,1,2,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628969.png
2022-10-19,H,PHX,DAL,Damion Lee,3,5,2,2,0,0,0,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627814.png
2022-10-19,H,PHX,DAL,Chris Paul,0,2,3,9,2,0,3,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101108.png
2022-10-19,A,DAL,PHX,Josh Green,0,0,4,2,1,1,1,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630182.png
2022-10-19,A,DAL,PHX,Maxi Kleber,0,1,5,1,0,1,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628467.png
2022-10-19,A,DAL,PHX,Dorian Finney-Smith,1,2,3,0,2,0,0,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627827.png
2022-10-19,A,DAL,PHX,Christian Wood,4,7,8,2,0,1,1,25,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626174.png
2022-10-19,A,DAL,PHX,Spencer Dinwiddie,3,5,3,3,0,0,0,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203915.png
2022-10-19,H,PHX,DAL,Torrey Craig,0,0,1,0,0,0,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628470.png
2022-10-19,H,PHX,DAL,Cameron Payne,1,2,1,1,1,0,2,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626166.png
2022-10-19,H,PHX,DAL,Devin Booker,1,1,4,9,0,1,2,28,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626164.png
2022-10-19,H,PHX,DAL,Dario Saric,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203967.png
2022-10-19,A,DAL,PHX,Tim Hardaway,1,5,2,1,1,0,2,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203501.png
2022-10-19,A,DAL,PHX,Reggie Bullock,3,5,2,1,0,0,2,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203493.png
2022-10-19,H,PHX,DAL,Bismack Biyombo,0,0,2,1,0,0,1,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202687.png
2022-10-19,A,DAL,PHX,JaVale McGee,0,0,4,1,1,1,2,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201580.png
2022-10-19,H,PHX,DAL,Cameron Johnson,3,6,3,0,0,2,0,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629661.png
2022-10-19,A,DEN,UTA,Bones Hyland,1,4,0,3,0,1,2,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630538.png
2022-10-19,H,UTA,DEN,Simone Fontecchio,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631323.png
2022-10-19,A,DEN,UTA,Peyton Watson,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631212.png
2022-10-19,A,DEN,UTA,Christian Braun,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631128.png
2022-10-19,H,UTA,DEN,Walker Kessler,0,0,10,1,1,0,1,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631117.png
2022-10-19,H,UTA,DEN,Ochai Agbaji,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630534.png
2022-10-19,H,UTA,DEN,Leandro Bolmaro,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630195.png
2022-10-19,H,UTA,DEN,Nickeil Alexander-Walker,0,0,0,1,0,0,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629638.png
2022-10-19,H,UTA,DEN,Talen Horton-Tucker,0,1,0,1,2,0,0,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629659.png
2022-10-19,A,DEN,UTA,Michael Porter,2,4,7,1,1,0,4,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629008.png
2022-10-19,A,DEN,UTA,Bruce Brown,0,2,1,1,0,0,2,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628971.png
2022-10-19,H,UTA,DEN,Kelly Olynyk,2,3,0,1,0,0,3,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203482.png
2022-10-19,A,DEN,UTA,Kentavious Caldwell-Pope,0,2,4,6,2,1,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203484.png
2022-10-19,H,UTA,DEN,Jordan Clarkson,1,4,5,5,0,0,6,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203903.png
2022-10-19,H,UTA,DEN,Malik Beasley,3,9,5,1,1,0,0,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627736.png
2022-10-19,H,UTA,DEN,Mike Conley,2,4,2,8,2,1,3,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201144.png
2022-10-19,A,DEN,UTA,Jeff Green,0,1,4,0,1,0,2,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201145.png
2022-10-19,A,DEN,UTA,Aaron Gordon,0,2,10,2,1,1,1,22,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203932.png
2022-10-19,A,DEN,UTA,Ish Smith,0,0,1,0,0,0,1,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202397.png
2022-10-19,A,DEN,UTA,DeAndre Jordan,0,0,2,1,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201599.png
2022-10-19,H,UTA,DEN,Rudy Gay,4,6,0,2,1,0,1,16,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200752.png
2022-10-19,A,DEN,UTA,Nikola Jokic,1,3,4,6,3,0,3,27,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203999.png
2022-10-19,A,DEN,UTA,Jamal Murray,1,4,2,1,2,0,3,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627750.png
2022-10-19,H,UTA,DEN,Lauri Markkanen,3,7,4,4,2,0,1,17,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628374.png
2022-10-19,A,DEN,UTA,Vlatko Cancar,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628427.png
2022-10-19,A,DEN,UTA,Davon Reed,0,0,0,0,0,0,2,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628432.png
2022-10-19,H,UTA,DEN,Collin Sexton,1,4,5,2,0,0,2,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629012.png
2022-10-19,H,UTA,DEN,Jarred Vanderbilt,0,0,12,1,1,0,2,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629020.png
2022-10-19,A,CHA,SA,PJ Washington,3,4,7,4,0,3,1,17,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629023.png
2022-10-19,A,CHA,SA,Bryce McGowens,0,1,0,0,0,1,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631121.png
2022-10-19,A,CHA,SA,Theo Maledon,0,0,1,1,0,0,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630177.png
2022-10-19,A,CHA,SA,James Bouknight,0,4,2,1,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630547.png
2022-10-19,A,CHA,SA,JT Thor,0,1,1,0,0,1,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630550.png
2022-10-19,A,CHA,SA,Mark Williams,0,0,1,0,0,0,2,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631109.png
2022-10-19,H,SA,CHA,Jeremy Sochan,0,2,7,2,2,0,0,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631110.png
2022-10-19,H,SA,CHA,Josh Richardson,0,3,2,1,0,0,2,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626196.png
2022-10-19,H,SA,CHA,Jakob Poeltl,0,0,9,2,0,0,3,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627751.png
2022-10-19,H,SA,CHA,Keldon Johnson,3,7,11,4,2,0,2,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629640.png
2022-10-19,H,SA,CHA,Devin Vassell,0,8,2,4,1,0,2,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630170.png
2022-10-19,H,SA,CHA,Tre Jones,1,2,3,2,1,2,0,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630200.png
2022-10-19,A,CHA,SA,Terry Rozier,4,7,6,6,0,1,4,24,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626179.png
2022-10-19,A,CHA,SA,Dennis Smith,2,2,2,4,2,2,1,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628372.png
2022-10-19,H,SA,CHA,Joshua Primo,0,3,3,5,0,1,3,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630563.png
2022-10-19,A,CHA,SA,Kai Jones,1,1,0,0,0,0,0,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630539.png
2022-10-19,H,SA,CHA,Isaiah Roby,0,0,2,0,1,1,0,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629676.png
2022-10-19,A,CHA,SA,Jalen McDaniels,1,2,5,2,1,1,0,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629667.png
2022-10-19,H,SA,CHA,Romeo Langford,0,0,0,0,0,0,0,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629641.png
2022-10-19,A,CHA,SA,Cody Martin,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628998.png
2022-10-19,H,SA,CHA,Keita Bates-Diop,0,0,0,0,0,0,1,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628966.png
2022-10-19,H,SA,CHA,Zach Collins,0,2,0,1,1,4,2,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628380.png
2022-10-19,H,SA,CHA,Doug McDermott,2,5,2,0,0,0,0,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203926.png
2022-10-19,A,CHA,SA,Mason Plumlee,0,0,7,4,0,1,1,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203486.png
2022-10-19,H,SA,CHA,Gorgui Dieng,1,2,3,1,0,0,0,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203476.png
2022-10-19,A,CHA,SA,Gordon Hayward,1,4,5,2,1,0,5,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202330.png
2022-10-19,A,CHA,SA,Kelly Oubre,1,3,4,2,3,0,0,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626162.png
2022-10-19,A,CHA,SA,Nick Richards,0,0,10,0,0,0,0,19,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630208.png
2022-10-19,H,MIN,OKC,D'Angelo Russell,2,6,5,2,1,1,4,20,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626156.png
