player,player_id,position,player_game_count,team_name,targets,receptions,yards,routes,yprr,week
Ke'Shawn Vaughn,45866,HB,1,TB,3,2,5,15,0.33,5
Olamide Zaccheaus,44920,WR,1,ATL,3,1,13,39,0.33,5
David Johnson,9519,HB,1,HOU,4,2,7,23,0.3,5
Nick Westbrook,47861,WR,1,TEN,1,1,7,23,0.3,5
Devin Singletary,40485,HB,1,BUF,1,1,8,28,0.29,5
Vance McDonald,7836,TE,1,PIT,1,1,4,14,0.29,5
Le'Veon Bell,7829,HB,1,NYJ,1,1,7,25,0.28,5
Hayden Hurst,47294,TE,1,ATL,6,2,8,32,0.25,5
Dalton Schultz,47304,TE,1,DAL,3,1,6,29,0.21,5
Tre'Quan Smith,48228,WR,1,NO,3,2,8,43,0.19,5
Zach Ertz,7816,TE,1,PHI,6,1,6,36,0.17,5
Kenyan Drake,10707,HB,1,ARI,1,1,2,16,0.13,5
Nick Boyle,9604,TE,1,BAL,2,1,2,15,0.13,5
Josh Hill,8200,TE,1,NO,1,1,1,8,0.13,5
Logan Thomas,8755,TE,1,WAS,3,1,4,36,0.11,5
Isaiah Wright,40113,WR,1,WAS,1,1,3,33,0.09,5
Dion Lewis,6301,HB,1,NYG,4,2,1,15,0.07,5
Demarcus Robinson,10760,WR,1,KC,4,2,2,38,0.05,5
A.J. Green,6156,WR,1,CIN,1,0,0,20,0,5
Gus Edwards,46027,HB,1,BAL,1,0,0,15,0,5
Braxton Berrios,47961,WR,1,NYJ,2,0,0,13,0,5
Ian Thomas,42130,TE,1,CAR,1,0,0,29,0,5
Brandon Powell,48036,WR,1,ATL,1,0,0,5,0,5
Rico Gafford,29622,WR,1,LV,1,0,0,5,0,5
Jeff Wilson Jr.,29413,HB,1,SF,1,0,0,4,0,5
Damion Ratley,48182,WR,1,NYG,1,0,0,16,0,5
Miles Boykin,48209,WR,1,BAL,2,0,0,22,0,5
Harrison Bryant,26394,TE,1,CLE,1,0,0,9,0,5
Taysom Hill,12112,QB,1,NO,2,0,0,13,0,5
Mo Alie-Cox,12078,TE,1,IND,1,0,0,9,0,5
David Moore,11981,WR,1,SEA,3,0,0,16,0,5
Jeremy Sprinkle,11909,TE,1,WAS,1,0,0,2,0,5
Wayne Gallman,11895,HB,1,NYG,2,2,0,4,0,5
C.J. Ham,11347,FB,1,MIN,2,0,0,3,0,5
Willie Snead IV,8999,WR,1,BAL,3,0,0,24,0,5
Jack Doyle,8520,TE,1,IND,2,0,0,16,0,5
Kyle Juszczyk,7912,FB,1,SF,1,0,0,9,0,5
Nick Keizer,66940,TE,1,KC,1,0,0,4,0,5
Taiwan Jones,6277,HB,1,BUF,1,0,0,1,0,5
Donald Parham,91014,CB,1,LAC,1,0,0,4,0,5
Dontrelle Inman,6597,WR,1,WAS,1,1,-2,25,-0.08,5
Malcolm Brown,9902,HB,1,LA,2,1,-6,15,-0.4,5
Diontae Johnson,33441,WR,1,PIT,1,1,-2,4,-0.5,5
Cam Newton,6153,QB,1,NE,1,1,16,1,16,6
Trenton Cannon,66446,HB,1,CAR,2,2,15,2,7.5,6
Damien Harris,35134,HB,1,NE,1,1,14,2,7,6
Adam Shaheen,11800,TE,1,MIA,3,3,51,9,5.67,6
Justin Jefferson,61398,WR,1,MIN,11,9,166,34,4.88,6
Anthony Firkser,51837,TE,1,TEN,9,8,113,27,4.19,6
Jakeem Grant,10820,WR,1,MIA,4,4,48,12,4,6
Isaiah Zuber,26884,WR,1,NE,1,1,16,4,4,6
Benny Snell Jr.,45954,HB,1,PIT,1,1,4,1,4,6
George Kittle,11901,TE,1,SF,10,7,109,28,3.89,6
Tim Patrick,12087,WR,1,DEN,8,4,101,26,3.88,6
Keelan Cole,51593,WR,1,JAX,9,6,143,38,3.76,6
Kenny Golladay,11851,WR,1,DET,6,4,105,28,3.75,6
Cam Sims,47908,WR,1,WAS,1,1,22,6,3.67,6
Julio Jones,6158,WR,1,ATL,10,8,137,38,3.61,6
Christian Kirk,47546,WR,1,ARI,2,2,86,24,3.58,6
Tee Higgins,61211,WR,1,CIN,8,6,125,35,3.57,6
Rob Gronkowski,5567,TE,1,TB,8,5,78,22,3.55,6
James White,8765,HB,1,NE,9,8,65,19,3.42,6
Chase Claypool,42312,WR,1,PIT,4,4,74,22,3.36,6
Marcus Johnson,11074,WR,1,IND,7,5,108,33,3.27,6
Derrick Henry,10679,HB,1,TEN,4,2,52,16,3.25,6
De'Michael Harris,84418,WR,1,IND,3,3,29,9,3.22,6
Will Fuller V,10655,WR,1,HOU,11,6,123,39,3.15,6
Tyler Higbee,10744,TE,1,LA,4,3,56,18,3.11,6
Kaden Smith,40973,TE,1,NYG,3,3,15,5,3,6
Jason Croom,12145,TE,1,PHI,1,1,3,1,3,6
Anthony McFarland Jr.,57289,HB,1,PIT,1,1,6,2,3,6
Albert Okwuegbunam,41933,TE,1,DEN,6,2,45,15,3,6
James Washington,47792,WR,1,PIT,7,4,68,23,2.96,6
Darren Fells,8549,TE,1,HOU,7,6,85,29,2.93,6
Ryan Izzo,47327,TE,1,NE,3,3,38,13,2.92,6
Ito Smith,45932,HB,1,ATL,1,1,17,6,2.83,6
DeAndre Hopkins,7808,WR,1,ARI,6,2,73,26,2.81,6
Pharaoh Brown,12247,TE,1,HOU,2,2,28,10,2.8,6
Jonathan Taylor,57488,HB,1,IND,4,4,55,20,2.75,6
Byron Pringle,42345,WR,1,KC,2,2,46,17,2.71,6
Van Jefferson,47447,WR,1,LA,1,1,8,3,2.67,6
Trent Taylor,11932,WR,1,SF,2,1,8,3,2.67,6
Darrius Shepherd,29347,WR,1,GB,1,1,16,6,2.67,6
A.J. Green,6156,WR,1,CIN,11,8,96,36,2.67,6
Danny Amendola,4717,WR,1,DET,2,2,31,12,2.58,6
Adrian Peterson,3623,HB,1,DET,1,1,18,7,2.57,6
Cole Kmet,60995,TE,1,CHI,2,2,20,8,2.5,6
Austin Hooper,10715,TE,1,CLE,5,5,52,21,2.48,6
D.J. Moore,48267,WR,1,CAR,10,5,93,38,2.45,6
Chris Godwin,11839,WR,1,TB,7,5,48,20,2.4,6
Myles Gaskin,45914,HB,1,MIA,4,4,35,15,2.33,6
Deebo Samuel,48274,WR,1,SF,6,6,66,29,2.28,6
Travis Kelce,7844,TE,1,KC,7,5,65,29,2.24,6
Adam Humphries,10075,WR,1,TEN,6,6,64,29,2.21,6
Frank Gore,2282,HB,1,NYJ,4,4,24,11,2.18,6
Darius Slayton,25578,WR,1,NYG,4,2,41,19,2.16,6
Trey Burton,9185,TE,1,IND,5,4,58,27,2.15,6
Kyle Rudolph,6195,TE,1,MIN,4,3,47,23,2.04,6
Marquise Brown,61568,WR,1,BAL,5,4,57,28,2.04,6
Robby Anderson,11254,WR,1,CAR,5,4,77,38,2.03,6
Demarcus Robinson,10760,WR,1,KC,6,5,69,34,2.03,6
Peyton Barber,10927,HB,1,WAS,1,1,4,2,2,6
Mike Boone,31615,HB,1,MIN,1,1,6,3,2,6
Marvin Hall,11440,WR,1,DET,2,1,6,3,2,6
Kyle Juszczyk,7912,FB,1,SF,2,1,8,4,2,6
Kalif Raymond,11028,WR,1,TEN,4,3,32,16,2,6
Irv Smith Jr.,42060,TE,1,MIN,5,4,55,28,1.96,6
Travis Fulgham,48023,WR,1,PHI,9,6,75,40,1.88,6
Cole Beasley,7330,WR,1,BUF,7,4,45,24,1.88,6
Russell Gage,44771,WR,1,ATL,4,4,65,35,1.86,6
Devin Duvernay,40006,WR,1,BAL,3,3,31,17,1.82,6
Antonio Gibson,78050,HB,1,WAS,5,4,25,14,1.79,6
Evan Engram,11778,TE,1,NYG,2,2,30,17,1.76,6
Jamal Agnew,11920,WR,1,DET,2,2,17,10,1.7,6
Kendrick Bourne,12270,WR,1,SF,3,2,44,26,1.69,6
Terry McLaurin,48229,WR,1,WAS,11,7,74,44,1.68,6
John Hightower,84142,WR,1,PHI,4,1,50,30,1.67,6
Dion Lewis,6301,HB,1,NYG,1,1,10,6,1.67,6
J.D. McKissic,11047,HB,1,WAS,6,6,43,26,1.65,6
Braxton Berrios,47961,WR,1,NYJ,3,1,18,11,1.64,6
Richard Rodgers,8733,TE,1,PHI,3,3,31,19,1.63,6
Brandin Cooks,8655,WR,1,HOU,9,9,68,42,1.62,6
Davante Adams,8688,WR,1,GB,10,6,61,38,1.61,6
Calvin Ridley,48262,WR,1,ATL,7,6,61,38,1.61,6
Jarvis Landry,8698,WR,1,CLE,5,3,40,25,1.6,6
Gerald Everett,11799,TE,1,LA,4,3,27,17,1.59,6
Harrison Bryant,26394,TE,1,CLE,2,1,11,7,1.57,6
Nick Boyle,9604,TE,1,BAL,3,3,33,21,1.57,6
A.J. Brown,48327,WR,1,TEN,7,5,56,36,1.56,6
Willie Snead IV,8999,WR,1,BAL,2,1,32,21,1.52,6
Jalen Hurts,40291,QB,1,PHI,1,1,3,2,1.5,6
Adam Thielen,8288,WR,1,MIN,4,3,51,34,1.5,6
Tyler Boyd,10689,WR,1,CIN,8,5,54,36,1.5,6
CeeDee Lamb,61570,WR,1,DAL,10,7,64,43,1.49,6
Stefon Diggs,9579,WR,1,BUF,8,6,46,31,1.48,6
Amari Cooper,9437,WR,1,DAL,10,7,79,54,1.46,6
Breshad Perriman,9459,WR,1,NYJ,8,4,62,43,1.44,6
Allen Robinson II,8696,WR,1,CHI,9,5,53,37,1.43,6
Nyheim Hines,48103,HB,1,IND,6,5,27,19,1.42,6
Ryan Griffin,7982,TE,1,NYJ,2,2,17,12,1.42,6
Kareem Hunt,11841,HB,1,CLE,3,2,17,12,1.42,6
Hayden Hurst,47294,TE,1,ATL,4,4,57,41,1.39,6
Aaron Jones,11937,HB,1,GB,5,3,26,19,1.37,6
David Montgomery,45719,HB,1,CHI,4,4,39,29,1.34,6
C.J. Board,12088,WR,1,NYG,3,1,8,6,1.33,6
DeVante Parker,9447,WR,1,MIA,7,3,35,27,1.3,6
Josh Reynolds,11872,WR,1,LA,5,2,45,35,1.29,6
Zach Pascal,12303,WR,1,IND,7,4,54,42,1.29,6
Jerry Jeudy,61103,WR,1,DEN,5,2,32,26,1.23,6
Kerryon Johnson,34455,HB,1,DET,2,1,11,9,1.22,6
Jack Doyle,8520,TE,1,IND,3,3,29,24,1.21,6
Zach Ertz,7816,TE,1,PHI,10,4,33,28,1.18,6
Logan Thomas,8755,TE,1,WAS,4,3,42,36,1.17,6
Jimmy Graham,5619,TE,1,CHI,6,5,34,29,1.17,6
Darnell Mooney,48236,WR,1,CHI,5,3,36,31,1.16,6
Damiere Byrd,9964,WR,1,NE,4,3,38,33,1.15,6
Larry Fitzgerald,1724,WR,1,ARI,4,3,22,20,1.1,6
Miles Boykin,48209,WR,1,BAL,2,1,11,10,1.1,6
James Robinson,22425,HB,1,JAX,4,4,24,22,1.09,6
Cameron Batson,47669,WR,1,TEN,1,1,13,12,1.08,6
Darrel Williams,13014,HB,1,KC,1,1,15,14,1.07,6
Joe Mixon,11803,HB,1,CIN,3,2,15,14,1.07,6
Jamison Crowder,9538,WR,1,NYJ,13,7,48,45,1.07,6
Dontrelle Inman,6597,WR,1,WAS,5,5,45,43,1.05,6
D.J. Chark Jr.,47702,WR,1,JAX,14,7,45,43,1.05,6
Ezekiel Elliott,10638,HB,1,DAL,9,8,31,30,1.03,6
Jonnu Smith,11855,TE,1,TEN,2,1,13,13,1,6
Nick Vannett,10728,TE,1,DEN,1,1,7,7,1,6
Isaiah McKenzie,11927,WR,1,BUF,1,1,4,4,1,6
Golden Tate,5585,WR,1,NYG,1,1,11,11,1,6
Keith Smith,9302,FB,1,ATL,1,1,3,3,1,6
Noah Brown,11993,WR,1,DAL,2,2,15,15,1,6
Christian Blake,47900,WR,1,ATL,2,1,5,5,1,6
Durham Smythe,47257,TE,1,MIA,2,1,4,4,1,6
Patrick Laird,28219,HB,1,MIA,1,1,2,2,1,6
Robert Tonyan,12193,TE,1,GB,4,3,25,26,0.96,6
Chris Thompson,7936,HB,1,JAX,4,3,15,16,0.94,6
Raheem Mostert,9783,HB,1,SF,2,2,11,12,0.92,6
Mark Andrews,47436,TE,1,BAL,4,2,21,23,0.91,6
Malcolm Brown,9902,HB,1,LA,4,3,18,20,0.9,6
Matt Breida,12271,HB,1,MIA,2,2,7,8,0.88,6
David Njoku,11784,TE,1,CLE,3,1,7,8,0.88,6
Marquez Valdes-Scantling,47809,WR,1,GB,5,3,32,37,0.86,6
Odell Beckham Jr.,8647,WR,1,CLE,3,2,25,29,0.86,6
LeSean McCoy,4976,HB,1,TB,1,1,6,7,0.86,6
Todd Gurley II,9443,HB,1,ATL,4,3,20,24,0.83,6
Geoff Swaim,9679,TE,1,TEN,3,2,10,12,0.83,6
Preston Williams,38855,WR,1,MIA,3,2,18,22,0.82,6
Robert Woods,7822,WR,1,LA,8,4,29,36,0.81,6
Chad Beebe,21528,WR,1,MIN,6,2,13,16,0.81,6
T.J. Hockenson,40912,TE,1,DET,5,2,17,21,0.81,6
Dalton Schultz,47304,TE,1,DAL,4,4,35,44,0.8,6
D'Andre Swift,57212,HB,1,DET,4,3,7,9,0.78,6
Tyler Johnson,48054,WR,1,TB,1,1,7,9,0.78,6
Chris Manhertz,10211,TE,1,CAR,2,1,6,8,0.75,6
Isaiah Wright,40113,WR,1,WAS,5,4,25,34,0.74,6
Cordarrelle Patterson,7810,HB,1,CHI,1,1,8,11,0.73,6
Jerick McKinnon,8731,HB,1,SF,3,2,10,14,0.71,6
Mike Thomas,10840,WR,1,CIN,3,1,10,14,0.71,6
Jeremy McNichols,11917,HB,1,TEN,2,2,11,16,0.69,6
Chase Edmonds,45851,HB,1,ARI,1,1,6,9,0.67,6
Ronald Jones,34001,HB,1,TB,2,2,8,12,0.67,6
Devin Singletary,40485,HB,1,BUF,2,1,13,20,0.65,6
Cedrick Wilson,48170,WR,1,DAL,3,2,10,16,0.63,6
Giovani Bernard,7818,HB,1,CIN,3,3,13,21,0.62,6
Tyreek Hill,10799,WR,1,KC,3,3,20,33,0.61,6
Tony Pollard,27126,HB,1,DAL,4,2,9,15,0.6,6
Brian Hill,11911,HB,1,ATL,2,2,6,10,0.6,6
Eric Ebron,8645,TE,1,PIT,4,2,9,16,0.56,6
La'Mical Perine,26408,HB,1,NYJ,3,2,9,16,0.56,6
Randall Cobb,6216,WR,1,HOU,4,3,17,31,0.55,6
Chris Conley,9509,WR,1,JAX,2,1,6,11,0.55,6
Rashard Higgins,10806,WR,1,CLE,2,1,13,24,0.54,6
Keith Kirkwood,48017,WR,1,CAR,2,1,13,24,0.54,6
Nick Keizer,66940,TE,1,KC,1,1,2,4,0.5,6
Greg Ward,12258,WR,1,PHI,3,2,19,39,0.49,6
Gabriel Davis,55410,WR,1,BUF,1,1,7,15,0.47,6
Clyde Edwards-Helaire,57279,HB,1,KC,4,4,8,17,0.47,6
Michael Gallup,26075,WR,1,DAL,6,2,23,50,0.46,6
Scotty Miller,47481,WR,1,TB,2,1,6,13,0.46,6
Royce Freeman,45747,HB,1,DEN,1,1,4,9,0.44,6
Mike Evans,8642,WR,1,TB,2,1,10,24,0.42,6
David Johnson,9519,HB,1,HOU,2,1,12,31,0.39,6
Brandon Aiyuk,84109,WR,1,SF,4,2,12,31,0.39,6
Tyler Kroft,9518,TE,1,BUF,2,1,7,18,0.39,6
Alexander Mattison,45817,HB,1,MIN,2,1,4,13,0.31,6
Julian Edelman,5156,WR,1,NE,5,2,8,27,0.3,6
Laviska Shenault Jr.,61220,WR,1,JAX,6,3,10,35,0.29,6
Cooper Kupp,11824,WR,1,LA,8,3,11,38,0.29,6
Ian Thomas,42130,TE,1,CAR,1,1,9,32,0.28,6
Marvin Jones Jr.,7158,WR,1,DET,5,2,8,29,0.28,6
Boston Scott,39462,HB,1,PHI,2,2,5,18,0.28,6
Cameron Brate,9207,TE,1,TB,1,1,3,11,0.27,6
Anthony Miller,48160,WR,1,CHI,3,3,8,31,0.26,6
JuJu Smith-Schuster,11817,WR,1,PIT,3,2,6,24,0.25,6
T.Y. Hilton,7092,WR,1,IND,5,1,11,45,0.24,6
Jesse James,9593,TE,1,DET,1,1,3,14,0.21,6
Duke Johnson Jr.,9510,HB,1,HOU,2,1,2,10,0.2,6
Jeff Smith,48055,WR,1,NYJ,4,1,8,40,0.2,6
Darrell Daniels,12122,TE,1,ARI,1,1,1,10,0.1,6
Mike Davis,9559,HB,1,CAR,3,2,3,34,0.09,6
James Conner,11860,HB,1,PIT,1,1,1,11,0.09,6
Ameer Abdullah,9487,HB,1,MIN,1,1,1,12,0.08,6
Austin Mack,28070,WR,1,NYG,2,1,1,15,0.07,6
J.K. Dobbins,57366,HB,1,BAL,3,2,1,15,0.07,6
Cyril Grayson,12077,WR,1,TB,2,0,0,5,0,6
Cethan Carter,47149,TE,1,CIN,1,0,0,12,0,6
Drew Sample,47259,TE,1,CIN,1,0,0,26,0,6
Blake Bell,9550,TE,1,DAL,1,0,0,8,0,6
Andy Isabella,47448,WR,1,ARI,2,0,0,9,0,6
James O'Shaughnessy,9606,TE,1,JAX,1,0,0,32,0,6
Tyler Davis,47743,TE,1,JAX,2,0,0,10,0,6
Ray-Ray McCloud III,47895,WR,1,PIT,1,0,0,2,0,6
JaMycal Hasty,25582,HB,1,SF,1,0,0,4,0,6
Ke'Shawn Vaughn,45866,HB,1,TB,1,0,0,3,0,6
Equanimeous St. Brown,47967,WR,1,GB,2,0,0,4,0,6
Ty Johnson,45769,HB,1,NYJ,1,0,0,1,0,6
Jamaal Williams,11889,HB,1,GB,1,0,0,12,0,6
Malik Taylor,94375,WR,1,GB,1,0,0,20,0,6
D'Ernest Johnson,45734,HB,1,CLE,1,0,0,8,0,6
John Brown,8726,WR,1,BUF,3,0,0,30,0,6
DaeSean Hamilton,45416,WR,1,DEN,2,0,0,16,0,6
N'Keal Harry,48297,WR,1,NE,2,0,0,28,0,6
Olamide Zaccheaus,44920,WR,1,ATL,2,0,0,6,0,6
Patrick Ricard,48862,FB,1,BAL,1,0,0,9,0,6
Demetrius Harris,8524,TE,1,CHI,3,0,0,9,0,6
Khari Blasingame,44889,FB,1,TEN,1,0,0,3,0,6
Alex Erickson,11107,WR,1,CIN,1,0,0,2,0,6
Mecole Hardman,42683,WR,1,KC,1,0,0,13,0,6
Ricky Seals-Jones,12020,TE,1,KC,1,0,0,1,0,6
Donovan Peoples-Jones,61439,WR,1,CLE,1,0,0,2,0,6
Kenyan Drake,10707,HB,1,ARI,2,0,0,18,0,6
Antonio Gandy-Golden,39993,WR,1,WAS,1,0,0,4,0,6
Marcedes Lewis,2973,TE,1,GB,2,0,0,10,0,6
Mike Gesicki,47153,TE,1,MIA,1,0,0,24,0,6
Alex Armah,11948,FB,1,CAR,1,0,0,2,0,6
Devonta Freeman,8738,HB,1,NYG,2,1,-4,11,-0.36,6
Miles Sanders,40555,HB,1,PHI,2,1,-6,10,-0.6,6
Nick Keizer,66940,TE,1,KC,2,2,36,2,18,7
Dan Arnold,51842,TE,1,ARI,3,2,57,9,6.33,7
Tanner Hudson,66924,TE,1,TB,1,1,12,2,6,7
Davante Adams,8688,WR,1,GB,14,13,196,33,5.94,7
Mike Thomas,10840,WR,1,CIN,3,2,54,10,5.4,7
Brandon Aiyuk,84109,WR,1,SF,7,6,115,22,5.23,7
Mecole Hardman,42683,WR,1,KC,2,2,57,11,5.18,7
A.J. Brown,48327,WR,1,TEN,6,6,153,31,4.94,7
John Hightower,84142,WR,1,PHI,2,1,59,12,4.92,7
Van Jefferson,47447,WR,1,LA,1,1,14,3,4.67,7
JaMycal Hasty,25582,HB,1,SF,1,1,16,4,4,7
Rashard Higgins,10806,WR,1,CLE,6,6,110,28,3.93,7
Cole Kmet,60995,TE,1,CHI,2,2,45,12,3.75,7
Tyler Lockett,9502,WR,1,SEA,20,15,200,54,3.7,7
Marcus Kemp,12137,WR,1,KC,1,1,11,3,3.67,7
Donald Parham,91014,CB,1,LAC,1,1,22,6,3.67,7
Deebo Samuel,48274,WR,1,SF,5,5,65,19,3.42,7
Scotty Miller,47481,WR,1,TB,9,6,109,32,3.41,7
Johnny Mundt,12206,TE,1,LA,3,3,47,14,3.36,7
Amari Cooper,9437,WR,1,DAL,7,7,80,24,3.33,7
Albert Okwuegbunam,41933,TE,1,DEN,7,7,60,18,3.33,7
Terry McLaurin,48229,WR,1,WAS,11,7,90,27,3.33,7
Harrison Bryant,26394,TE,1,CLE,5,4,56,17,3.29,7
Kenny Golladay,11851,WR,1,DET,7,6,114,35,3.26,7
Rex Burkhead,7971,HB,1,NE,3,3,35,11,3.18,7
Logan Thomas,8755,TE,1,WAS,4,4,60,19,3.16,7
Nelson Agholor,9453,WR,1,LV,9,5,107,34,3.15,7
D.J. Moore,48267,WR,1,CAR,5,4,93,30,3.1,7
Duke Johnson Jr.,9510,HB,1,HOU,5,5,43,14,3.07,7
DeeJay Dallas,55632,HB,1,SEA,3,2,18,6,3,7
Reggie Gilliam,40951,TE,1,BUF,1,1,15,5,3,7
David Moore,11981,WR,1,SEA,3,3,54,18,3,7
Keenan Allen,7857,WR,1,LAC,13,10,125,42,2.98,7
Virgil Green,6356,TE,1,LAC,2,1,26,9,2.89,7
Deonte Harris,91470,WR,1,NO,5,4,46,16,2.88,7
Curtis Samuel,11795,WR,1,CAR,6,6,48,17,2.82,7
Chris Conley,9509,WR,1,JAX,2,1,28,10,2.8,7
Donovan Peoples-Jones,61439,WR,1,CLE,3,3,56,20,2.8,7
Nick Vannett,10728,TE,1,DEN,3,2,25,9,2.78,7
Richard Rodgers,8733,TE,1,PHI,6,6,85,31,2.74,7
Russell Gage,44771,WR,1,ATL,7,6,54,20,2.7,7
Randall Cobb,6216,WR,1,HOU,10,8,95,36,2.64,7
Alec Ingold,34934,FB,1,LV,1,1,21,8,2.63,7
Chase Edmonds,45851,HB,1,ARI,7,7,87,34,2.56,7
Robby Anderson,11254,WR,1,CAR,8,6,74,29,2.55,7
Cole Beasley,7330,WR,1,BUF,12,11,112,44,2.55,7
Demetrius Harris,8524,TE,1,CHI,3,2,15,6,2.5,7
Brian Hill,11911,HB,1,ATL,3,3,27,11,2.45,7
Julio Jones,6158,WR,1,ATL,9,8,97,40,2.43,7
Ray-Ray McCloud III,47895,WR,1,PIT,2,2,12,5,2.4,7
Danny Amendola,4717,WR,1,DET,4,3,62,26,2.38,7
Jalen Guyton,34164,WR,1,LAC,3,2,84,36,2.33,7
Jakobi Meyers,47468,WR,1,NE,6,4,60,26,2.31,7
Tyreek Hill,10799,WR,1,KC,10,6,55,24,2.29,7
Giovani Bernard,7818,HB,1,CIN,5,5,59,26,2.27,7
Sterling Shepard,10674,WR,1,NYG,8,6,59,26,2.27,7
Justin Jackson,29539,HB,1,LAC,6,5,43,19,2.26,7
Chris Godwin,11839,WR,1,TB,9,9,88,39,2.26,7
George Kittle,11901,TE,1,SF,7,5,55,25,2.2,7
Allen Robinson II,8696,WR,1,CHI,4,4,70,32,2.19,7
Alvin Kamara,11822,HB,1,NO,8,8,65,30,2.17,7
Marvin Jones Jr.,7158,WR,1,DET,6,5,80,37,2.16,7
Tyler Boyd,10689,WR,1,CIN,13,11,101,47,2.15,7
Marquez Callaway,42295,WR,1,NO,8,8,75,36,2.08,7
Rob Gronkowski,5567,TE,1,TB,8,5,62,30,2.07,7
T.J. Hockenson,40912,TE,1,DET,6,5,59,29,2.03,7
DeAndre Hopkins,7808,WR,1,ARI,11,10,103,51,2.02,7
Isaiah McKenzie,11927,WR,1,BUF,2,2,14,7,2,7
Brandon Zylstra,66438,WR,1,CAR,1,1,4,2,2,7
Jarvis Landry,8698,WR,1,CLE,6,5,48,25,1.92,7
Hayden Hurst,47294,TE,1,ATL,7,6,68,36,1.89,7
Kenny Stills,7926,WR,1,HOU,4,2,34,18,1.89,7
Leonard Fournette,11759,HB,1,TB,7,6,47,25,1.88,7
Diontae Johnson,33441,WR,1,PIT,15,9,80,43,1.86,7
Golden Tate,5585,WR,1,NYG,2,1,39,21,1.86,7
Boston Scott,39462,HB,1,PHI,4,3,46,25,1.84,7
Denzel Mims,47800,WR,1,NYJ,6,4,42,23,1.83,7
JuJu Smith-Schuster,11817,WR,1,PIT,13,9,85,47,1.81,7
Kyle Juszczyk,7912,FB,1,SF,2,1,18,10,1.8,7
A.J. Green,6156,WR,1,CIN,13,7,82,46,1.78,7
James O'Shaughnessy,9606,TE,1,JAX,3,3,32,18,1.78,7
Jamaal Williams,11889,HB,1,GB,5,4,37,21,1.76,7
Hunter Renfrow,47509,WR,1,LV,6,4,42,24,1.75,7
Damien Harris,35134,HB,1,NE,1,1,12,7,1.71,7
Tee Higgins,61211,WR,1,CIN,6,5,71,42,1.69,7
Jacob Hollister,12051,TE,1,SEA,3,3,22,13,1.69,7
Josh Reynolds,11872,WR,1,LA,8,4,52,31,1.68,7
David Njoku,11784,TE,1,CLE,3,2,20,12,1.67,7
Evan Engram,11778,TE,1,NYG,8,6,46,28,1.64,7
Calvin Ridley,48262,WR,1,ATL,7,5,69,42,1.64,7
Laviska Shenault Jr.,61220,WR,1,JAX,3,3,44,27,1.63,7
Darren Waller,9637,TE,1,LV,7,6,50,31,1.61,7
Robert Tonyan,12193,TE,1,GB,2,2,32,20,1.6,7
Cameron Brate,9207,TE,1,TB,1,1,8,5,1.6,7
Tyler Kroft,9518,TE,1,BUF,4,4,64,41,1.56,7
Travis Fulgham,48023,WR,1,PHI,11,5,73,47,1.55,7
Jared Cook,5012,TE,1,NO,4,3,32,21,1.52,7
Malik Taylor,94375,WR,1,GB,2,2,6,4,1.5,7
Isaac Nauta,47119,TE,1,DET,1,1,3,2,1.5,7
N'Keal Harry,48297,WR,1,NE,2,1,6,4,1.5,7
Tim Patrick,12087,WR,1,DEN,4,3,44,30,1.47,7
Zack Moss,40341,HB,1,BUF,3,3,25,17,1.47,7
Brandin Cooks,8655,WR,1,HOU,8,7,60,41,1.46,7
Noah Fant,42388,TE,1,DEN,6,3,38,26,1.46,7
J.D. McKissic,11047,HB,1,WAS,2,2,16,11,1.45,7
Collin Johnson,47808,WR,1,JAX,1,1,13,9,1.44,7
Tre'Quan Smith,48228,WR,1,NO,4,4,54,38,1.42,7
Gerald Everett,11799,TE,1,LA,5,4,28,20,1.4,7
Larry Fitzgerald,1724,WR,1,ARI,8,8,62,45,1.38,7
DaeSean Hamilton,45416,WR,1,DEN,3,2,26,19,1.37,7
Braxton Berrios,47961,WR,1,NYJ,7,4,35,26,1.35,7
Cooper Kupp,11824,WR,1,LA,6,6,43,32,1.34,7
K.J. Hamler,61590,WR,1,DEN,3,2,24,18,1.33,7
Wayne Gallman,11895,HB,1,NYG,5,5,20,15,1.33,7
Corey Clement,12253,HB,1,PHI,1,1,12,9,1.33,7
Will Dissly,30762,TE,1,SEA,4,2,38,29,1.31,7
D'Andre Swift,57212,HB,1,DET,5,4,21,16,1.31,7
Clyde Edwards-Helaire,57279,HB,1,KC,4,1,17,13,1.31,7
Travis Kelce,7844,TE,1,KC,3,3,31,24,1.29,7
Latavius Murray,7962,HB,1,NO,1,1,9,7,1.29,7
Cordarrelle Patterson,7810,HB,1,CHI,4,3,11,9,1.22,7
Joshua Kelley,13750,HB,1,LAC,5,5,24,20,1.2,7
Jeremy Sprinkle,11909,TE,1,WAS,1,1,6,5,1.2,7
Eric Ebron,8645,TE,1,PIT,8,6,50,42,1.19,7
Drew Sample,47259,TE,1,CIN,6,5,52,44,1.18,7
Kareem Hunt,11841,HB,1,CLE,4,3,26,22,1.18,7
David Johnson,9519,HB,1,HOU,4,4,42,36,1.17,7
DeSean Jackson,4363,WR,1,PHI,5,3,34,30,1.13,7
Corey Davis,11760,WR,1,TEN,10,6,35,32,1.09,7
Henry Ruggs III,61102,WR,1,LV,3,2,35,32,1.09,7
Mike Davis,9559,HB,1,CAR,5,5,24,22,1.09,7
