posteam,defteam,week,play_type,yards_gained,sack,epa,play_clock
KC,LAC,3,run,7,0,0.6230853145825677,6
KC,LAC,3,pass,-1,1,-0.7890465599484742,11
KC,LAC,3,pass,8,0,-6.707691610616166,8
LAC,KC,3,pass,8,0,0.3941839151084423,13
LAC,KC,3,run,1,0,-0.40316418232396245,9
LAC,KC,3,run,2,0,0.608978372765705,8
LAC,KC,3,pass,0,0,-0.5508288382552564,10
LAC,KC,3,pass,11,0,1.238134435378015,10
LAC,KC,3,run,3,0,-0.19761959020979702,16
LAC,KC,3,pass,19,0,1.5869231473770924,14
LAC,KC,3,run,3,0,0.04323936690343544,8
LAC,KC,3,pass,4,0,1.4933637669309974,29
KC,LAC,3,run,8,0,0.5518827326595783,13
KC,LAC,3,run,7,0,0.37660315074026585,14
KC,LAC,3,run,3,0,-0.20924980472773314,17
KC,LAC,3,run,4,0,-0.19330107676796615,14
KC,LAC,3,pass,17,0,2.001214633579366,8
KC,LAC,3,run,3,0,-6.089505004114471,10
LAC,KC,3,run,5,0,-0.044176102383062243,14
LAC,KC,3,pass,20,0,1.492135978071019,8
LAC,KC,3,pass,8,0,0.5062784374458715,3
LAC,KC,3,pass,6,0,0.34514254675013945,8
LAC,KC,3,run,-2,0,-0.9471717188716866,9
LAC,KC,3,pass,16,0,3.021643667947501,9
KC,LAC,3,run,5,0,-0.058142672292888165,13
KC,LAC,3,pass,-1,0,-0.7782110788393766,15
KC,LAC,3,pass,-8,1,-1.8262232234701514,5
LAC,KC,3,pass,5,0,0.09985056333243847,18
LAC,KC,3,pass,12,0,0.9536430122097954,11
LAC,KC,3,run,-1,0,-0.8383903197245672,6
LAC,KC,3,pass,7,0,0.38446550420485437,9
LAC,KC,3,pass,0,0,-1.475537710939534,26
KC,LAC,3,pass,5,0,0.013187813805416226,18
KC,LAC,3,pass,0,0,-0.46054671076126397,27
KC,LAC,3,pass,15,0,1.3453376886900514,8
KC,LAC,3,pass,28,0,1.597419200814329,15
KC,LAC,3,pass,0,0,-0.3294666310539469,21
KC,LAC,3,pass,7,0,0.3764089723699726,8
KC,LAC,3,run,14,0,1.390409345680382,21
KC,LAC,3,pass,0,0,-0.47285702696535736,15
KC,LAC,3,pass,0,0,-0.3378146690665744,7
KC,LAC,3,pass,6,0,-0.12719988143369232,10
KC,LAC,3,pass,11,0,0.8086409717798233,13
KC,LAC,3,run,10,0,0.6196265043690801,16
KC,LAC,3,pass,0,0,-0.5379227171652019,10
KC,LAC,3,run,4,0,-0.5256153531372547,7
KC,LAC,3,pass,12,0,1.9868155454751104,10
KC,LAC,3,pass,8,0,0.4447139293188229,22
KC,LAC,3,run,2,0,0.1243097175611183,10
KC,LAC,3,run,3,0,-0.3127632539253682,14
KC,LAC,3,pass,10,0,0.8201151330722496,9
KC,LAC,3,pass,0,0,-0.46310426003765315,2
KC,LAC,3,run,8,0,0.42502822913229465,10
KC,LAC,3,pass,2,0,1.7429126157658175,4
LAC,KC,3,run,5,0,0.039941707625985146,10
LAC,KC,3,pass,-6,1,-1.7826617690734565,11
LAC,KC,3,pass,0,0,-1.1187084554694593,7
KC,LAC,3,run,4,0,-0.16408094996586442,17
KC,LAC,3,pass,6,0,0.7564539141021669,11
KC,LAC,3,pass,0,0,-0.4933305762242526,9
KC,LAC,3,pass,0,0,-0.8398142785299569,8
KC,LAC,3,pass,23,0,2.77557825029362,11
KC,LAC,3,run,2,0,1.0594887746265158,8
KC,LAC,3,pass,18,0,1.6914015699876472,11
KC,LAC,3,run,2,0,-0.054624041833449155,7
KC,LAC,3,pass,0,0,-0.46005006175255403,5
KC,LAC,3,pass,10,0,2.199190696119331,6
LAC,KC,3,pass,0,0,-0.5731107429601252,13
LAC,KC,3,run,9,0,0.8199735241942108,7
LAC,KC,3,pass,21,0,1.7464725500904024,7
LAC,KC,3,pass,0,0,-0.5088090735953301,8
LAC,KC,3,pass,11,0,1.1546918581007048,11
LAC,KC,3,run,1,0,-0.3303059977479279,11
LAC,KC,3,pass,5,0,0.10404827236197889,9
LAC,KC,3,pass,0,0,-1.3924004615982994,7
LAC,KC,3,pass,9,0,2.6790961456717923,18
LAC,KC,3,run,-1,0,-0.8485060831299052,6
LAC,KC,3,pass,20,0,3.284315792610869,9
KC,LAC,3,pass,5,0,0.08510016091167927,12
KC,LAC,3,run,12,0,1.005983225768432,9
KC,LAC,3,run,7,0,0.29741815384477377,11
KC,LAC,3,pass,5,0,0.29966271319426596,8
KC,LAC,3,run,5,0,0.18463236442767084,23
KC,LAC,3,pass,7,0,0.6567995880031958,7
KC,LAC,3,run,7,0,0.5194487373810261,5
KC,LAC,3,run,4,0,0.1915748922037892,10
KC,LAC,3,run,-1,0,-0.8018627265118994,4
KC,LAC,3,pass,11,0,1.2222765100304969,7
KC,LAC,3,run,2,0,-0.2787764422246255,5
KC,LAC,3,pass,8,0,2.284341563936323,7
LAC,KC,3,pass,43,0,2.674442515010014,11
LAC,KC,3,run,11,0,0.7359483644249849,5
LAC,KC,3,run,6,0,0.29304373409831896,16
LAC,KC,3,run,9,0,0.7611786307825241,9
LAC,KC,3,pass,0,0,-0.39742585871135816,15
LAC,KC,3,run,6,0,0.07183230173541233,5
LAC,KC,3,run,0,0,-0.3339042832085397,19
LAC,KC,3,pass,0,0,-0.9066081079654396,5
LAC,KC,3,pass,0,0,-1.0073164343006535,5
KC,LAC,3,run,2,0,-0.45504383533261716,11
KC,LAC,3,pass,0,0,-0.5010541579686105,13
KC,LAC,3,pass,0,0,-1.7707412380259484,6
LAC,KC,3,pass,0,0,-0.2899321928853169,6
LAC,KC,3,run,8,0,0.2701061386615038,11
LAC,KC,3,pass,15,0,1.2483052343595773,10
LAC,KC,3,pass,6,0,0.19572323677130044,13
LAC,KC,3,pass,0,0,-0.3528614656534046,15
LAC,KC,3,pass,0,0,-1.0316494092112407,6
LAC,KC,3,pass,16,0,1.6653845397231635,12
LAC,KC,3,pass,4,0,1.576394919975428,4
KC,LAC,3,pass,0,0,-0.17692091915523633,20
KC,LAC,3,run,21,0,0.7956670633284375,5
KC,LAC,3,pass,0,0,-0.28717524715466425,18
KC,LAC,3,pass,0,0,-0.3267269057687372,5
KC,LAC,3,pass,0,0,-0.35391501302365214,12
LV,MIA,3,run,3,0,-0.4052264322526753,14
LV,MIA,3,pass,0,0,-0.794879391323775,5
LV,MIA,3,pass,-7,1,-2.3711514552123845,3
MIA,LV,3,run,6,0,0.13169828173704445,18
MIA,LV,3,pass,0,0,-0.9070109252352268,14
MIA,LV,3,pass,8,0,1.6746318808291107,11
MIA,LV,3,run,5,0,-0.020162669708952308,13
MIA,LV,3,pass,0,0,-0.9324545089621097,12
MIA,LV,3,run,2,0,-1.527323789196089,4
LV,MIA,3,run,2,0,-0.4705953551456332,20
LV,MIA,3,pass,24,0,2.09187801880762,18
LV,MIA,3,pass,7,0,0.356373576214537,8
LV,MIA,3,run,3,0,0.2972222955431789,2
LV,MIA,3,pass,23,0,1.4599399925209582,7
LV,MIA,3,run,5,0,0.048391299322247505,8
LV,MIA,3,pass,0,0,-11.730532973539084,4
LV,MIA,3,run,3,0,-0.42111089499667287,13
LV,MIA,3,pass,6,0,0.5880148406140506,20
LV,MIA,3,run,0,0,-1.8349593169987202,13
LV,MIA,3,run,0,0,-3.8397911658976227,15
MIA,LV,3,run,2,0,-0.2444989129435271,17
MIA,LV,3,run,3,0,-0.2531980295898393,13
MIA,LV,3,pass,5,0,1.3145938689121976,6
MIA,LV,3,run,24,0,2.352673765271902,7
LV,MIA,3,pass,0,0,-0.6321646012365818,10
LV,MIA,3,pass,10,0,1.137671054340899,5
LV,MIA,3,pass,0,0,-0.597500808769837,1
LV,MIA,3,pass,0,0,-0.872425350593403,11
LV,MIA,3,pass,25,0,3.020306838210672,3
LV,MIA,3,pass,0,0,-2.0568312890827656,3
LV,MIA,3,pass,0,0,-1.2725154706276953,8
LV,MIA,3,pass,8,0,-0.5834369191434234,3
MIA,LV,3,pass,-1,0,-1.6082669424358755,11
LV,MIA,3,run,4,0,-0.243027564836666,11
LV,MIA,3,pass,0,0,-0.901752270758152,17
LV,MIA,3,pass,18,0,2.4124658724758774,8
LV,MIA,3,run,2,0,-0.5306603823555633,17
LV,MIA,3,pass,8,0,1.155067415907979,11
LV,MIA,3,run,6,0,0.21537522552534938,3
LV,MIA,3,pass,0,0,-0.6629641732433811,4
LV,MIA,3,pass,-7,1,-1.9860633372637118,2
MIA,LV,3,pass,12,0,0.6996674849651754,13
MIA,LV,3,run,4,0,-0.16329477750696242,11
MIA,LV,3,pass,8,0,0.8788075717166066,6
MIA,LV,3,run,1,0,-0.5122326482087374,12
MIA,LV,3,run,6,0,0.08446885691955686,7
MIA,LV,3,pass,4,0,1.0191316562704742,5
MIA,LV,3,run,0,0,-0.41579095809720457,12
MIA,LV,3,run,1,0,-0.7842974006198347,7
MIA,LV,3,pass,0,0,-1.8836153228767216,5
LV,MIA,3,pass,5,0,1.083473746664822,17
LV,MIA,3,run,4,0,-0.1151124513708055,5
LV,MIA,3,pass,23,0,1.8233809427474625,14
LV,MIA,3,pass,0,0,-0.48841531050857157,3
LV,MIA,3,pass,12,0,1.1818534999038093,10
LV,MIA,3,run,2,0,-0.47732822567922994,4
LV,MIA,3,run,5,0,0.2504930275026709,5
LV,MIA,3,pass,21,0,2.77064311815775,1
LV,MIA,3,run,2,0,0.18777080974541605,9
LV,MIA,3,pass,1,0,0.8784523869107943,21
MIA,LV,3,pass,-13,1,-1.2994827040238306,5
MIA,LV,3,run,14,0,0.17839088733308017,13
MIA,LV,3,run,10,0,0.818658510397654,9
MIA,LV,3,pass,10,0,0.6154401382082142,8
MIA,LV,3,pass,9,0,0.3624061836162582,8
MIA,LV,3,pass,7,0,0.11210219596978277,5
MIA,LV,3,pass,0,0,-0.23926048132125288,23
MIA,LV,3,pass,4,0,0.011271478259004653,2
MIA,LV,3,pass,5,0,-1.147171285469085,15
MIA,LV,3,run,1,0,-0.5484974500723183,9
MIA,LV,3,pass,4,0,-0.4775040247477591,8
MIA,LV,3,pass,4,0,-0.9085458125919104,10
LV,MIA,3,run,14,0,0.8534036977216601,19
LV,MIA,3,pass,0,0,-0.5390475562307984,6
LV,MIA,3,pass,4,0,-0.5437756632454693,1
LV,MIA,3,pass,15,0,3.251563599682413,3
LV,MIA,3,run,7,0,0.2563559340778738,8
LV,MIA,3,run,4,0,0.24979265977162868,11
LV,MIA,3,run,1,0,-0.48066830704919994,5
LV,MIA,3,pass,10,0,0.36819991923402995,16
LV,MIA,3,pass,12,0,2.8945890683680773,7
MIA,LV,3,pass,0,0,-0.6341106123290956,12
MIA,LV,3,pass,2,0,-0.6311390157788992,9
MIA,LV,3,pass,7,0,2.7923339640256017,1
MIA,LV,3,pass,0,0,-0.5499707718845457,3
MIA,LV,3,run,3,0,-0.6664736063685268,4
MIA,LV,3,pass,0,0,-1.8359779813326895,4
LV,MIA,3,run,19,0,1.0321139914449304,14
LV,MIA,3,run,3,0,-0.293998894514516,10
LV,MIA,3,pass,23,0,1.9179450747324154,8
LV,MIA,3,pass,0,0,-0.6622031568549573,1
LV,MIA,3,pass,7,0,-0.7284709417726845,3
LV,MIA,3,pass,23,0,3.623099375749007,4
LV,MIA,3,run,2,0,-0.34762558701913804,2
LV,MIA,3,pass,0,0,-0.770755399367772,1
LV,MIA,3,pass,16,0,2.6912360084825195,9
LV,MIA,3,run,0,0,-0.2249129942501895,14
LV,MIA,3,run,1,0,0.7017210581107065,14
MIA,LV,3,pass,0,0,-0.6428627611603588,11
MIA,LV,3,run,5,0,-0.24316066247411072,12
MIA,LV,3,pass,8,0,1.5377991108689457,5
MIA,LV,3,pass,9,0,0.8182117820251733,11
MIA,LV,3,pass,2,0,-0.0990550343412906,18
MIA,LV,3,run,3,0,-0.3356993021443486,12
MIA,LV,3,run,19,0,1.5702270306646824,16
MIA,LV,3,run,4,0,-0.20156747254077345,18
MIA,LV,3,pass,2,0,-0.20034914813004434,8
MIA,LV,3,pass,-5,1,-2.099879219750347,5
LV,MIA,3,run,4,0,-0.20945230964571238,12
LV,MIA,3,pass,3,0,-0.3545527213718742,7
LV,MIA,3,pass,0,0,-1.6674812852870673,3
MIA,LV,3,pass,3,0,-0.3415537942200899,18
MIA,LV,3,pass,0,0,-0.60186428274028,5
MIA,LV,3,pass,5,0,0.03722356865182519,11
MIA,LV,3,run,4,0,-0.8807444057893008,17
MIA,LV,3,run,0,0,-1.4062559199519455,9
MIA,LV,3,run,0,0,-2.8108104640850797,12
LV,MIA,3,run,-2,0,-0.9143904016818851,15
LV,MIA,3,run,1,0,-0.40510777896270156,3
LV,MIA,3,pass,-15,1,-1.4021025918191299,4
MIA,LV,3,pass,9,0,0.33317447360605,17
MIA,LV,3,pass,6,0,0.2131289083044976,23
MIA,LV,3,pass,7,0,-0.1565058568958193,24
MIA,LV,3,pass,0,0,-0.582122752442956,7
MIA,LV,3,pass,0,0,-1.0684489046689123,6
MIA,LV,3,pass,15,0,2.441231911070645,3
MIA,LV,3,pass,4,0,-0.4959385736146942,21
MIA,LV,3,pass,10,0,0.8296052752994001,28
MIA,LV,3,pass,9,0,0.3723690729239024,9
MIA,LV,3,run,-1,0,-0.8016013738233596,15
MIA,LV,3,run,0,0,-0.8423286055331118,11
MIA,LV,3,run,1,0,-1.031025699165184,5
MIA,LV,3,run,1,0,3.5060510638868436,26
LV,MIA,3,run,6,0,0.012755044968798757,14
LV,MIA,3,pass,16,0,1.1171832266263664,12
LV,MIA,3,run,0,0,-0.5251644756644964,1
LV,MIA,3,pass,32,0,2.3775298231630586,7
LV,MIA,3,run,1,0,-0.476493229449261,7
LV,MIA,3,pass,0,0,-0.631206099758856,4
LV,MIA,3,pass,0,0,-0.9093858365041232,3
MIA,LV,3,pass,0,0,-0.5434428844600916,15
MIA,LV,3,pass,0,0,-0.5589394452981651,3
MIA,LV,3,pass,0,0,-0.7033109755720943,0
MIA,LV,3,pass,27,0,4.110440748510882,17
MIA,LV,3,pass,0,0,-0.5186548191122711,2
MIA,LV,3,pass,3,0,-0.646002136869356,5
MIA,LV,3,run,15,0,2.1965372868580744,2
MIA,LV,3,pass,0,0,-0.48228617379209027,18
MIA,LV,3,pass,7,0,0.06635002739494666,12
MIA,LV,3,pass,1,0,-1.2138853041395499,0
LV,MIA,3,pass,0,0,-0.48013699473813176,5
LV,MIA,3,pass,34,0,2.0639237124705687,7
LV,MIA,3,run,27,0,1.765356930613052,17
LV,MIA,3,run,8,0,0.6268362242844887,3
LV,MIA,3,run,1,0,-0.3633350239833817,14
LV,MIA,3,run,4,0,0.6604326485539787,1
NO,NE,3,run,1,0,-0.5425589787773788,17
NO,NE,3,run,0,0,-0.7447884739376605,11
NO,NE,3,pass,0,0,-1.419069548137486,10
NE,NO,3,run,7,0,0.5932843792252243,15
NE,NO,3,pass,0,0,-0.7902708873152733,8
NE,NO,3,pass,0,0,-1.603136801160872,5
NO,NE,3,pass,9,0,0.843731954228133,14
NO,NE,3,run,5,0,0.10653595020994544,15
NO,NE,3,run,0,0,-0.5169936073943973,12
NO,NE,3,pass,0,0,-0.8929918967187405,7
NO,NE,3,pass,12,0,2.1122979305218905,11
NO,NE,3,pass,17,0,1.3324077675351873,0
NO,NE,3,run,7,0,0.26091710396576673,11
NO,NE,3,run,5,0,0.470659016573336,10
NO,NE,3,pass,0,0,-0.4744310193345882,11
NO,NE,3,run,3,0,-0.5613750785705633,8
NO,NE,3,pass,11,0,3.098631677625235,8
NE,NO,3,pass,-5,1,-1.4152594665065408,6
NE,NO,3,pass,-1,0,-0.9648354039527476,11
NE,NO,3,pass,14,0,0.47675959952175617,4
NO,NE,3,run,6,0,0.20834766142070293,15
NO,NE,3,run,5,0,0.5702268742024899,11
NO,NE,3,pass,11,0,0.71912802150473,9
NO,NE,3,run,3,0,-0.28435473260469735,5
NO,NE,3,pass,6,0,0.5343205274548382,10
NO,NE,3,pass,13,0,1.270483999978751,2
NO,NE,3,pass,4,0,-0.1830428233370185,2
NO,NE,3,pass,0,0,-1.0496212653815746,5
NO,NE,3,run,3,0,-0.8469709113407937,12
NE,NO,3,run,-2,0,-0.9474039599299431,17
NE,NO,3,pass,7,0,0.09347393782809377,10
NE,NO,3,pass,0,0,-1.4642471119295806,13
NO,NE,3,pass,0,0,-0.5543466869276017,1
NO,NE,3,run,3,0,-0.5461162095889449,8
NO,NE,3,run,3,0,-0.7513544838875532,8
NE,NO,3,run,4,0,-0.22947500296868384,19
NE,NO,3,run,3,0,-0.2556886961683631,15
NE,NO,3,run,6,0,1.2430431912653148,9
NE,NO,3,pass,0,0,-0.4971312570851296,28
NE,NO,3,pass,2,0,-0.7446588862221688,6
NE,NO,3,pass,9,0,1.915180393261835,11
NE,NO,3,pass,0,0,-0.4801349921617657,13
NE,NO,3,pass,0,0,-0.812535934150219,6
NE,NO,3,pass,6,0,-0.7455139360390604,8
NO,NE,3,run,8,0,0.5242383603472263,14
NO,NE,3,run,5,0,0.34553900291211903,9
NO,NE,3,run,2,0,-0.43097512738313526,13
NO,NE,3,pass,9,0,1.0926892886636779,5
NO,NE,3,run,7,0,0.43314909317996353,14
NO,NE,3,pass,-9,1,-1.9085302308667451,8
NO,NE,3,run,9,0,0.03046894434860281,2
NE,NO,3,run,1,0,-0.4922622008016333,14
NE,NO,3,pass,17,0,1.4930004368070513,15
NE,NO,3,pass,0,0,-0.44619221962057054,16
NE,NO,3,pass,0,0,-0.47908323677256703,10
NE,NO,3,pass,0,0,-5.715871773078106,3
NO,NE,3,run,5,0,0.48837799977627583,6
NO,NE,3,pass,-3,1,-1.7060366784280632,14
NO,NE,3,pass,7,0,3.363201857660897,1
NE,NO,3,pass,31,0,1.5764639472472481,9
NE,NO,3,pass,13,0,0.7683368667494506,29
NE,NO,3,run,2,0,-0.6656441219383851,20
NE,NO,3,pass,7,0,0.7342877900809981,16
NE,NO,3,run,0,0,-1.3126475508906879,9
NE,NO,3,pass,0,0,-8.474097767844796,16
NE,NO,3,run,1,0,-0.5714884987100959,10
NE,NO,3,pass,3,0,-0.30636329809203744,17
NE,NO,3,pass,0,0,-1.518020762130618,12
NO,NE,3,run,7,0,0.4518876178190112,19
NO,NE,3,run,5,0,0.37811102299019694,13
NO,NE,3,run,-1,0,-0.7814095844514668,11
NO,NE,3,pass,0,0,-0.8907166379503906,7
NO,NE,3,pass,10,0,0.10431144363246858,16
NE,NO,3,pass,10,0,0.4742611236870289,15
NE,NO,3,pass,8,0,0.5136994644999504,14
NE,NO,3,pass,27,0,2.433378465939313,14
NE,NO,3,run,2,0,-0.5245367113966495,11
NE,NO,3,pass,7,0,0.5991904074326158,9
NE,NO,3,run,2,0,0.49531433393713087,13
NE,NO,3,pass,0,0,-0.5022148119751364,9
NE,NO,3,pass,9,0,0.7012936845421791,3
NE,NO,3,run,2,0,0.6555558196268976,13
NE,NO,3,pass,4,0,-0.2273797303205356,8
NE,NO,3,pass,4,0,0.11768583045341074,7
NE,NO,3,pass,4,0,0.639929125958588,12
NE,NO,3,run,0,0,-0.47602904395898804,13
NE,NO,3,run,-1,0,-1.0842204376822338,4
NE,NO,3,pass,4,0,-0.783615954929608,26
NO,NE,3,run,1,0,-0.43110709823668003,11
NO,NE,3,run,-2,0,-1.1363886334002018,11
NO,NE,3,pass,0,0,-1.1639309586025774,3
NE,NO,3,pass,0,0,-0.5623760200105608,12
NE,NO,3,pass,11,0,1.3831304349005222,8
NE,NO,3,pass,5,0,0.057107330998405814,12
NE,NO,3,pass,-14,1,-2.242181897861883,0
NE,NO,3,run,7,0,-0.5415822877548635,9
NO,NE,3,run,1,0,-0.5468434537760913,10
NO,NE,3,run,-3,0,-1.1553639727644622,10
NO,NE,3,pass,-6,1,-1.2480817204341292,9
NE,NO,3,pass,0,0,-0.4830289604142308,10
NE,NO,3,run,12,0,0.8892070315778255,20
NE,NO,3,pass,22,0,2.485042016254738,8
NO,NE,3,pass,0,0,-0.5330638149753213,9
NO,NE,3,run,3,0,-0.7398629831150174,4
NO,NE,3,pass,12,0,1.871157692046836,11
NO,NE,3,run,11,0,0.7697100101504475,11
NO,NE,3,run,3,0,-0.2064790065633133,5
NO,NE,3,pass,7,0,0.9484202574240044,3
NO,NE,3,run,14,0,0.8075374647160061,3
NO,NE,3,run,6,0,0.24727540597086772,6
NO,NE,3,run,3,0,0.01707332651130855,7
NO,NE,3,run,2,0,0.418574123759754,5
NO,NE,3,run,5,0,0.12332343013258651,2
NO,NE,3,run,5,0,1.053273064433597,11
NO,NE,3,run,4,0,1.1923206487554125,5
NE,NO,3,pass,9,0,0.4294696996221319,10
NE,NO,3,pass,0,0,-0.34131297492422163,0
NE,NO,3,pass,10,0,0.6873104468686506,11
NE,NO,3,pass,0,0,-0.3644143153214827,17
NE,NO,3,pass,4,0,-0.060100018803495914,13
NE,NO,3,pass,5,0,-0.3308653244166635,26
NE,NO,3,run,3,0,1.4177068187273107,23
NE,NO,3,pass,0,0,-0.36731049843365327,13
NE,NO,3,pass,-5,0,-0.7942204839200713,10
NE,NO,3,pass,10,0,-0.29327226389432326,23
NE,NO,3,pass,14,0,2.3145903917611577,24
NE,NO,3,pass,0,0,-0.284540067310445,16
NE,NO,3,pass,0,0,-0.20965121022891253,12
NE,NO,3,pass,0,0,-0.3703794637112878,11
NE,NO,3,pass,0,0,-2.101738073863089,5
DEN,NYJ,3,pass,6,0,0.24581404589116573,4
DEN,NYJ,3,pass,10,0,0.7914733195211738,6
DEN,NYJ,3,pass,0,0,-0.4905218156054616,8
DEN,NYJ,3,run,7,0,0.08326519886031747,8
DEN,NYJ,3,pass,0,0,-1.798949202755466,5
NYJ,DEN,3,pass,11,0,0.6817611784208566,17
NYJ,DEN,3,run,4,0,-0.20080574788153172,12
NYJ,DEN,3,run,1,0,-0.49370678793638945,9
NYJ,DEN,3,pass,0,0,-1.413383211940527,6
DEN,NYJ,3,run,3,0,-0.4166030138731003,6
DEN,NYJ,3,pass,8,0,1.1718894832301885,7
DEN,NYJ,3,run,8,0,0.26641484443098307,6
DEN,NYJ,3,pass,5,0,-0.029418379301205277,5
DEN,NYJ,3,pass,-4,1,-1.3130245693027973,7
DEN,NYJ,3,pass,28,0,3.17213714227546,1
DEN,NYJ,3,run,4,0,-0.1420274653355591,6
DEN,NYJ,3,pass,6,0,0.5812643948593177,14
DEN,NYJ,3,run,10,0,1.2712316277320497,2
DEN,NYJ,3,run,0,0,-0.23308937560068443,3
DEN,NYJ,3,run,1,0,0.7324888036819175,7
NYJ,DEN,3,run,4,0,-0.04210311034694314,9
NYJ,DEN,3,pass,0,0,-0.7753722248598933,8
NYJ,DEN,3,pass,-14,1,-2.481940084602684,7
DEN,NYJ,3,pass,17,0,0.9339584775734693,13
DEN,NYJ,3,run,14,0,0.7764911052072421,11
DEN,NYJ,3,pass,0,0,-0.4206112176179886,8
DEN,NYJ,3,pass,6,0,0.05843837768770754,1
DEN,NYJ,3,pass,0,0,-1.5995063549247934,6
NYJ,DEN,3,run,2,0,-0.48711981950327754,6
NYJ,DEN,3,pass,4,0,-0.07579298596829176,6
NYJ,DEN,3,pass,8,0,1.458538039587438,7
NYJ,DEN,3,pass,7,0,0.4235786786302924,8
NYJ,DEN,3,run,2,0,-0.15797271043993533,11
NYJ,DEN,3,pass,6,0,0.7214604408945888,6
NYJ,DEN,3,pass,5,0,0.09465959621593356,4
NYJ,DEN,3,pass,0,0,-0.7939521216321737,4
NYJ,DEN,3,pass,6,0,1.428135124151595,3
NYJ,DEN,3,run,2,0,-0.3101852316176519,7
NYJ,DEN,3,pass,-5,0,-1.763861391460523,7
NYJ,DEN,3,pass,0,0,-1.5236689925659448,6
DEN,NYJ,3,run,2,0,-0.5718558027874678,5
DEN,NYJ,3,run,2,0,-0.4767281642416492,13
DEN,NYJ,3,pass,9,0,0.014520775177516043,1
NYJ,DEN,3,pass,-1,1,-0.7764931479468942,18
NYJ,DEN,3,pass,0,0,-0.6043396864552051,3
NYJ,DEN,3,pass,-8,1,-1.4240684893447906,3
DEN,NYJ,3,pass,0,0,-0.4750418878393248,20
DEN,NYJ,3,run,0,0,-0.3993149946909398,18
DEN,NYJ,3,run,13,0,1.699273398204241,3
DEN,NYJ,3,run,4,0,-0.06825625820783898,9
DEN,NYJ,3,pass,27,0,2.0034723411663435,4
DEN,NYJ,3,pass,6,0,0.4909224071598146,15
DEN,NYJ,3,run,4,0,-0.8901092037849594,14
DEN,NYJ,3,pass,0,0,-0.47139777650590986,5
DEN,NYJ,3,run,1,0,0.6525618558516726,10
NYJ,DEN,3,pass,14,0,0.3852894920273684,6
NYJ,DEN,3,pass,-6,1,-0.3845375757664442,12
NYJ,DEN,3,pass,0,0,-0.09157627291278914,14
NYJ,DEN,3,run,13,0,0.03655120235634968,7
NYJ,DEN,3,pass,0,0,-0.6659198645502329,12
NYJ,DEN,3,run,8,0,-0.021277261897921562,13
NYJ,DEN,3,pass,0,0,-1.6091035269200802,12
DEN,NYJ,3,run,10,0,1.3839045981876552,7
DEN,NYJ,3,run,0,0,-0.5144085043575615,3
DEN,NYJ,3,run,-1,0,-1.6432845832314342,6
DEN,NYJ,3,pass,21,0,3.063575526990462,12
DEN,NYJ,3,pass,-3,0,-1.0256690924870782,4
DEN,NYJ,3,run,3,0,-0.1379447168437764,5
DEN,NYJ,3,pass,-8,1,-2.283332377457425,3
NYJ,DEN,3,run,5,0,0.059725059662014246,13
NYJ,DEN,3,run,4,0,0.22847991390153766,5
NYJ,DEN,3,run,2,0,0.47516925586387515,26
NYJ,DEN,3,run,-7,0,-1.312083963304758,8
NYJ,DEN,3,pass,5,0,-0.5850965967401862,4
NYJ,DEN,3,pass,0,0,-0.9713953025639057,5
DEN,NYJ,3,run,1,0,-1.0034247590228915,18
DEN,NYJ,3,run,-3,0,-1.0176469879224896,1
DEN,NYJ,3,pass,9,0,-0.08608394861221313,6
DEN,NYJ,3,run,10,0,0.05991889489814639,4
NYJ,DEN,3,pass,3,0,-0.16841765004210174,16
NYJ,DEN,3,pass,22,0,1.9704026760300621,6
NYJ,DEN,3,pass,7,0,0.4383510781917721,3
NYJ,DEN,3,pass,4,0,0.03194496489595622,4
NYJ,DEN,3,run,3,0,-0.7613346083089709,13
NYJ,DEN,3,pass,0,0,-3.826583598391153,5
DEN,NYJ,3,run,4,0,-0.10578647581860423,15
DEN,NYJ,3,run,7,0,0.821121895685792,6
DEN,NYJ,3,run,2,0,-0.39583265292458236,6
DEN,NYJ,3,pass,7,0,1.8976293748710304,5
DEN,NYJ,3,pass,24,0,1.5084223623853177,3
DEN,NYJ,3,run,-1,0,-0.8538106463383883,1
DEN,NYJ,3,pass,14,0,1.753406893752981,7
DEN,NYJ,3,run,1,0,-0.27967363002244383,9
DEN,NYJ,3,pass,4,0,0.4233379806391895,6
DEN,NYJ,3,run,-2,0,-2.7280764147294123,2
NYJ,DEN,3,pass,10,0,0.5593967232853174,8
NYJ,DEN,3,pass,23,0,1.5902212478686124,20
NYJ,DEN,3,pass,0,0,-0.45209064008668065,10
NYJ,DEN,3,pass,0,0,-6.113333799527027,6
DEN,NYJ,3,run,1,0,-0.45658280060160905,14
DEN,NYJ,3,run,0,0,-0.6464136689319275,4
DEN,NYJ,3,pass,31,0,3.8173136536497623,4
DEN,NYJ,3,run,-2,0,-7.636778557964135,5
NYJ,DEN,3,pass,4,0,-0.1656006524572149,5
NYJ,DEN,3,pass,0,0,-0.48896171140950173,27
NYJ,DEN,3,pass,0,0,-0.8518095093313605,5
NYJ,DEN,3,pass,-12,1,-3.22401912137866,16
DEN,NYJ,3,run,9,0,0.7739725042483769,5
DEN,NYJ,3,run,2,0,0.17921753422706388,2
DEN,NYJ,3,run,2,0,-0.8449526271724608,12
DEN,NYJ,3,run,6,0,-0.3851240234798752,15
