Position,Player,Points,Salary,Team,Opp,Minutes,Date,Started,Home.Away,Win.Loss
C,Chimezie Metu,7.5,3000,SAC,GSW,4,2021-01-04,0,Away,Loss
C,Mike Muscala,7,3800,OKC,MIA,13,2021-01-04,0,Away,Loss
PF/C,Daniel Theis,5.8,4800,BOS,TOR,13,2021-01-04,1,Away,Win
C,Mohamed Bamba,5.5,3000,ORL,CLE,4,2021-01-04,0,Home,Win
C,Nick Richards,5.5,3000,CHA,PHI,6,2021-01-04,0,Away,Loss
C,Aron Baynes,5,4000,TOR,BOS,13,2021-01-04,1,Home,Loss
C,Vincent Poirier,4.8,3000,PHI,CHA,5,2021-01-04,0,Home,Win
PF/C,P.J. Tucker,4,4300,HOU,DAL,35,2021-01-04,1,Home,Loss
C,Alex Len,3.5,3200,TOR,BOS,8,2021-01-04,0,Home,Loss
C,Jahlil Okafor,3.2,3300,DET,MIL,3,2021-01-04,0,Away,Loss
C,Marques Bolden,3.2,3000,CLE,ORL,5,2021-01-04,0,Away,Loss
PF/C,Bruno Caboclo,0,3000,HOU,DAL,1,2021-01-04,0,Home,Loss
PG/SG,D'Angelo Russell,58.8,7200,MIN,DEN,37,2021-01-05,1,Away,Loss
PG/SF,LeBron James,53.2,10100,LAL,MEM,34,2021-01-05,1,Away,Win
PG,Kyrie Irving,51.5,9300,BKN,UTA,29,2021-01-05,1,Home,Win
PG,Patrick Beverley,48.5,4000,LAC,SAS,32,2021-01-05,1,Home,Loss
PG,Damian Lillard,45.2,9800,POR,CHI,36,2021-01-05,1,Home,Loss
PG/SG,C.J. McCollum,44.8,8400,POR,CHI,35,2021-01-05,1,Home,Loss
PG/SG,Coby White,42.5,6700,CHI,POR,38,2021-01-05,1,Away,Win
PG/SG,Donovan Mitchell,42,7400,UTA,BKN,29,2021-01-05,1,Away,Loss
SG,Zach LaVine,40,8000,CHI,POR,42,2021-01-05,1,Away,Win
PG,Dejounte Murray,38.8,6800,SAS,LAC,36,2021-01-05,1,Away,Win
PG/SG,Caris LeVert,36.8,6600,BKN,UTA,21,2021-01-05,0,Home,Win
PG/SG,Patty Mills,35.2,3700,SAS,LAC,28,2021-01-05,0,Away,Win
SG,Malik Beasley,28,6300,MIN,DEN,37,2021-01-05,1,Away,Loss
PG,Tyus Jones,26,5700,MEM,LAL,32,2021-01-05,1,Home,Loss
PG/SG,Louis Williams,23,4300,LAC,SAS,21,2021-01-05,0,Home,Loss
PG/SG,Tyler Johnson,22.8,3000,BKN,UTA,18,2021-01-05,0,Home,Win
PG/SG,Dennis Schroder,22,6500,LAL,MEM,36,2021-01-05,1,Away,Win
PG,Mike Conley,21.2,6900,UTA,BKN,26,2021-01-05,1,Away,Loss
PG/SG,Bruce Brown,20.5,3000,BKN,UTA,23,2021-01-05,1,Home,Win
PG/SG,De'Anthony Melton,18.5,3600,MEM,LAL,15,2021-01-05,0,Home,Loss
PG,Jamal Murray,18.2,7600,DEN,MIN,31,2021-01-05,1,Home,Win
SG,Lonnie Walker,17.8,4400,SAS,LAC,30,2021-01-05,1,Away,Win
PG/SG,Jordan Clarkson,17.5,5200,UTA,BKN,19,2021-01-05,0,Away,Loss
PG/SG,Facundo Campazzo,15.2,3300,DEN,MIN,25,2021-01-05,0,Home,Win
PG,Monte Morris,14.8,4800,DEN,MIN,24,2021-01-05,0,Home,Win
SG,Denzel Valentine,14.5,3200,CHI,POR,19,2021-01-05,0,Away,Win
PG/SG,Desmond Bane,13.8,4200,MEM,LAL,24,2021-01-05,0,Home,Loss
SG,Wes Matthews,11.8,3400,LAL,MEM,29,2021-01-05,0,Away,Win
PG,Reggie Jackson,10.8,3500,LAC,SAS,15,2021-01-05,0,Home,Loss
SG,Grayson Allen,10.2,3400,MEM,LAL,15,2021-01-05,0,Home,Loss
PG,Ricky Rubio,9.5,5000,MIN,DEN,21,2021-01-05,0,Away,Loss
SG,Landry Shamet,8.2,3100,BKN,UTA,7,2021-01-05,0,Home,Win
PG,Shaquille Harrison,6.2,3000,UTA,BKN,7,2021-01-05,0,Away,Loss
SG,Trent Forrest,5.5,3000,UTA,BKN,7,2021-01-05,0,Away,Loss
PG/SG,Terance Mann,5.2,3000,LAC,SAS,8,2021-01-05,0,Home,Loss
SG,Miye Oni,2.8,3000,UTA,BKN,11,2021-01-05,0,Away,Loss
PG,Chris Chiozza,2.8,3000,BKN,UTA,6,2021-01-05,0,Home,Win
PG/SG,Anfernee Simons,0,3100,POR,CHI,5,2021-01-05,0,Home,Loss
PG/SG,R.J. Hampton,0,3000,DEN,MIN,0,2021-01-05,0,Home,Win
SF,Kawhi Leonard,56.8,9100,LAC,SAS,37,2021-01-05,1,Home,Loss
PF,Juan Hernangomez,46.5,3400,MIN,DEN,34,2021-01-05,1,Away,Loss
SF/PF,Nicolas Batum,40.8,4600,LAC,SAS,35,2021-01-05,1,Home,Loss
SF/PF,Otto Porter,40.2,6400,CHI,POR,28,2021-01-05,1,Away,Win
SG/SF,Will Barton,37.2,5700,DEN,MIN,35,2021-01-05,1,Home,Win
SF/PF,Keldon Johnson,31.2,6500,SAS,LAC,30,2021-01-05,1,Away,Win
PF,Robert Covington,29,5100,POR,CHI,36,2021-01-05,1,Home,Loss
SG/SF,Dillon Brooks,27.8,6200,MEM,LAL,29,2021-01-05,1,Home,Loss
SF/PF,Rudy Gay,27.2,5000,SAS,LAC,24,2021-01-05,0,Away,Win
PF,JaMychal Green,27,3800,DEN,MIN,20,2021-01-05,0,Home,Win
PF,Thaddeus Young,25,4500,CHI,POR,23,2021-01-05,0,Away,Win
SG/SF,Garrett Temple,24.2,3300,CHI,POR,28,2021-01-05,0,Away,Win
SF/PF,DeMar DeRozan,22.2,7900,SAS,LAC,28,2021-01-05,1,Away,Win
SG/SF,Luke Kennard,21.5,3900,LAC,SAS,37,2021-01-05,1,Home,Loss
SF/PF,Kyle Anderson,21.2,6300,MEM,LAL,28,2021-01-05,1,Home,Loss
PF,Carmelo Anthony,20,4400,POR,CHI,27,2021-01-05,0,Home,Loss
SG/SF,Gary Harris,19.8,4000,DEN,MIN,32,2021-01-05,1,Home,Win
SF/PF,Patrick Williams,19.2,4200,CHI,POR,24,2021-01-05,1,Away,Win
SG/SF,Anthony Edwards,19.2,4900,MIN,DEN,25,2021-01-05,0,Away,Loss
SF/PF,Devin Vassell,18,3200,SAS,LAC,16,2021-01-05,0,Away,Win
SF/PF,Derrick Jones,17.8,4300,POR,CHI,31,2021-01-05,1,Home,Loss
SF/PF,Royce O'Neale,16.8,4800,UTA,BKN,25,2021-01-05,1,Away,Loss
SF,Timothe Luwawu,16.2,3700,BKN,UTA,24,2021-01-05,0,Home,Win
SG/SF,Gary Trent Jr.,14.8,4100,POR,CHI,18,2021-01-05,0,Home,Loss
SF,Talen Horton-Tucker,13.5,3400,LAL,MEM,22,2021-01-05,0,Away,Win
SG/SF,Joe Harris,13.5,5600,BKN,UTA,23,2021-01-05,0,Home,Win
SF/PF,Taurean Prince,13.5,3300,BKN,UTA,19,2021-01-05,1,Home,Win
SF/PF,Kyle Kuzma,13.2,5500,LAL,MEM,30,2021-01-05,1,Away,Win
SG/SF,Joe Ingles,13.2,4700,UTA,BKN,22,2021-01-05,0,Away,Loss
SG/SF,Jarrett Culver,12,4400,MIN,DEN,22,2021-01-05,1,Away,Loss
SF/PF,Jake Layman,11.8,3600,MIN,DEN,14,2021-01-05,0,Away,Loss
SG/SF,PJ Dozier,11.8,3200,DEN,MIN,16,2021-01-05,0,Home,Win
SF/PF,Bojan Bogdanovic,9.2,6100,UTA,BKN,26,2021-01-05,1,Away,Loss
SF,Elijah Hughes,6.5,3000,UTA,BKN,7,2021-01-05,0,Away,Loss
SF/PF,Georges Niang,0.8,3100,UTA,BKN,7,2021-01-05,0,Away,Loss
SF,Amir Coffey,0,3000,LAC,SAS,0,2021-01-05,0,Home,Loss
C,Nikola Jokic,70.8,10800,DEN,MIN,36,2021-01-05,1,Home,Win
PF/C,Anthony Davis,58,9500,LAL,MEM,34,2021-01-05,1,Away,Win
C,Jarrett Allen,54.5,5800,BKN,UTA,31,2021-01-05,1,Home,Win
C,Jusuf Nurkic,37.8,6400,POR,CHI,28,2021-01-05,1,Home,Loss
C,Rudy Gobert,33.8,7700,UTA,BKN,27,2021-01-05,1,Away,Loss
C,Jonas Valanciunas,33.2,7600,MEM,LAL,25,2021-01-05,1,Home,Loss
PF/C,Jarred Vanderbilt,30.2,3500,MIN,DEN,23,2021-01-05,0,Away,Loss
C,Wendell Carter Jr.,27.8,5700,CHI,POR,25,2021-01-05,1,Away,Win
C,LaMarcus Aldridge,27,6200,SAS,LAC,25,2021-01-05,1,Away,Win
PF/C,Brandon Clarke,25.8,5300,MEM,LAL,28,2021-01-05,1,Home,Loss
C,Gorgui Dieng,23,4000,MEM,LAL,21,2021-01-05,0,Home,Loss
C,Montrezl Harrell,20.8,6100,LAL,MEM,20,2021-01-05,0,Away,Win
C,Jakob Poeltl,17,4800,SAS,LAC,19,2021-01-05,0,Away,Win
C,Enes Kanter,17,5400,POR,CHI,15,2021-01-05,0,Home,Loss
C,Marc Gasol,17,4300,LAL,MEM,18,2021-01-05,1,Away,Win
C,Serge Ibaka,16.2,5600,LAC,SAS,25,2021-01-05,1,Home,Loss
PF/C,Markieff Morris,14.5,3200,LAL,MEM,14,2021-01-05,0,Away,Win
PF/C,Paul Millsap,14.2,4700,DEN,MIN,15,2021-01-05,1,Home,Win
C,DeAndre Jordan,13,4400,BKN,UTA,8,2021-01-05,0,Home,Win
C,Ivica Zubac,13,4200,LAC,SAS,18,2021-01-05,0,Home,Loss
PF/C,Xavier Tillman,12,3100,MEM,LAL,17,2021-01-05,0,Home,Loss
C,Ed Davis,11.5,3400,MIN,DEN,13,2021-01-05,1,Away,Loss
PF/C,Reggie Perry,11.2,3000,BKN,UTA,7,2021-01-05,0,Home,Win
C,Derrick Favors,9,3800,UTA,BKN,13,2021-01-05,0,Away,Loss
PF/C,Jeff Green,8.2,3100,BKN,UTA,19,2021-01-05,1,Home,Win
C,Udoka Azubuike,6.5,3000,UTA,BKN,7,2021-01-05,0,Away,Loss
C,Daniel Gafford,6.5,3300,CHI,POR,9,2021-01-05,0,Away,Win
PF/C,Patrick Patterson,5.5,3000,LAC,SAS,6,2021-01-05,0,Home,Loss
C,Harry Giles,1.2,3000,POR,CHI,4,2021-01-05,0,Home,Loss
C,Naz Reid,1,5200,MIN,DEN,10,2021-01-05,0,Away,Loss
SG,Bradley Beal,79.8,9000,WAS,PHI,38,2021-01-06,1,Away,Loss
PG,Russell Westbrook,56,10200,WAS,PHI,38,2021-01-06,1,Away,Loss
PG,Malcolm Brogdon,55.5,8000,IND,HOU,39,2021-01-06,1,Home,Win
PG/SG,Coby White,52.2,6800,CHI,SAC,39,2021-01-06,1,Away,Loss
PG,Shai Gilgeous-Alexander,50.8,7300,OKC,NOR,36,2021-01-06,1,Away,Win
PG/SF,Ben Simmons,46.5,8800,PHI,WAS,35,2021-01-06,1,Home,Win
PG/SF,Jimmy Butler,46,7300,MIA,BOS,33,2021-01-06,1,Home,Loss
SG,Zach LaVine,45.8,8300,CHI,SAC,36,2021-01-06,1,Away,Loss
PG,Kyle Lowry,45.8,7800,TOR,PHO,38,2021-01-06,1,Away,Loss
PG/SG,Tyrese Haliburton,44.2,4700,SAC,CHI,34,2021-01-06,0,Home,Win
PG/SG,James Harden,44,11000,HOU,IND,38,2021-01-06,1,Away,Loss
PG,John Wall,43.5,7400,HOU,IND,37,2021-01-06,1,Away,Loss
SG,Paul George,42.5,8900,LAC,GSW,38,2021-01-06,1,Away,Win
SG,Seth Curry,41.2,5400,PHI,WAS,36,2021-01-06,1,Home,Win
PG,Elfrid Payton,38,6000,NYK,UTA,42,2021-01-06,1,Home,Win
PG/SG,Collin Sexton,36.2,7200,CLE,ORL,35,2021-01-06,1,Away,Loss
PG/SG,Austin Rivers,35.8,3600,NYK,UTA,32,2021-01-06,0,Home,Win
SG,Devin Booker,35.2,7900,PHO,TOR,34,2021-01-06,1,Home,Win
PG/SG,Fred VanVleet,35,7900,TOR,PHO,38,2021-01-06,1,Away,Loss
PG,Devonte' Graham,34.5,5500,CHA,ATL,39,2021-01-06,1,Away,Win
PG,LaMelo Ball,34,6000,CHA,ATL,23,2021-01-06,0,Away,Win
PG,Chris Paul,33,7000,PHO,TOR,31,2021-01-06,1,Home,Win
SG,Duncan Robinson,31,4600,MIA,BOS,31,2021-01-06,1,Home,Loss
PG/SG,Donovan Mitchell,30,7800,UTA,NYK,36,2021-01-06,1,Away,Loss
PG/SG,Jordan Clarkson,29.2,5200,UTA,NYK,24,2021-01-06,0,Away,Loss
PG,Stephen Curry,28,9800,GSW,LAC,34,2021-01-06,1,Home,Loss
PG/SG,George Hill,27.8,4500,OKC,NOR,27,2021-01-06,1,Away,Win
SG,Denzel Valentine,27.5,3100,CHI,SAC,21,2021-01-06,0,Away,Loss
PG,Ishmael Smith,26.2,4000,WAS,PHI,23,2021-01-06,0,Away,Loss
PG/SG,Terry Rozier,25.8,6300,CHA,ATL,28,2021-01-06,1,Away,Win
PG,Marcus Smart,25.5,6600,BOS,MIA,32,2021-01-06,1,Away,Win
PG/SG,Eric Bledsoe,25.2,6000,NOR,OKC,25,2021-01-06,1,Home,Loss
PG,Lonzo Ball,25,6500,NOR,OKC,35,2021-01-06,1,Home,Loss
PG,Jrue Holiday,24.8,6700,MIL,DET,30,2021-01-06,1,Home,Win
PG,D.J. Augustin,24.5,3300,MIL,DET,22,2021-01-06,0,Home,Win
PG/SG,Nickeil Alexander-Walker,24.2,3100,NOR,OKC,26,2021-01-06,0,Home,Loss
PG/SG,Shake Milton,24,4900,PHI,WAS,19,2021-01-06,0,Home,Win
PG,Cameron Payne,23.8,3800,PHO,TOR,16,2021-01-06,0,Home,Win
PG,Mike Conley,23.5,6800,UTA,NYK,29,2021-01-06,1,Away,Loss
SG,David Nwaba,23.5,3500,HOU,IND,37,2021-01-06,1,Away,Loss
SG,Wayne Ellington,20.8,3300,DET,MIL,23,2021-01-06,1,Away,Loss
PG,Brandon Goodwin,19.8,3000,ATL,CHA,20,2021-01-06,0,Home,Loss
PG,Payton Pritchard,19.5,4600,BOS,MIA,20,2021-01-06,0,Away,Win
PG,T.J. McConnell,18.2,3400,IND,HOU,19,2021-01-06,0,Home,Win
PG/SG,Cole Anthony,18,4300,ORL,CLE,32,2021-01-06,0,Home,Win
PG/SG,Tyler Herro,17.8,6500,MIA,BOS,34,2021-01-06,1,Home,Loss
SG,Sviatoslav Mykhailiuk,17.5,3500,DET,MIL,13,2021-01-06,0,Away,Loss
PG,Patrick Beverley,17.2,4000,LAC,GSW,30,2021-01-06,1,Away,Win
PG/SG,Damion Lee,16.8,3300,GSW,LAC,22,2021-01-06,0,Home,Loss
PG,Goran Dragic,16.5,6200,MIA,BOS,28,2021-01-06,0,Home,Loss
PG,Trae Young,16.2,9600,ATL,CHA,35,2021-01-06,1,Home,Loss
PG,Brad Wanamaker,14.5,3100,GSW,LAC,15,2021-01-06,0,Home,Loss
PG/SG,Theo Maledon,14,3400,OKC,NOR,19,2021-01-06,0,Away,Win
PG,Cory Joseph,14,3900,SAC,CHI,25,2021-01-06,0,Home,Win
PG,Reggie Jackson,13,3500,LAC,GSW,8,2021-01-06,0,Away,Win
PG/SG,Bryn Forbes,12.8,3200,MIL,DET,22,2021-01-06,0,Home,Win
PG,Derrick Rose,12.8,5800,DET,MIL,11,2021-01-06,0,Away,Loss
PG,Jordan Bone,12.8,3000,ORL,CLE,12,2021-01-06,0,Home,Win
PG/SG,Aaron Holiday,12,3300,IND,HOU,27,2021-01-06,1,Home,Win
PG/SG,Jevon Carter,11.8,3000,PHO,TOR,17,2021-01-06,0,Home,Win
PG/SG,Delon Wright,11.2,4100,DET,MIL,25,2021-01-06,1,Away,Loss
PG/SG,Louis Williams,10.8,4400,LAC,GSW,19,2021-01-06,0,Away,Win
PG/SG,Raul Neto,10.5,3800,WAS,PHI,11,2021-01-06,0,Away,Loss
PG/SG,Donte DiVincenzo,9.5,5100,MIL,DET,22,2021-01-06,1,Home,Win
PG,Saben Lee,9.2,3000,DET,MIL,11,2021-01-06,0,Away,Loss
PG/SG,Bogdan Bogdanovic,9,5300,ATL,CHA,18,2021-01-06,0,Home,Loss
SG,Damyean Dotson,8.5,4200,CLE,ORL,15,2021-01-06,0,Away,Loss
SG,Mychal Mulder,6.2,3100,GSW,LAC,8,2021-01-06,0,Home,Loss
PG,Tyrese Maxey,6,3300,PHI,WAS,10,2021-01-06,0,Home,Win
PG,Markelle Fultz,5,6200,ORL,CLE,4,2021-01-06,1,Home,Win
PG,Immanuel Quickley,5,3300,NYK,UTA,5,2021-01-06,0,Home,Win
PG,De'Aaron Fox,4.5,8200,SAC,CHI,5,2021-01-06,1,Home,Win
PG,Carsen Edwards,4,3000,BOS,MIA,9,2021-01-06,0,Away,Win
PG,Karim Mane,1.5,3000,ORL,CLE,3,2021-01-06,0,Home,Win
PG/SG,Langston Galloway,0.8,3000,PHO,TOR,4,2021-01-06,0,Home,Win
SG,Deividas Sirvydis,0,3000,DET,MIL,0,2021-01-06,0,Away,Loss
PG/SG,Terance Mann,0,3000,LAC,GSW,0,2021-01-06,0,Away,Win
PG,Malachi Flynn,0,3000,TOR,PHO,3,2021-01-06,0,Away,Loss
PG,Jaylen Adams,0,3000,MIL,DET,0,2021-01-06,0,Home,Win
SF/PF,Gordon Hayward,61.2,7400,CHA,ATL,39,2021-01-06,1,Away,Win
SG/SF,Jaylen Brown,54,8100,BOS,MIA,36,2021-01-06,1,Away,Win
PF,Pascal Siakam,51.8,7500,TOR,PHO,38,2021-01-06,1,Away,Loss
SF/PF,Jerami Grant,47.5,6900,DET,MIL,35,2021-01-06,1,Away,Loss
SF/PF,Brandon Ingram,44.2,8400,NOR,OKC,35,2021-01-06,1,Home,Loss
SF/PF,Darius Bazley,43,5800,OKC,NOR,33,2021-01-06,1,Away,Win
SF/PF,Saddiq Bey,43,4400,DET,MIL,24,2021-01-06,0,Away,Loss
SF/PF,Jayson Tatum,42.8,9000,BOS,MIA,37,2021-01-06,1,Away,Win
SF,Khris Middleton,41.2,7500,MIL,DET,31,2021-01-06,1,Home,Win
SG/SF,Kevin Huerter,36.2,4500,ATL,CHA,32,2021-01-06,0,Home,Loss
SF/PF,De'Andre Hunter,34.5,5400,ATL,CHA,33,2021-01-06,1,Home,Loss
SG/SF,Victor Oladipo,33.8,7000,IND,HOU,35,2021-01-06,1,Home,Win
SF/PF,OG Anunoby,33,5700,TOR,PHO,38,2021-01-06,1,Away,Loss
SF/PF,Tobias Harris,32.8,7700,PHI,WAS,40,2021-01-06,1,Home,Win
SF,Kawhi Leonard,32.5,9100,LAC,GSW,34,2021-01-06,1,Away,Win
SG/SF,Danny Green,32.2,3800,PHI,WAS,30,2021-01-06,1,Home,Win
PF,Aaron Gordon,32,6400,ORL,CLE,27,2021-01-06,1,Home,Win
SG/SF,Terrence Ross,31.5,5900,ORL,CLE,21,2021-01-06,0,Home,Win
SF/PF,Jae Crowder,30.2,4600,PHO,TOR,34,2021-01-06,1,Home,Win
SF/PF,Harrison Barnes,29.5,6100,SAC,CHI,37,2021-01-06,1,Home,Win
SF,Justin Holiday,29.2,4500,IND,HOU,31,2021-01-06,0,Home,Win
PF,Davis Bertans,28.5,4800,WAS,PHI,32,2021-01-06,0,Away,Loss
SG/SF,Eric Gordon,27.8,5700,HOU,IND,33,2021-01-06,0,Away,Loss
SG/SF,Andrew Wiggins,27.2,6700,GSW,LAC,33,2021-01-06,1,Home,Loss
SF/PF,Cedi Osman,25.8,5500,CLE,ORL,32,2021-01-06,1,Away,Loss
SF,Mikal Bridges,25.5,5700,PHO,TOR,29,2021-01-06,1,Home,Win
SF/PF,Eric Paschall,24.2,4300,GSW,LAC,20,2021-01-06,0,Home,Loss
SF,Dwayne Bacon,24,3500,ORL,CLE,31,2021-01-06,1,Home,Win
SG/SF,Reggie Bullock,23.8,4200,NYK,UTA,29,2021-01-06,1,Home,Win
SG/SF,RJ Barrett,23.8,7000,NYK,UTA,33,2021-01-06,1,Home,Win
SF/PF,Royce O'Neale,23.8,5000,UTA,NYK,33,2021-01-06,1,Away,Loss
SF/PF,Cameron Johnson,23.2,4000,PHO,TOR,23,2021-01-06,0,Home,Win
SG/SF,Joe Ingles,23,4800,UTA,NYK,28,2021-01-06,0,Away,Loss
SF/PF,Nicolas Batum,22.2,4900,LAC,GSW,26,2021-01-06,1,Away,Win
SF,Glenn Robinson III,21.8,3000,SAC,CHI,24,2021-01-06,0,Home,Win
SF/PF,Jordan Nwora,21.5,3000,MIL,DET,14,2021-01-06,0,Home,Win
SG/SF,Buddy Hield,20.8,6600,SAC,CHI,35,2021-01-06,1,Home,Win
SF/PF,Grant Williams,20,3500,BOS,MIA,28,2021-01-06,0,Away,Win
SG/SF,Garrett Temple,19,3300,CHI,SAC,32,2021-01-06,0,Away,Loss
SF,Lamar Stevens,19,3000,CLE,ORL,20,2021-01-06,0,Away,Loss
SF,Josh Hart,19,4700,NOR,OKC,27,2021-01-06,0,Home,Loss
SF/PF,Miles Bridges,18.5,5300,CHA,ATL,22,2021-01-06,0,Away,Win
SG/SF,Hamidou Diallo,18.2,3600,OKC,NOR,20,2021-01-06,0,Away,Win
SG/SF,Norman Powell,18.2,3800,TOR,PHO,26,2021-01-06,0,Away,Loss
SG/SF,Cam Reddish,17.5,4900,ATL,CHA,27,2021-01-06,1,Home,Loss
SF/PF,Marcus Morris,17,5400,LAC,GSW,18,2021-01-06,0,Away,Win
SF,Kent Bazemore,16.2,3200,GSW,LAC,19,2021-01-06,0,Home,Loss
SF/PF,Patrick Williams,15.5,4300,CHI,SAC,22,2021-01-06,1,Away,Loss
SF/PF,Otto Porter,15.5,6500,CHI,SAC,26,2021-01-06,1,Away,Loss
SF/PF,Kelly Oubre,15.2,5500,GSW,LAC,24,2021-01-06,1,Home,Loss
PF,Jae'Sean Tate,13.5,3600,HOU,IND,23,2021-01-06,0,Away,Loss
SF/PF,Andre Iguodala,13.2,3200,MIA,BOS,20,2021-01-06,0,Home,Loss
SF/PF,Isaac Okoro,13,4000,CLE,ORL,28,2021-01-06,1,Away,Loss
SG/SF,Avery Bradley,12.5,3600,MIA,BOS,23,2021-01-06,0,Home,Loss
SG/SF,Luguentz Dort,12.2,4700,OKC,NOR,30,2021-01-06,1,Away,Win
PF,Thanasis Antetokounmpo,12,3000,MIL,DET,12,2021-01-06,0,Home,Win
SF/PF,Bojan Bogdanovic,12,5900,UTA,NYK,28,2021-01-06,1,Away,Loss
SG/SF,Luke Kennard,11.8,4100,LAC,GSW,18,2021-01-06,0,Away,Win
PF,Rui Hachimura,11,5100,WAS,PHI,24,2021-01-06,1,Away,Loss
SF/PF,Georges Niang,11,3100,UTA,NYK,11,2021-01-06,0,Away,Loss
SF/PF,Kevin Knox,10.8,3200,NYK,UTA,15,2021-01-06,0,Home,Win
PF,Semi Ojeleye,10.5,3200,BOS,MIA,13,2021-01-06,0,Away,Win
SF,Kenrich Williams,9,3000,OKC,NOR,12,2021-01-06,0,Away,Win
SF,James Ennis,9,3100,ORL,CLE,16,2021-01-06,0,Home,Win
PF,Thaddeus Young,9,4600,CHI,SAC,20,2021-01-06,0,Away,Loss
SF,Yuta Watanabe,8.8,3000,TOR,PHO,15,2021-01-06,0,Away,Loss
SF/PF,Doug McDermott,8.5,4400,IND,HOU,16,2021-01-06,0,Home,Win
SF,Matisse Thybulle,7.5,3200,PHI,WAS,17,2021-01-06,0,Home,Win
PF,Solomon Hill,7,3000,ATL,CHA,11,2021-01-06,0,Home,Loss
SF,Sterling Brown,6,3400,HOU,IND,13,2021-01-06,0,Away,Loss
PF,Sekou Doumbouya,6,3400,DET,MIL,12,2021-01-06,0,Away,Loss
SG/SF,Cody Martin,4.5,3000,CHA,ATL,11,2021-01-06,0,Away,Win
SF,Rodney McGruder,4.2,3000,DET,MIL,7,2021-01-06,0,Away,Loss
SG/SF,J.J. Redick,3.5,3200,NOR,OKC,8,2021-01-06,0,Home,Loss
SF/PF,Deni Avdija,3,4500,WAS,PHI,15,2021-01-06,1,Away,Loss
SG/SF,Caleb Martin,2.8,3400,CHA,ATL,14,2021-01-06,0,Away,Win
PF,Dean Wade,2,3000,CLE,ORL,12,2021-01-06,0,Away,Loss
PF,Anthony Gill,1.2,3000,WAS,PHI,2,2021-01-06,0,Away,Loss
SG/SF,Jerome Robinson,0,3200,WAS,PHI,5,2021-01-06,0,Away,Loss
SF,DeAndre Bembry,0,3000,TOR,PHO,0,2021-01-06,0,Away,Loss
SF,Terrance Ferguson,0,3000,PHI,WAS,0,2021-01-06,0,Home,Win
C,Joel Embiid,66.5,9900,PHI,WAS,36,2021-01-06,1,Home,Win
PF/C,Julius Randle,59.5,9500,NYK,UTA,39,2021-01-06,1,Home,Win
PF/C,Marvin Bagley,46,5200,SAC,CHI,29,2021-01-06,1,Home,Win
C,Bam Adebayo,44.5,8500,MIA,BOS,33,2021-01-06,1,Home,Loss
C,Steven Adams,44.2,6200,NOR,OKC,34,2021-01-06,1,Home,Loss
PF/C,Domantas Sabonis,44,9200,IND,HOU,38,2021-01-06,1,Home,Win
PF/C,Zion Williamson,43,7800,NOR,OKC,32,2021-01-06,1,Home,Loss
C,Rudy Gobert,43,7600,UTA,NYK,35,2021-01-06,1,Away,Loss
C,Richaun Holmes,43,5900,SAC,CHI,29,2021-01-06,1,Home,Win
C,Andre Drummond,42.2,8600,CLE,ORL,26,2021-01-06,1,Away,Loss
PF/C,Giannis Antetokounmpo,41,10900,MIL,DET,28,2021-01-06,1,Home,Win
PF/C,John Collins,40.8,7200,ATL,CHA,31,2021-01-06,1,Home,Loss
PF/C,Bobby Portis,40.5,5000,MIL,DET,27,2021-01-06,0,Home,Win
C,DeMarcus Cousins,40,4300,HOU,IND,23,2021-01-06,1,Away,Loss
C,Wendell Carter Jr.,39.2,5400,CHI,SAC,29,2021-01-06,1,Away,Loss
C,Mitchell Robinson,38.8,5600,NYK,UTA,41,2021-01-06,1,Home,Win
PF/C,P.J. Washington,36.5,5000,CHA,ATL,37,2021-01-06,1,Away,Win
C,Brook Lopez,35.5,4200,MIL,DET,27,2021-01-06,1,Home,Win
C,Serge Ibaka,35.5,5700,LAC,GSW,34,2021-01-06,1,Away,Win
C,Nikola Vucevic,35.2,8700,ORL,CLE,34,2021-01-06,1,Home,Win
C,Clint Capela,34.2,6700,ATL,CHA,26,2021-01-06,1,Home,Loss
C,Deandre Ayton,33,7300,PHO,TOR,31,2021-01-06,1,Home,Win
C,Myles Turner,31.2,6300,IND,HOU,31,2021-01-06,1,Home,Win
C,Mike Muscala,27.8,3500,OKC,NOR,20,2021-01-06,0,Away,Win
PF/C,Nemanja Bjelica,25,3500,SAC,CHI,19,2021-01-06,0,Home,Win
C,Al Horford,24.8,5800,OKC,NOR,27,2021-01-06,1,Away,Win
PF/C,Dario Saric,23.8,3900,PHO,TOR,16,2021-01-06,0,Home,Win
C,Khem Birch,23,3700,ORL,CLE,24,2021-01-06,0,Home,Win
PF/C,Draymond Green,23,5200,GSW,LAC,31,2021-01-06,1,Home,Loss
PF/C,Daniel Theis,22.8,4300,BOS,MIA,28,2021-01-06,1,Away,Win
PF/C,P.J. Tucker,21.5,4000,HOU,IND,32,2021-01-06,1,Away,Loss
C,JaVale McGee,20.2,4300,CLE,ORL,17,2021-01-06,0,Away,Loss
C,Thomas Bryant,20,6900,WAS,PHI,33,2021-01-06,1,Away,Loss
PF/C,Blake Griffin,19.2,6500,DET,MIL,26,2021-01-06,1,Away,Loss
C,Tristan Thompson,18.8,4500,BOS,MIA,19,2021-01-06,1,Away,Win
PF/C,Kelly Olynyk,18.8,4400,MIA,BOS,21,2021-01-06,1,Home,Loss
