Position,Player,Points,Salary,Team,Opp,Minutes,Stats,Date,Started,Home.Away,TeamScore,OppScore,Win.Loss
PF,Mike Scott,25.3,3800,atl,tor,21,  20pt 4rb 1as 1to 4trey 8-11fg 0-0ft,2014-10-29,No,Away,102,109,Loss
SF,Khris Middleton,25.2,5200,mil,cha,36,  17pt 6rb 2as 1bl 4to 7-15fg 3-5ft,2014-10-29,Yes,Away,106,108,Loss
PF,Marcus Morris,24.7,4000,pho,lal,29,  21pt 1rb 1as 1st 1to 5trey 8-14fg 0-0ft,2014-10-29,Yes,Home,119,99,Win
PF,Amare Stoudemire,24.6,5500,nyk,chi,24,  12pt 8rb 1st 1bl 1to 5-9fg 2-2ft,2014-10-29,Yes,Home,80,104,Loss
SF,Kostas Papanikolaou,24.4,3500,hou,uta,22,  12pt 2rb 4as 1st 1bl 4trey 4-7fg 0-0ft,2014-10-29,No,Away,104,93,Win
SF,Shabazz Muhammad,23.9,3500,min,mem,23,  13pt 7rb 1as 1st 1to 1trey 5-10fg 2-4ft,2014-10-29,No,Away,101,105,Loss
PF,Jared Sullinger,23.8,6600,bos,bkn,28,  13pt 4rb 2as 2bl 1to 1trey 5-9fg 2-3ft,2014-10-29,Yes,Home,121,105,Win
PF,Drew Gooden,23.5,4300,was,mia,34,  18pt 5rb 1as 2to 1trey 8-11fg 1-4ft,2014-10-29,Yes,Away,95,107,Loss
PF,Carmelo Anthony,22.3,10200,nyk,chi,29,  14pt 4rb 3as 1st 3to 1trey 5-13fg 3-4ft,2014-10-29,Yes,Home,80,104,Loss
PF,Marreese Speights,22,3600,gsw,sac,18,  16pt 5rb 2as 3to 8-13fg 0-0ft,2014-10-29,No,Away,95,77,Win
SF,Doug McDermott,22,4800,chi,nyk,24,  12pt 5rb 2as 1st 1to 2trey 5-9fg 0-0ft,2014-10-29,No,Away,104,80,Win
PF,Nerlens Noel,22,6100,phi,ind,35,  6pt 10rb 3bl 2to 2-11fg 2-6ft,2014-10-29,Yes,Away,91,103,Loss
PF,Patrick Patterson,21,4400,tor,atl,24,  10pt 5rb 2as 1st 2trey 4-9fg 0-0ft,2014-10-29,No,Home,109,102,Win
PF,Lavoy Allen,21,3500,ind,phi,20,  6pt 5rb 2as 1st 2bl 3-5fg 0-0ft,2014-10-29,No,Home,103,91,Win
SF,Lance Thomas,20.6,3500,okc,por,31,  14pt 3rb 2as 7-10fg 0-0ft,2014-10-29,No,Away,89,106,Loss
PF,Markieff Morris,20.6,6100,pho,lal,26,  12pt 3rb 2as 1st 1trey 5-10fg 1-1ft,2014-10-29,Yes,Home,119,99,Win
PF,Brandon Davies,20.5,3500,phi,ind,18,  12pt 5rb 1as 1st 1to 5-11fg 2-2ft,2014-10-29,No,Away,91,103,Loss
PF,Luis Scola,20.2,4000,ind,phi,25,  10pt 6rb 2as 2st 4to 5-9fg 0-2ft,2014-10-29,Yes,Home,103,91,Win
SF,Otto Porter,19.8,5100,was,mia,24,  13pt 4rb 1st 1trey 4-7fg 4-6ft,2014-10-29,No,Away,95,107,Loss
SF,Hollis Thompson,19.6,4500,phi,ind,29,  5pt 3rb 2as 4st 1trey 2-5fg 0-0ft,2014-10-29,Yes,Away,91,103,Loss
PF,Trevor Booker,19,3900,uta,hou,23,  14pt 5rb 1to 6-10fg 2-2ft,2014-10-29,No,Home,93,104,Loss
SF,Shawne Williams,18.7,3500,mia,was,32,  3pt 6rb 3as 2st 1-9fg 1-2ft,2014-10-29,Yes,Home,107,95,Win
SF,Luol Deng,18.3,7600,mia,was,30,  12pt 4rb 1as 1bl 2to 4-8fg 4-5ft,2014-10-29,Yes,Home,107,95,Win
SF,C.J. Miles,18.2,4400,ind,phi,33,  15pt 1rb 2as 1to 2trey 6-17fg 1-1ft,2014-10-29,Yes,Home,103,91,Win
PF,Kevin Garnett,17.7,4600,bkn,bos,23,  10pt 6rb 3as 4to 5-8fg 0-0ft,2014-10-29,Yes,Away,105,121,Loss
SF,Chris Copeland,17.4,3500,ind,phi,26,  11pt 2rb 2as 1bl 1to 2trey 4-11fg 1-2ft,2014-10-29,No,Home,103,91,Win
SF,Wesley Johnson,17.2,4600,lal,pho,28,  9pt 1rb 2as 1st 1bl 2-7fg 5-5ft,2014-10-29,Yes,Away,99,119,Loss
PF,Terrence Jones,17.1,5700,hou,uta,26,  9pt 3rb 1as 2bl 1to 1trey 4-5fg 0-0ft,2014-10-29,Yes,Away,104,93,Win
SF,Harrison Barnes,16.7,4200,gsw,sac,29,  9pt 6rb 1as 1to 3-10fg 3-5ft,2014-10-29,Yes,Away,95,77,Win
SF,Danilo Gallinari,16.6,5900,den,det,18,  7pt 3rb 2as 1st 1bl 1to 1trey 1-8fg 4-4ft,2014-10-29,Yes,Home,89,79,Win
SF,Jabari Parker,16.3,6500,mil,cha,37,  8pt 4rb 1as 1st 3-9fg 2-2ft,2014-10-29,Yes,Away,106,108,Loss
SF,Solomon Hill,16.2,4300,ind,phi,23,  3pt 6rb 2as 2bl 1to 1trey 1-3fg 0-0ft,2014-10-29,Yes,Home,103,91,Win
SF,Iman Shumpert,16.1,4400,nyk,chi,20,  5pt 3rb 1as 3st 1trey 2-9fg 0-0ft,2014-10-29,Yes,Home,80,104,Loss
PF,Nikola Mirotic,14.9,4500,chi,nyk,15,  5pt 7rb 1as 1st 2to 1trey 1-2fg 2-2ft,2014-10-29,No,Away,104,80,Win
SF,Quincy Acy,14.7,3500,nyk,chi,21,  6pt 6rb 1as 1bl 2to 3-6fg 0-0ft,2014-10-29,No,Home,80,104,Loss
SF,Chris Johnson,14.7,3600,phi,ind,32,  12pt 1rb 1as 1st 2to 1trey 5-10fg 1-2ft,2014-10-29,Yes,Away,91,103,Loss
PF,Carl Landry,14.4,4000,sac,gsw,17,  8pt 7rb 2to 3-5fg 2-2ft,2014-10-29,No,Home,77,95,Loss
PF,Nick Collison,14.1,3500,okc,por,19,  2pt 3rb 3as 2st 1-5fg 0-1ft,2014-10-29,No,Away,89,106,Loss
SF,Wilson Chandler,14.1,5200,den,det,24,  7pt 3rb 1as 2st 2to 1trey 1-6fg 4-4ft,2014-10-29,No,Home,89,79,Win
SF,DeMarre Carroll,13.6,5300,atl,tor,32,  10pt 3rb 2trey 4-7fg 0-0ft,2014-10-29,Yes,Away,102,109,Loss
PF,Cody Zeller,13.4,3500,cha,mil,20,  11pt 2rb 1st 2to 3-6fg 5-5ft,2014-10-29,No,Home,108,106,Win
SF,Jared Dudley,13.4,3600,mil,cha,26,  3pt 2rb 2as 2st 1bl 1to 1trey 1-1fg 0-0ft,2014-10-29,Yes,Away,106,108,Loss
PF,Ersan Ilyasova,13.2,5900,mil,cha,12,  6pt 1rb 2st 1bl 3-3fg 0-0ft,2014-10-29,No,Away,106,108,Loss
SF,Andrew Wiggins,13.1,6400,min,mem,19,  6pt 3rb 1as 2st 2to 1trey 2-5fg 1-2ft,2014-10-29,Yes,Away,101,105,Loss
PF,Brandon Bass,12.9,4800,bos,bkn,16,  8pt 2rb 1as 2st 3to 4-7fg 0-0ft,2014-10-29,No,Home,121,105,Win
SF,Andre Iguodala,12.6,5700,gsw,sac,29,  2pt 3rb 2as 3st 2to 1-6fg 0-2ft,2014-10-29,No,Away,95,77,Win
PF,Jason Thompson,12.4,4300,sac,gsw,21,  2pt 7rb 2st 1bl 4to 1-3fg 0-0ft,2014-10-29,Yes,Home,77,95,Loss
SF,Rodney Hood,12.4,4200,uta,hou,21,  5pt 2rb 1st 2bl 1to 1trey 2-6fg 0-0ft,2014-10-29,No,Home,93,104,Loss
PF,Anthony Tolliver,12.2,3500,pho,lal,12,  7pt 6rb 2to 2trey 2-2fg 1-2ft,2014-10-29,No,Home,119,99,Win
PF,Anthony Bennett,11.1,3600,min,mem,14,  9pt 3rb 1as 3to 4-8fg 1-2ft,2014-10-29,No,Away,101,105,Loss
SF,Corey Brewer,10.8,4800,min,mem,27,  6pt 4rb 1st 2to 2-7fg 2-2ft,2014-10-29,Yes,Away,101,105,Loss
SF,Mike Dunleavy,10.6,4900,chi,nyk,31,  0pt 3rb 4as 1st 1to 0-5fg 0-0ft,2014-10-29,Yes,Away,104,80,Win
PF,Cory Jefferson,10.4,3500,bkn,bos,9,  8pt 2rb 2-2fg 4-6ft,2014-10-29,No,Away,105,121,Loss
PF,Darrell Arthur,10.3,3500,den,det,16,  2pt 4rb 3as 1to 1-7fg 0-0ft,2014-10-29,No,Home,89,79,Win
SF,Bojan Bogdanovic,10,4800,bkn,bos,26,  7pt 2as 1bl 2to 1trey 3-6fg 0-0ft,2014-10-29,Yes,Away,105,121,Loss
SF,Kyle Singler,9.9,3800,det,den,30,  8pt 2rb 1as 2to 2trey 3-7fg 0-0ft,2014-10-29,Yes,Away,79,89,Loss
SF,Caron Butler,9.7,3600,det,den,23,  0pt 6rb 1as 1st 1to 0-5fg 0-0ft,2014-10-29,No,Away,79,89,Loss
PF,Tyler Hansbrough,9.4,3500,tor,atl,20,  5pt 2rb 1bl 2-2fg 1-1ft,2014-10-29,No,Home,109,102,Win
PF,Jason Smith,9.2,4800,nyk,chi,14,  8pt 1rb 4-9fg 0-0ft,2014-10-29,No,Home,80,104,Loss
PF,Shavlik Randolph,9,3500,pho,lal,13,  3pt 5rb 1-3fg 1-3ft,2014-10-29,No,Home,119,99,Win
SF,James Johnson,9,3900,tor,atl,14,  2pt 2as 2st 1bl 2to 0-2fg 2-2ft,2014-10-29,No,Home,109,102,Win
PF,John Henson,9,5400,mil,cha,12,  5pt 2bl 2-3fg 1-2ft,2014-10-29,No,Away,106,108,Loss
PF,K.J. McDaniels,8.9,3500,phi,ind,20,  2pt 2rb 1as 1st 1bl 1to 1-5fg 0-2ft,2014-10-29,No,Away,91,103,Loss
SF,Vince Carter,8.7,5400,mem,min,16,  4pt 1rb 1as 1st 1-7fg 2-2ft,2014-10-29,No,Home,105,101,Win
SF,Andrei Kirilenko,8.6,5100,bkn,bos,10,  3pt 3rb 1st 0-3fg 3-4ft,2014-10-29,No,Away,105,121,Loss
PF,Donatas Motiejunas,8.6,3800,hou,uta,9,  3pt 3rb 1st 1-2fg 1-2ft,2014-10-29,No,Away,104,93,Win
PF,Jonas Jerebko,8.2,3500,det,den,12,  7pt 1rb 1trey 3-5fg 0-0ft,2014-10-29,No,Away,79,89,Loss
SF,James Ennis,7.4,3500,mia,was,15,  5pt 2rb 2-4fg 1-1ft,2014-10-29,No,Home,107,95,Win
SF,Gerald Green,7.2,4800,pho,lal,22,  4pt 1rb 2as 1st 3to 2-8fg 0-0ft,2014-10-29,No,Home,119,99,Win
SF,Perry Jones III,6.6,5000,okc,por,31,  3pt 3rb 1-9fg 1-2ft,2014-10-29,Yes,Away,89,106,Loss
PF,Reggie Evans,6.5,3500,sac,gsw,7,  0pt 5rb 1as 1to 0-3fg 0-0ft,2014-10-29,No,Home,77,95,Loss
PF,Derrick Williams,6.4,4000,sac,gsw,13,  2pt 2rb 1st 1-4fg 0-0ft,2014-10-29,No,Home,77,95,Loss
PF,Tarik Black,6.4,3500,hou,uta,16,  2pt 2rb 1st 1-5fg 0-0ft,2014-10-29,No,Away,104,93,Win
SF,Omri Casspi,5.9,3800,sac,gsw,15,  4pt 2rb 1as 2to 1-3fg 2-2ft,2014-10-29,No,Home,77,95,Loss
PF,Jon Leuer,5.6,3500,mem,min,19,  0pt 3rb 1bl 0-4fg 0-0ft,2014-10-29,No,Home,105,101,Win
SF,Quincy Pondexter,5.5,3500,mem,min,11,  4pt 1as 1trey 1-2fg 1-2ft,2014-10-29,No,Home,105,101,Win
SF,Alonzo Gee,5,3500,den,det,12,  3pt 1st 1trey 1-2fg 0-0ft,2014-10-29,No,Home,89,79,Win
SF,Chase Budinger,4.8,4000,min,mem,15,  0pt 4rb 0-4fg 0-0ft,2014-10-29,No,Away,101,105,Loss
PF,Kris Humphries,4.4,4400,was,mia,13,  4pt 2rb 2to 2-6fg 0-0ft,2014-10-29,No,Away,95,107,Loss
PF,Carlos Boozer,4.3,6600,lal,pho,23,  4pt 4rb 1as 1st 8to 2-6fg 0-0ft,2014-10-29,Yes,Away,99,119,Loss
SF,Rasual Butler,4.2,3600,was,mia,10,  3pt 1rb 1trey 1-3fg 0-0ft,2014-10-29,No,Away,95,107,Loss
SF,Gerald Henderson,3.7,4700,cha,mil,9,  0pt 1rb 1as 1st 1to 0-2fg 0-0ft,2014-10-29,No,Home,108,106,Win
SF,Justin Holiday,3.5,3500,gsw,sac,4,  0pt 1as 1bl 0-0fg 0-0ft,2014-10-29,No,Away,95,77,Win
SF,Dorell Wright,3.2,4400,por,okc,5,  0pt 1rb 1bl 0-1fg 0-0ft,2014-10-29,No,Home,106,89,Win
PF,Thomas Robinson,3.2,4400,por,okc,2,  2pt 1rb 1-2fg 0-0ft,2014-10-29,No,Home,106,89,Win
PF,Elton Brand,2.2,3500,atl,tor,12,  2pt 1rb 1to 1-1fg 0-2ft,2014-10-29,No,Away,102,109,Loss
PF,Kevin Seraphin,1.5,3500,was,mia,8,  0pt 1as 0-2fg 0-0ft,2014-10-29,No,Away,95,107,Loss
SF,Cleanthony Early,1,3500,nyk,chi,7,  2pt 1to 1-1fg 0-0ft,2014-10-29,No,Home,80,104,Loss
PF,JaKarr Sampson,0.2,3500,phi,ind,8,  0pt 1rb 1to 0-4fg 0-0ft,2014-10-29,No,Away,91,103,Loss
SF,Damjan Rudez,0,3500,ind,phi,15,  0pt 0-2fg 0-0ft,2014-10-29,No,Home,103,91,Win
PF,Travis Wear,0,3500,nyk,chi,6,  2pt 2to 1-3fg 0-0ft,2014-10-29,No,Home,80,104,Loss
PF,Cameron Bairstow,-1,3500,chi,nyk,4,  0pt 1to 0-1fg 0-0ft,2014-10-29,No,Away,104,80,Win
C,Marc Gasol,52.3,8000,mem,min,37,  32pt 9rb 3as 2st 2bl 3to 12-17fg 8-10ft,2014-10-29,Yes,Home,105,101,Win
C,Chris Bosh,51,8700,mia,was,39,  26pt 15rb 4as 1st 1bl 3to 3trey 9-18fg 5-5ft,2014-10-29,Yes,Home,107,95,Win
C,Roy Hibbert,42.6,5800,ind,phi,32,  22pt 8rb 7bl 3to 6-8fg 10-13ft,2014-10-29,Yes,Home,103,91,Win
C,Al Horford,39.1,7600,atl,tor,31,  12pt 13rb 3as 1st 3bl 1to 6-15fg 0-0ft,2014-10-29,Yes,Away,102,109,Loss
C,Al Jefferson,39,9500,cha,mil,40,  14pt 10rb 2as 2st 4bl 2to 6-15fg 2-3ft,2014-10-29,Yes,Home,108,106,Win
C,Dwight Howard,34,9500,hou,uta,32,  22pt 10rb 1st 2bl 6to 10-16fg 2-3ft,2014-10-29,Yes,Away,104,93,Win
C,DeMarcus Cousins,30.7,9900,sac,gsw,31,  20pt 11rb 1as 1st 6to 4-14fg 12-18ft,2014-10-29,Yes,Home,77,95,Loss
C,Kelly Olynyk,30.2,4800,bos,bkn,29,  19pt 6rb 2as 1st 1to 1trey 8-14fg 2-2ft,2014-10-29,Yes,Home,121,105,Win
C,Robin Lopez,29,5800,por,okc,32,  11pt 10rb 1st 2bl 4-11fg 3-4ft,2014-10-29,Yes,Home,106,89,Win
C,Marcin Gortat,28.4,7400,was,mia,40,  18pt 7rb 1bl 7-14fg 4-5ft,2014-10-29,Yes,Away,95,107,Loss
C,Andre Drummond,28.3,8700,det,den,27,  11pt 9rb 1as 2st 1bl 1to 5-10fg 1-4ft,2014-10-29,Yes,Away,79,89,Loss
C,Timofey Mozgov,28.2,3700,den,det,25,  13pt 11rb 2bl 2to 5-11fg 3-5ft,2014-10-29,Yes,Home,89,79,Win
C,Jonas Valanciunas,27.6,6700,tor,atl,21,  17pt 8rb 1bl 1to 4-5fg 9-10ft,2014-10-29,Yes,Home,109,102,Win
C,Larry Sanders,23.5,6900,mil,cha,26,  10pt 5rb 1as 2st 1bl 5-8fg 0-0ft,2014-10-29,Yes,Away,106,108,Loss
C,Jordan Hill,22.2,5100,lal,pho,25,  6pt 11rb 2as 2-7fg 2-2ft,2014-10-29,Yes,Away,99,119,Loss
C,Chris Kaman,22.2,4900,por,okc,22,  12pt 6rb 2as 1bl 2to 6-10fg 0-0ft,2014-10-29,No,Home,106,89,Win
C,Gorgui Dieng,22.1,5200,min,mem,19,  6pt 8rb 1as 3bl 1to 3-4fg 0-0ft,2014-10-29,No,Away,101,105,Loss
C,Chris Andersen,21.7,3900,mia,was,24,  7pt 6rb 1as 2st 1bl 2-2fg 3-4ft,2014-10-29,No,Home,107,95,Win
C,Miles Plumlee,21.2,4700,pho,lal,25,  10pt 6rb 1st 1bl 5-7fg 0-0ft,2014-10-29,Yes,Home,119,99,Win
C,Steven Adams,19.4,3800,okc,por,27,  8pt 7rb 2as 2st 4to 3-4fg 2-3ft,2014-10-29,Yes,Away,89,106,Loss
C,Samuel Dalembert,18.8,4800,nyk,chi,20,  6pt 4rb 2as 3bl 1to 2-5fg 2-2ft,2014-10-29,Yes,Home,80,104,Loss
C,Kendrick Perkins,17.6,3700,okc,por,21,  4pt 8rb 1st 1bl 2-3fg 0-0ft,2014-10-29,No,Away,89,106,Loss
C,Joakim Noah,17.2,8800,chi,nyk,20,  3pt 6rb 2as 3bl 2to 1-4fg 1-2ft,2014-10-29,Yes,Away,104,80,Win
C,Andrew Bogut,17,5700,gsw,sac,18,  4pt 5rb 4bl 1to 2-2fg 0-0ft,2014-10-29,Yes,Away,95,77,Win
C,Ian Mahinmi,16.3,3500,ind,phi,16,  4pt 9rb 1as 1bl 2to 2-4fg 0-0ft,2014-10-29,No,Home,103,91,Win
C,Nikola Pekovic,15.1,7000,min,mem,29,  5pt 8rb 1as 1bl 3to 2-9fg 1-2ft,2014-10-29,Yes,Away,101,105,Loss
C,Enes Kanter,15,4700,uta,hou,22,  10pt 5rb 1to 5-12fg 0-0ft,2014-10-29,Yes,Home,93,104,Loss
C,Henry Sims,13.8,5600,phi,ind,23,  10pt 4rb 1to 4-9fg 2-2ft,2014-10-29,Yes,Away,91,103,Loss
C,Jusuf Nurkic,12.4,3500,den,det,13,  5pt 7rb 1to 2-4fg 1-2ft,2014-10-29,No,Home,89,79,Win
C,Cole Aldrich,12.4,3500,nyk,chi,17,  2pt 7rb 2as 1to 1-2fg 0-0ft,2014-10-29,No,Home,80,104,Loss
C,Mason Plumlee,10.8,4700,bkn,bos,11,  4pt 4rb 2bl 2to 2-2fg 0-0ft,2014-10-29,Yes,Away,105,121,Loss
C,Alex Len,10,3500,pho,lal,19,  3pt 5rb 1bl 1to 1-4fg 1-1ft,2014-10-29,No,Home,119,99,Win
C,Tyler Zeller,8.7,4700,bos,bkn,6,  6pt 1rb 1as 3-4fg 0-0ft,2014-10-29,No,Home,121,105,Win
C,Jason Maxiell,8.4,3500,cha,mil,13,  4pt 2rb 1bl 2-5fg 0-0ft,2014-10-29,No,Home,108,106,Win
C,Zaza Pachulia,8.2,4500,mil,cha,14,  4pt 1rb 2st 1bl 3to 2-5fg 0-0ft,2014-10-29,No,Away,106,108,Loss
C,Joel Anthony,8,3500,det,den,21,  2pt 5rb 1bl 2to 1-1fg 0-0ft,2014-10-29,No,Away,79,89,Loss
C,Robert Sacre,7.7,3600,lal,pho,12,  6pt 1rb 1as 1to 2-4fg 2-2ft,2014-10-29,No,Away,99,119,Loss
C,Rudy Gobert,6.6,3500,uta,hou,20,  2pt 3rb 1st 1to 1-1fg 0-0ft,2014-10-29,No,Home,93,104,Loss
C,Festus Ezeli,6.2,3500,gsw,sac,8,  5pt 1rb 2-2fg 1-2ft,2014-10-29,No,Away,95,77,Win
C,JaVale McGee,5.4,5000,den,det,9,  2pt 2rb 1bl 1to 1-2fg 0-0ft,2014-10-29,No,Home,89,79,Win
C,Joel Freeland,4.4,3500,por,okc,6,  0pt 2rb 1bl 0-1fg 0-0ft,2014-10-29,No,Home,106,89,Win
C,Ryan Hollins,3.2,3500,sac,gsw,2,  2pt 1rb 1-1fg 0-0ft,2014-10-29,No,Home,77,95,Loss
C,Ognjen Kuzmic,3.2,3500,gsw,sac,6,  0pt 1rb 1bl 0-0fg 0-0ft,2014-10-29,No,Away,95,77,Win
C,Kosta Koufos,0.2,3900,mem,min,5,  0pt 1rb 1to 0-0fg 0-0ft,2014-10-29,No,Home,105,101,Win
PG,John Wall,56,8600,was,orl,37,  30pt 5rb 12as 2st 2to 2trey 10-21fg 8-9ft,2014-10-30,Yes,Away,105,98,Win
PG,Chris Paul,45.3,9600,lac,okc,38,  22pt 4rb 7as 3st 1bl 1trey 9-18fg 3-7ft,2014-10-30,Yes,Home,93,90,Win
PG,Kyrie Irving,40.5,7800,cle,nyk,43,  22pt 5rb 7as 2st 1bl 4to 1trey 8-15fg 5-7ft,2014-10-30,Yes,Home,90,95,Loss
PG,Ricky Rubio,32.4,6800,min,det,29,  11pt 7rb 8as 1st 1to 4-10fg 3-5ft,2014-10-30,Yes,Home,97,91,Win
PG,D.J. Augustin,30.6,3900,det,min,33,  20pt 3rb 6as 2to 1trey 6-18fg 7-7ft,2014-10-30,No,Away,91,97,Loss
PG,Trey Burke,30.1,6100,uta,dal,34,  16pt 3rb 7as 2st 4to 2trey 6-15fg 2-2ft,2014-10-30,Yes,Away,102,120,Loss
SG,Ben Gordon,27,3500,orl,was,26,  22pt 4as 1to 2trey 7-12fg 6-7ft,2014-10-30,No,Home,98,105,Loss
PG,Shane Larkin,25.9,3500,nyk,cle,28,  9pt 2rb 5as 5st 3to 1trey 4-6fg 0-0ft,2014-10-30,Yes,Away,95,90,Win
SG,Monta Ellis,25.6,8200,dal,uta,29,  14pt 3rb 6as 1to 6-13fg 2-3ft,2014-10-30,Yes,Home,120,102,Win
SG,Evan Fournier,24.8,4400,orl,was,34,  21pt 4rb 1st 3to 3trey 8-10fg 2-2ft,2014-10-30,Yes,Home,98,105,Loss
SG,J.R. Smith,24.7,6000,nyk,cle,25,  11pt 1rb 7as 2st 2to 1trey 5-10fg 0-0ft,2014-10-30,No,Away,95,90,Win
SG,Jamal Crawford,24.4,5600,lac,okc,27,  16pt 2rb 2as 3st 3to 2trey 5-15fg 4-4ft,2014-10-30,No,Home,93,90,Win
SG,Kentavious Caldwell-Pope,24.2,3800,det,min,41,  11pt 6rb 2as 2st 1to 1trey 5-13fg 0-2ft,2014-10-30,Yes,Away,91,97,Loss
PG,Sebastian Telfair,23.9,3500,okc,lac,38,  11pt 2rb 7as 1st 2to 1trey 2-9fg 6-8ft,2014-10-30,No,Away,90,93,Loss
PG,Maurice Williams,21.4,4400,min,det,24,  13pt 2rb 4as 6-11fg 1-2ft,2014-10-30,No,Home,97,91,Win
SG,Alec Burks,21.2,5100,uta,dal,26,  15pt 1rb 2as 2st 2to 3trey 5-11fg 2-2ft,2014-10-30,Yes,Away,102,120,Loss
SG,Andre Roberson,20.7,4600,okc,lac,37,  9pt 6rb 3as 2st 4to 3-5fg 3-4ft,2014-10-30,Yes,Away,90,93,Loss
PG,Devin Harris,18.7,4500,dal,uta,24,  12pt 1rb 3as 1st 1to 3trey 3-9fg 3-4ft,2014-10-30,No,Home,120,102,Win
SG,Kevin Martin,17.4,5700,min,det,20,  12pt 2rb 2as 1st 2to 1trey 3-8fg 5-6ft,2014-10-30,No,Home,97,91,Win
PG,Luke Ridnour,17.2,4400,orl,was,25,  8pt 1rb 4as 1st 4-7fg 0-0ft,2014-10-30,No,Home,98,105,Loss
PG,Jameer Nelson,16.7,5800,dal,uta,21,  5pt 1rb 5as 2st 1to 1trey 2-4fg 0-0ft,2014-10-30,Yes,Home,120,102,Win
PG,Garrett Temple,14.7,3500,was,orl,34,  12pt 1rb 1as 2trey 4-8fg 2-2ft,2014-10-30,Yes,Away,105,98,Win
PG,Brandon Jennings,13.4,7400,det,min,16,  4pt 2rb 6as 2to 2-4fg 0-0ft,2014-10-30,Yes,Away,91,97,Loss
SG,Dion Waiters,13.2,4900,cle,nyk,38,  10pt 1rb 2as 1st 3to 2trey 4-9fg 0-0ft,2014-10-30,Yes,Home,90,95,Loss
PG,Pablo Prigioni,11.2,3900,nyk,cle,20,  6pt 1rb 2as 1st 1to 2trey 2-4fg 0-0ft,2014-10-30,No,Away,95,90,Win
PG,Matthew Dellavedova,10.5,3500,cle,nyk,18,  6pt 3as 2trey 2-3fg 0-0ft,2014-10-30,No,Home,90,95,Loss
PG,Elfrid Payton,10.1,5500,orl,was,23,  2pt 3rb 7as 6to 0-2fg 2-4ft,2014-10-30,Yes,Home,98,105,Loss
PG,Jordan Farmar,9.5,4200,lac,okc,10,  6pt 1as 1st 2trey 2-4fg 0-0ft,2014-10-30,No,Home,93,90,Win
PG,Russell Westbrook,7,10000,okc,lac,9,  2pt 4as 1st 3to 1-3fg 0-0ft,2014-10-30,Yes,Away,90,93,Loss
PG,Andre Miller,6.1,3900,was,orl,11,  2pt 3rb 1as 1to 0-1fg 2-2ft,2014-10-30,No,Away,105,98,Win
SG,Glen Rice Jr.,4.2,4800,was,orl,14,  5pt 1rb 2to 1trey 1-2fg 2-3ft,2014-10-30,No,Away,105,98,Win
SG,Ian Clark,3,3500,uta,dal,4,  3pt 1trey 1-1fg 0-0ft,2014-10-30,No,Away,102,120,Loss
SG,J.J. Redick,3,4900,lac,okc,30,  5pt 2to 1trey 1-10fg 2-2ft,2014-10-30,Yes,Home,93,90,Win
SG,Willie Green,2,3500,orl,was,4,  2pt 0-0fg 2-2ft,2014-10-30,No,Home,98,105,Loss
SG,Tim Hardaway Jr.,1.5,4600,nyk,cle,5,  0pt 1as 0-0fg 0-0ft,2014-10-30,No,Away,95,90,Win
SG,Zach LaVine,0,3700,min,det,5,  0pt 0-0fg 0-0ft,2014-10-30,No,Home,97,91,Win
PG,Dante Exum,0,3700,uta,dal,19,  2pt 2to 1-4fg 0-0ft,2014-10-30,No,Away,102,120,Loss
SF,Perry Jones III,41.9,4200,okc,lac,42,  32pt 7rb 3as 1bl 5to 3trey 10-17fg 9-11ft,2014-10-30,Yes,Away,90,93,Loss
PF,Kevin Love,39.8,10000,cle,nyk,38,  19pt 14rb 4as 2to 3trey 6-14fg 4-4ft,2014-10-30,Yes,Home,90,95,Loss
PF,Blake Griffin,34.9,9600,lac,okc,38,  23pt 7rb 3as 1st 3to 8-18fg 7-10ft,2014-10-30,Yes,Home,93,90,Win
PF,Carmelo Anthony,34.4,10200,nyk,cle,34,  25pt 2rb 6as 2to 2trey 9-17fg 5-7ft,2014-10-30,Yes,Away,95,90,Win
PF,Derrick Favors,34.2,6000,uta,dal,35,  17pt 11rb 2as 1st 1to 7-12fg 3-4ft,2014-10-30,Yes,Away,102,120,Loss
PF,Thaddeus Young,33,7500,min,det,34,  19pt 5rb 2as 3st 1to 2trey 7-13fg 3-3ft,2014-10-30,Yes,Home,97,91,Win
SF,Caron Butler,32.6,3600,det,min,31,  24pt 8rb 1to 4trey 10-14fg 0-0ft,2014-10-30,No,Away,91,97,Loss
PF,Serge Ibaka,30.8,7900,okc,lac,33,  17pt 9rb 2as 2trey 7-13fg 1-1ft,2014-10-30,Yes,Away,90,93,Loss
SF,Al-Farouq Aminu,30.5,4100,dal,uta,20,  16pt 10rb 1as 1st 1to 1trey 6-7fg 3-4ft,2014-10-30,No,Home,120,102,Win
SF,Chandler Parsons,30.4,6500,dal,uta,29,  21pt 7rb 2as 2to 1trey 8-16fg 4-4ft,2014-10-30,Yes,Home,120,102,Win
PF,Nene Hilario,30.3,6200,was,orl,34,  12pt 4rb 5as 3st 5-10fg 2-4ft,2014-10-30,Yes,Away,105,98,Win
SF,Gordon Hayward,29.8,6700,uta,dal,36,  16pt 4rb 6as 1st 2to 2trey 4-9fg 6-6ft,2014-10-30,Yes,Away,102,120,Loss
PF,Dirk Nowitzki,29.1,7800,dal,uta,24,  21pt 3rb 1as 1st 1bl 1to 2trey 9-13fg 1-2ft,2014-10-30,Yes,Home,120,102,Win
