game_id,closing_be_home,closing_be_away,closing_ml_home,closing_ml_away,home_prob,away_prob,home_away,team,over_under,line,closing_be,closing_odds,closing_prob,home,away,season_type,home_hits,home_score,away_hits,away_score,total_runs,total_hits,home_win,away_win,home_win_margin,away_win_margin,both_teams_score_1,both_teams_score_2,both_teams_score_3,both_teams_score_4,both_teams_score_5,both_teams_score_6,both_teams_score_7,both_teams_score_8,both_teams_score_9,total_over_prob,total_under_prob
90612,0.5238095238095238,0.5192307692307692,-110,-108,0.5012646084074657,0.4987353915925343,home,PHI,under,9.5,0.5433789954337899,-119,0.5205598125368522,PHI,BAL,2023 REG,9,6,8,4,10,17,1,0,2,-2,1,1,1,1,0,0,0,0,0,0.4794401874631478,0.5205598125368522
90613,0.6296296296296295,0.4098360655737705,-170,144,0.6047808585756369,0.3952191414243631,away,BOS,over,9,0.5238095238095238,-110,0.5000596729920038,TOR,BOS,2023 REG,10,6,13,7,13,23,0,1,-1,1,1,1,1,1,1,1,0,0,0,0.5000596729920038,0.4999403270079962
90613,0.6296296296296295,0.4098360655737705,-170,144,0.6047808585756369,0.3952191414243631,home,TOR,under,9,0.5215311004784688,-109,0.4999403270079962,TOR,BOS,2023 REG,10,6,13,7,13,23,0,1,-1,1,1,1,1,1,1,1,0,0,0,0.5000596729920038,0.4999403270079962
90614,0.5689655172413793,0.47846889952153115,-132,109,0.5419769697728268,0.45802303022717317,away,MIN,over,8.5,0.5348837209302326,-115,0.5097020142727117,CIN,MIN,2023 REG,6,3,9,5,8,15,0,1,-2,2,1,1,1,0,0,0,0,0,0,0.5097020142727117,0.49029798572728833
90614,0.5689655172413793,0.47846889952153115,-132,109,0.5419769697728268,0.45802303022717317,home,CIN,under,8.5,0.5121951219512195,-105,0.49029798572728833,CIN,MIN,2023 REG,6,3,9,5,8,15,0,1,-2,2,1,1,1,0,0,0,0,0,0,0.5097020142727117,0.49029798572728833
90615,0.5555555555555556,0.4854368932038835,-125,106,0.5327819729114227,0.4672180270885773,away,CHC,over,9,0.5238095238095238,-110,0.5000596729920038,MIA,CHC,2023 REG,12,7,9,6,13,21,1,0,1,-1,1,1,1,1,1,1,0,0,0,0.5000596729920038,0.4999403270079962
90615,0.5555555555555556,0.4854368932038835,-125,106,0.5327819729114227,0.4672180270885773,home,MIA,under,9,0.5215311004784688,-109,0.4999403270079962,MIA,CHC,2023 REG,12,7,9,6,13,21,1,0,1,-1,1,1,1,1,1,1,0,0,0,0.5000596729920038,0.4999403270079962
90616,0.6124031007751938,0.425531914893617,-158,135,0.5891715795516586,0.41082842044834145,away,DET,over,9,0.5073891625615764,-103,0.4837652908580103,CWS,DET,2023 REG,6,3,6,0,3,12,1,0,3,-3,0,0,0,0,0,0,0,0,0,0.4837652908580103,0.5162347091419897
90616,0.6124031007751938,0.425531914893617,-158,135,0.5891715795516586,0.41082842044834145,home,CWS,under,9,0.5391705069124424,-117,0.5162347091419897,CWS,DET,2023 REG,6,3,6,0,3,12,1,0,3,-3,0,0,0,0,0,0,0,0,0,0.4837652908580103,0.5162347091419897
90617,0.5918367346938775,0.4444444444444444,-145,125,0.5703642001018094,0.42963579989819056,away,BOS,over,8,0.5348837209302326,-115,0.5097020142727117,TOR,BOS,2023 REG,4,3,5,0,3,9,1,0,3,-3,0,0,0,0,0,0,0,0,0,0.5097020142727117,0.49029798572728833
90617,0.5918367346938775,0.4444444444444444,-145,125,0.5703642001018094,0.42963579989819056,home,TOR,under,8,0.5121951219512195,-105,0.49029798572728833,TOR,BOS,2023 REG,4,3,5,0,3,9,1,0,3,-3,0,0,0,0,0,0,0,0,0,0.5097020142727117,0.49029798572728833
90618,0.425531914893617,0.6153846153846154,135,-160,0.4081206254135181,0.5918793745864819,away,ARI,over,12.5,0.5348837209302326,-115,0.5097020142727117,COL,ARI,2023 REG,10,5,14,8,13,24,0,1,-3,3,1,1,1,1,1,0,0,0,0,0.5097020142727117,0.49029798572728833
90618,0.425531914893617,0.6153846153846154,135,-160,0.4081206254135181,0.5918793745864819,home,COL,under,12.5,0.5121951219512195,-105,0.49029798572728833,COL,ARI,2023 REG,10,5,14,8,13,24,0,1,-3,3,1,1,1,1,1,0,0,0,0,0.5097020142727117,0.49029798572728833
90619,0.6226415094339623,0.42016806722689076,-165,138,0.5959864900036198,0.4040135099963802,away,CWS,over,8.5,0.5,100,0.4772727272727273,CLE,CWS,2023 REG,9,4,7,2,6,16,1,0,2,-2,1,1,0,0,0,0,0,0,0,0.4772727272727273,0.5227272727272727
90619,0.6226415094339623,0.42016806722689076,-165,138,0.5959864900036198,0.4040135099963802,home,CLE,under,8.5,0.5454545454545454,-120,0.5227272727272727,CLE,CWS,2023 REG,9,4,7,2,6,16,1,0,2,-2,1,1,0,0,0,0,0,0,0,0.4772727272727273,0.5227272727272727
90620,0.6226415094339623,0.41152263374485604,-165,143,0.6013694957565848,0.3986305042434152,away,KC,over,7.5,0.5192307692307692,-108,0.49688292476754015,MIA,KC,2023 REG,7,6,5,1,7,12,1,0,5,-5,1,0,0,0,0,0,0,0,0,0.49688292476754015,0.5031170752324599
90620,0.6226415094339623,0.41152263374485604,-165,143,0.6013694957565848,0.3986305042434152,home,MIA,under,7.5,0.5238095238095238,-110,0.5031170752324599,MIA,KC,2023 REG,7,6,5,1,7,12,1,0,5,-5,1,0,0,0,0,0,0,0,0,0.49688292476754015,0.5031170752324599
90621,0.6453900709219857,0.3861003861003861,-182,159,0.6250664426309515,0.37493355736904854,away,DET,over,9,0.5098039215686274,-104,0.4870219861770517,PHI,DET,2023 REG,3,1,3,0,1,6,1,0,1,-1,0,0,0,0,0,0,0,0,0,0.4870219861770517,0.5129780138229483
90621,0.6453900709219857,0.3861003861003861,-182,159,0.6250664426309515,0.37493355736904854,home,PHI,under,9,0.5348837209302326,-115,0.5129780138229483,PHI,DET,2023 REG,3,1,3,0,1,6,1,0,1,-1,0,0,0,0,0,0,0,0,0,0.4870219861770517,0.5129780138229483
