Position,Player,Points,Salary,Team,Opp,Minutes,Date,Started,Home.Away,Win.Loss
SF/PF,Jerami Grant,11,3900,OKC,GSW,25,2016-11-03,0,Away,Loss
SF,Kyle Singler,10.5,3000,OKC,GSW,17,2016-11-03,0,Away,Loss
SF/PF,Michael Beasley,9,3100,MIL,IND,12,2016-11-03,0,Home,Win
PF,Lavoy Allen,8.8,3000,IND,MIL,15,2016-11-03,0,Away,Loss
SG/SF,Shabazz Muhammad,8.8,3000,MIN,DEN,13,2016-11-03,0,Home,Loss
PF,Jonas Jerebko,7.2,3000,BOS,CLE,13,2016-11-03,0,Away,Loss
SG/SF,Gerald Green,7,3000,BOS,CLE,9,2016-11-03,0,Away,Loss
PF,Thon Maker,7,3000,MIL,IND,1,2016-11-03,0,Home,Win
SF,Matt Barnes,6.2,4000,SAC,ORL,9,2016-11-03,0,Away,Loss
PF,Darrell Arthur,6,3000,DEN,MIN,8,2016-11-03,0,Away,Win
SG/SF,Mike Dunleavy,5.8,3000,CLE,BOS,12,2016-11-03,0,Home,Win
SF,Richard Jefferson,5.8,3000,CLE,BOS,14,2016-11-03,0,Home,Win
SG/SF,Brandon Rush,4.8,3000,MIN,DEN,12,2016-11-03,0,Home,Loss
SG/SF,Andre Roberson,4.8,4400,OKC,GSW,18,2016-11-03,1,Away,Loss
PF,James Michael McAdoo,3.5,3000,GSW,OKC,7,2016-11-03,0,Home,Win
PF,David West,3.5,3000,GSW,OKC,6,2016-11-03,0,Home,Win
PF,Mirza Teletovic,3.5,3200,MIL,IND,14,2016-11-03,0,Home,Win
PF,Jordan Mickey,3.2,3000,BOS,CLE,9,2016-11-03,0,Away,Loss
SG/SF,Mario Hezonja,3.2,3000,ORL,SAC,11,2016-11-03,0,Home,Win
SF,Georges Niang,1.5,3000,IND,MIL,1,2016-11-03,0,Away,Loss
SF,Glenn Robinson III,1,3000,IND,MIL,7,2016-11-03,0,Away,Loss
C,Karl-Anthony Towns,60,7900,MIN,DEN,37,2016-11-03,1,Home,Loss
PF/C,DeMarcus Cousins,53.2,10600,SAC,ORL,36,2016-11-03,1,Away,Loss
C,Greg Monroe,47.5,5400,MIL,IND,25,2016-11-03,0,Home,Win
C,Tristan Thompson,43.5,4200,CLE,BOS,31,2016-11-03,1,Home,Win
PF/C,Kevin Love,43,7100,CLE,BOS,33,2016-11-03,1,Home,Win
C,Tyler Zeller,38,3800,BOS,CLE,27,2016-11-03,1,Away,Loss
C,Zaza Pachulia,37.5,3700,GSW,OKC,22,2016-11-03,1,Home,Win
PF/C,Draymond Green,37,7800,GSW,OKC,29,2016-11-03,1,Home,Win
C,Jusuf Nurkic,33.2,6500,DEN,MIN,26,2016-11-03,1,Away,Win
C,Nikola Vucevic,28.2,6400,ORL,SAC,29,2016-11-03,1,Home,Win
C,Steven Adams,25,5900,OKC,GSW,23,2016-11-03,1,Away,Loss
PF/C,Joffrey Lauvergne,23.8,3000,OKC,GSW,18,2016-11-03,0,Away,Loss
PF/C,Serge Ibaka,23.2,5700,ORL,SAC,32,2016-11-03,1,Home,Win
PF/C,Myles Turner,22.5,7300,IND,MIL,23,2016-11-03,1,Away,Loss
C,Bismack Biyombo,20.8,3400,ORL,SAC,21,2016-11-03,0,Home,Win
PF/C,Amir Johnson,19,3900,BOS,CLE,25,2016-11-03,1,Away,Loss
PF/C,Nikola Jokic,18.8,6800,DEN,MIN,14,2016-11-03,1,Away,Win
C,Al Jefferson,15.8,3300,IND,MIL,19,2016-11-03,0,Away,Loss
C,Kosta Koufos,14.2,3400,SAC,ORL,20,2016-11-03,1,Away,Loss
C,Miles Plumlee,13.8,3000,MIL,IND,22,2016-11-03,1,Home,Win
PF/C,Gorgui Dieng,10,6700,MIN,DEN,27,2016-11-03,1,Home,Loss
C,Willie Cauley-Stein,6.8,3000,SAC,ORL,24,2016-11-03,0,Away,Loss
C,JaVale McGee,5.5,3000,GSW,OKC,4,2016-11-03,0,Home,Win
C,Kevin Seraphin,4.8,3000,IND,MIL,4,2016-11-03,0,Away,Loss
C,Anderson Varejao,4.2,3000,GSW,OKC,4,2016-11-03,0,Home,Win
C,Juan Hernangomez,4,3000,DEN,MIN,10,2016-11-03,0,Away,Win
C,Cole Aldrich,3.5,3000,MIN,DEN,8,2016-11-03,0,Home,Loss
C,Enes Kanter,1.5,5200,OKC,GSW,3,2016-11-03,0,Away,Loss
PG,Chris Paul,66,8600,LAC,MEM,32,2016-11-04,1,Away,Win
PG,Mike Conley,58.5,6600,MEM,LAC,37,2016-11-04,1,Home,Loss
PG,Damian Lillard,55,9100,POR,DAL,36,2016-11-04,1,Away,Win
SG,Dwyane Wade,51.5,6400,CHI,NYK,33,2016-11-04,1,Home,Loss
PG,John Wall,47.5,8500,WAS,ATL,32,2016-11-04,1,Home,Win
PG,Stephen Curry,46,8900,GSW,LAL,31,2016-11-04,1,Away,Loss
PG,Derrick Rose,44.2,5600,NYK,CHI,38,2016-11-04,1,Away,Win
SG,DeMar DeRozan,43,8000,TOR,MIA,36,2016-11-04,1,Home,Win
PG,Kyle Lowry,41,7300,TOR,MIA,41,2016-11-04,1,Home,Win
PG,Kemba Walker,38.5,7500,CHA,BKN,31,2016-11-04,1,Away,Win
SG,Louis Williams,36.5,4300,LAL,GSW,26,2016-11-04,0,Home,Win
SG,Bradley Beal,36,5300,WAS,ATL,39,2016-11-04,1,Home,Win
PG/SG,Tyler Johnson,35.5,4600,MIA,TOR,29,2016-11-04,0,Away,Loss
SG,Sean Kilpatrick,34,4400,BKN,CHA,32,2016-11-04,0,Home,Loss
PG/SG,Jose Barea,33,4800,DAL,POR,30,2016-11-04,1,Home,Loss
PG,Goran Dragic,32.2,7100,MIA,TOR,36,2016-11-04,1,Away,Loss
PG,Dennis Schroder,31.2,6100,ATL,WAS,32,2016-11-04,1,Away,Loss
PG,Eric Bledsoe,31.2,7000,PHO,NOR,35,2016-11-04,1,Away,Win
PG,Deron Williams,30.8,5400,DAL,POR,36,2016-11-04,1,Home,Loss
SG,E'Twaun Moore,30.8,3900,NOR,PHO,36,2016-11-04,1,Home,Loss
SG,Rodney Hood,29.8,5500,UTA,SAS,23,2016-11-04,1,Home,Loss
PG,D'Angelo Russell,28.5,6800,LAL,GSW,21,2016-11-04,1,Home,Win
SG,Courtney Lee,26,3900,NYK,CHI,40,2016-11-04,1,Away,Win
PG,Patty Mills,25.8,3800,SAS,UTA,29,2016-11-04,1,Away,Win
PG,Brandon Jennings,22.8,3800,NYK,CHI,22,2016-11-04,0,Away,Win
PG/SG,George Hill,22.2,6200,UTA,SAS,28,2016-11-04,1,Home,Loss
PG/SG,Jordan Clarkson,21.8,5100,LAL,GSW,28,2016-11-04,0,Home,Win
SG,Nick Young,21.2,3800,LAL,GSW,23,2016-11-04,1,Home,Win
PG/SG,Tim Hardaway Jr.,21,3600,ATL,WAS,28,2016-11-04,0,Away,Loss
SG,Vince Carter,20.8,3500,MEM,LAC,22,2016-11-04,0,Home,Loss
PG,Langston Galloway,20.5,3000,NOR,PHO,28,2016-11-04,0,Home,Loss
SG,Klay Thompson,20.2,6300,GSW,LAL,37,2016-11-04,1,Away,Loss
PG,Isaiah Whitehead,19.5,3600,BKN,CHA,23,2016-11-04,1,Home,Loss
PG,Tim Frazier,19,6400,NOR,PHO,24,2016-11-04,1,Home,Loss
PG,Rajon Rondo,18.8,6500,CHI,NYK,29,2016-11-04,1,Home,Loss
PG,Dante Exum,18.8,3000,UTA,SAS,28,2016-11-04,0,Home,Loss
PG/SG,C.J. McCollum,18.2,6900,POR,DAL,23,2016-11-04,1,Away,Win
SG,Buddy Hield,17.5,3600,NOR,PHO,22,2016-11-04,0,Home,Loss
SG,J.J. Redick,16.8,4000,LAC,MEM,27,2016-11-04,1,Away,Win
PG,Shaun Livingston,16.2,3500,GSW,LAL,20,2016-11-04,0,Away,Loss
PG,Austin Rivers,16.2,3200,LAC,MEM,23,2016-11-04,0,Away,Win
PG/SG,Raymond Felton,16,3000,LAC,MEM,17,2016-11-04,0,Away,Win
SG,Seth Curry,15.8,3100,DAL,POR,25,2016-11-04,0,Home,Loss
SG,Jamal Crawford,15.8,4100,LAC,MEM,23,2016-11-04,0,Away,Win
SG,Manu Ginobili,14.8,3700,SAS,UTA,14,2016-11-04,0,Away,Win
SG,Dion Waiters,14.5,4800,MIA,TOR,23,2016-11-04,1,Away,Loss
PG/SG,Brandon Knight,14.2,5200,PHO,NOR,23,2016-11-04,0,Away,Win
SG,Marco Belinelli,13.8,3400,CHA,BKN,21,2016-11-04,0,Away,Win
PG,Ramon Sessions,13.5,3000,CHA,BKN,20,2016-11-04,0,Away,Win
PG,Malcolm Delaney,13.5,3000,ATL,WAS,15,2016-11-04,0,Away,Loss
PG,Shelvin Mack,12.8,3000,UTA,SAS,21,2016-11-04,0,Home,Loss
SG,Tony Allen,12,3600,MEM,LAC,19,2016-11-04,1,Home,Loss
PG,Cory Joseph,11,3500,TOR,MIA,12,2016-11-04,0,Home,Win
SG,Kyle Korver,10.2,4000,ATL,WAS,20,2016-11-04,1,Away,Loss
PG,Shabazz Napier,9,3000,POR,DAL,8,2016-11-04,0,Away,Win
PG,Tomas Satoransky,7.8,3000,WAS,ATL,21,2016-11-04,0,Home,Win
PG,Isaiah Canaan,6.8,3200,CHI,NYK,14,2016-11-04,0,Home,Loss
SG,Leandro Barbosa,6.2,3000,PHO,NOR,11,2016-11-04,0,Away,Win
PG,Wade Baldwin,5.5,3200,MEM,LAC,14,2016-11-04,0,Home,Loss
SG,Marcus Thornton,5.2,3000,WAS,ATL,17,2016-11-04,0,Home,Win
PG/SG,Ian Clark,5,3100,GSW,LAL,12,2016-11-04,0,Away,Loss
SG,Joe Harris,4.8,3100,BKN,CHA,22,2016-11-04,0,Home,Loss
SG,Rodney McGruder,4.5,3000,MIA,TOR,5,2016-11-04,0,Away,Loss
PG,Dejounte Murray,3.5,3000,SAS,UTA,3,2016-11-04,0,Away,Win
PG,Nicolas Laprovittola,3.2,3000,SAS,UTA,18,2016-11-04,0,Away,Win
PG,Trey Burke,2.5,3600,WAS,ATL,6,2016-11-04,0,Home,Win
PG,Jerian Grant,1.5,3000,CHI,NYK,5,2016-11-04,0,Home,Loss
PG/SG,Andrew Harrison,1,3000,MEM,LAC,3,2016-11-04,0,Home,Loss
SG,Sasha Vujacic,0,3000,NYK,CHI,1,2016-11-04,0,Away,Win
SG,Nicolas Brussino,0,3000,DAL,POR,0,2016-11-04,0,Home,Loss
PG,Bryn Forbes,0,3000,SAS,UTA,3,2016-11-04,0,Away,Win
SG,Troy Daniels,-0.5,3000,MEM,LAC,5,2016-11-04,0,Home,Loss
SF,Kawhi Leonard,54.2,8300,SAS,UTA,31,2016-11-04,1,Away,Win
PF,Terrence Jones,46.8,3500,NOR,PHO,28,2016-11-04,1,Home,Loss
SG/SF,Devin Booker,46,5900,PHO,NOR,41,2016-11-04,1,Away,Win
SF/PF,Kevin Durant,43.8,10100,GSW,LAL,35,2016-11-04,1,Away,Loss
PF,Julius Randle,43.5,6100,LAL,GSW,29,2016-11-04,1,Home,Win
SF,Carmelo Anthony,42.2,7600,NYK,CHI,35,2016-11-04,1,Away,Win
SF,Rondae Hollis-Jefferson,39,3600,BKN,CHA,32,2016-11-04,1,Home,Loss
SF/PF,Markieff Morris,38.2,5500,WAS,ATL,32,2016-11-04,1,Home,Win
PF,Kristaps Porzingis,36.8,6900,NYK,CHI,32,2016-11-04,1,Away,Win
PF,Trevor Booker,36.8,4700,BKN,CHA,28,2016-11-04,1,Home,Loss
SG/SF,Jimmy Butler,36.8,7900,CHI,NYK,37,2016-11-04,1,Home,Loss
SF,T.J. Warren,35.5,6300,PHO,NOR,39,2016-11-04,1,Away,Win
PF,Al-Farouq Aminu,35.5,4500,POR,DAL,33,2016-11-04,1,Away,Win
PF,Paul Millsap,32.8,7700,ATL,WAS,32,2016-11-04,1,Away,Loss
PF,Blake Griffin,32,8200,LAC,MEM,35,2016-11-04,1,Away,Win
SG/SF,Nicolas Batum,31.8,6600,CHA,BKN,36,2016-11-04,1,Away,Win
SF,Harrison Barnes,30.5,5800,DAL,POR,35,2016-11-04,1,Home,Loss
SG/SF,James Ennis,28.8,4800,MEM,LAC,36,2016-11-04,1,Home,Loss
SG/SF,Terrence Ross,28.5,3200,TOR,MIA,20,2016-11-04,0,Home,Win
SF/PF,Larry Nance,28.2,4000,LAL,GSW,30,2016-11-04,0,Home,Win
SF,Michael Kidd-Gilchrist,27.5,5400,CHA,BKN,33,2016-11-04,1,Away,Win
PF,Zach Randolph,27.2,5600,MEM,LAC,28,2016-11-04,0,Home,Loss
SF,Brandon Ingram,27,3500,LAL,GSW,27,2016-11-04,0,Home,Win
SF,Justise Winslow,26.2,5600,MIA,TOR,38,2016-11-04,1,Away,Loss
SF,Solomon Hill,24.2,3500,NOR,PHO,29,2016-11-04,1,Home,Loss
PF,Nikola Mirotic,23.5,5500,CHI,NYK,21,2016-11-04,0,Home,Loss
SF,Lance Stephenson,22.5,4200,NOR,PHO,27,2016-11-04,0,Home,Loss
SG/SF,Allen Crabbe,22.5,4100,POR,DAL,32,2016-11-04,0,Away,Win
SF,P.J. Tucker,21.8,3300,PHO,NOR,32,2016-11-04,0,Away,Win
SG/SF,Joe Johnson,20.8,4700,UTA,SAS,23,2016-11-04,1,Home,Loss
SG/SF,Bojan Bogdanovic,20.5,4600,BKN,CHA,33,2016-11-04,1,Home,Loss
PF,Derrick Favors,20.2,5800,UTA,SAS,27,2016-11-04,1,Home,Loss
SF/PF,James Johnson,19.8,3000,MIA,TOR,19,2016-11-04,0,Away,Loss
PF,Frank Kaminsky,18,4100,CHA,BKN,18,2016-11-04,0,Away,Win
PF,Marvin Williams,18,5200,CHA,BKN,29,2016-11-04,1,Away,Win
SF,Maurice Harkless,17.2,4100,POR,DAL,32,2016-11-04,1,Away,Win
PF,Dirk Nowitzki,17.2,5900,DAL,POR,16,2016-11-04,1,Home,Loss
SG/SF,Kent Bazemore,16.8,4900,ATL,WAS,27,2016-11-04,1,Away,Loss
PF,Kevon Looney,16.8,3000,GSW,LAL,12,2016-11-04,0,Away,Loss
SF,Thabo Sefolosha,16.5,4100,ATL,WAS,26,2016-11-04,0,Away,Loss
PF,Patrick Patterson,15.8,3900,TOR,MIA,29,2016-11-04,0,Home,Win
SG/SF,Kyle Anderson,15.2,3300,SAS,UTA,24,2016-11-04,1,Away,Win
SG/SF,Jonathon Simmons,14,3600,SAS,UTA,20,2016-11-04,0,Away,Win
SF,Joe Ingles,12.8,3000,UTA,SAS,21,2016-11-04,0,Home,Loss
SF,Luc Mbah a Moute,12.2,3000,LAC,MEM,18,2016-11-04,1,Away,Win
SG/SF,Evan Turner,12.2,4300,POR,DAL,25,2016-11-04,0,Away,Win
SF/PF,Luol Deng,12,4700,LAL,GSW,19,2016-11-04,1,Home,Win
SF,Doug McDermott,11.5,3500,CHI,NYK,26,2016-11-04,0,Home,Loss
PF,Pascal Siakam,11.2,3000,TOR,MIA,16,2016-11-04,1,Home,Win
PF,Jared Dudley,11,3400,PHO,NOR,20,2016-11-04,1,Away,Win
SF,Otto Porter,10.5,4800,WAS,ATL,37,2016-11-04,1,Home,Win
SF,Justin Anderson,10.5,3200,DAL,POR,18,2016-11-04,0,Home,Loss
SG/SF,Norman Powell,10.5,3000,TOR,MIA,14,2016-11-04,0,Home,Win
PF,Luke Babbitt,9.8,3200,MIA,TOR,26,2016-11-04,1,Away,Loss
SF,Andre Iguodala,9.8,3700,GSW,LAL,23,2016-11-04,0,Away,Loss
PF,David Lee,8.2,3600,SAS,UTA,13,2016-11-04,0,Away,Win
SF,Wesley Johnson,8,3000,LAC,MEM,12,2016-11-04,0,Away,Win
SG/SF,Wes Matthews,7.5,5000,DAL,POR,28,2016-11-04,1,Home,Loss
PF,Marquese Chriss,7,3000,PHO,NOR,10,2016-11-04,0,Away,Win
PF,David West,6.8,3000,GSW,LAL,5,2016-11-04,0,Away,Loss
SF/PF,JaMychal Green,6.5,4800,MEM,LAC,16,2016-11-04,1,Home,Loss
PF,Quincy Acy,5.2,3000,DAL,POR,11,2016-11-04,0,Home,Loss
PF,Davis Bertans,5.2,3000,SAS,UTA,16,2016-11-04,0,Away,Win
PF,Kris Humphries,4.5,3000,ATL,WAS,5,2016-11-04,0,Away,Loss
SG/SF,Justin Holiday,4.5,3000,NYK,CHI,14,2016-11-04,0,Away,Win
PF,Maurice N'dour,2.5,3000,NYK,CHI,6,2016-11-04,0,Away,Win
SG/SF,Josh Richardson,2.2,4500,MIA,TOR,11,2016-11-04,0,Away,Loss
SF,Anthony Bennett,2,3000,BKN,CHA,3,2016-11-04,0,Home,Loss
PF,Andrew Nicholson,1.5,3200,WAS,ATL,7,2016-11-04,0,Home,Win
SF/PF,DeMarre Carroll,1.2,4300,TOR,MIA,20,2016-11-04,1,Home,Win
PF,Dorian Finney-Smith,0,3000,DAL,POR,0,2016-11-04,0,Home,Loss
PF,Bobby Portis,0,3000,CHI,NYK,3,2016-11-04,0,Home,Loss
PF,Troy Williams,0,3000,MEM,LAC,5,2016-11-04,0,Home,Loss
SG/SF,Denzel Valentine,0,3000,CHI,NYK,0,2016-11-04,0,Home,Loss
PF,Deyonta Davis,0,3000,MEM,LAC,0,2016-11-04,0,Home,Loss
PF,James Michael McAdoo,0,3000,GSW,LAL,4,2016-11-04,0,Away,Loss
PF,Thomas Robinson,0,3000,LAL,GSW,0,2016-11-04,0,Home,Win
PF,Meyers Leonard,-0.5,3100,POR,DAL,4,2016-11-04,0,Away,Win
C,Hassan Whiteside,51.5,8400,MIA,TOR,37,2016-11-04,1,Away,Loss
PF/C,Anthony Davis,49.8,10900,NOR,PHO,42,2016-11-04,1,Home,Loss
C,Marc Gasol,43.8,6700,MEM,LAC,37,2016-11-04,1,Home,Loss
C,Dwight Howard,42,7700,ATL,WAS,29,2016-11-04,1,Away,Loss
PF/C,Draymond Green,40.8,7800,GSW,LAL,33,2016-11-04,1,Away,Loss
C,Joakim Noah,39.2,4500,NYK,CHI,34,2016-11-04,1,Away,Win
C,Mason Plumlee,39,4900,POR,DAL,34,2016-11-04,1,Away,Win
C,Tyson Chandler,37.5,4400,PHO,NOR,35,2016-11-04,1,Away,Win
C,DeAndre Jordan,36.8,7000,LAC,MEM,35,2016-11-04,1,Away,Win
C,Marcin Gortat,35.2,5900,WAS,ATL,30,2016-11-04,1,Home,Win
C,Cody Zeller,32.5,4300,CHA,BKN,21,2016-11-04,1,Away,Win
PF/C,LaMarcus Aldridge,31.5,6600,SAS,UTA,29,2016-11-04,1,Away,Win
PF/C,Dwight Powell,27.5,3300,DAL,POR,23,2016-11-04,0,Home,Loss
C,Brook Lopez,24.2,6700,BKN,CHA,28,2016-11-04,1,Home,Loss
C,Jonas Valanciunas,23.8,6500,TOR,MIA,27,2016-11-04,1,Home,Win
PF/C,Trey Lyles,22.2,3600,UTA,SAS,29,2016-11-04,0,Home,Loss
C,Pau Gasol,22,5600,SAS,UTA,23,2016-11-04,1,Away,Win
C,Dewayne Dedmon,22,3700,SAS,UTA,12,2016-11-04,0,Away,Win
C,Omer Asik,20.8,3000,NOR,PHO,24,2016-11-04,0,Home,Loss
PF/C,Taj Gibson,20.5,5700,CHI,NYK,30,2016-11-04,1,Home,Loss
C,Mike Muscala,20.2,3600,ATL,WAS,21,2016-11-04,0,Away,Loss
PF/C,Spencer Hawes,19.8,3600,CHA,BKN,26,2016-11-04,0,Away,Win
PF/C,Kyle O'Quinn,18.2,3000,NYK,CHI,12,2016-11-04,0,Away,Win
C,Justin Hamilton,18,3700,BKN,CHA,19,2016-11-04,0,Home,Loss
C,Robin Lopez,17.5,4100,CHI,NYK,28,2016-11-04,1,Home,Loss
C,Alex Len,17.5,4000,PHO,NOR,14,2016-11-04,0,Away,Win
C,Salah Mejri,15.5,3000,DAL,POR,12,2016-11-04,0,Home,Loss
C,Rudy Gobert,15.5,6600,UTA,SAS,29,2016-11-04,1,Home,Loss
C,Marreese Speights,15.2,3200,LAC,MEM,12,2016-11-04,0,Away,Win
C,Timofey Mozgov,13.2,4000,LAL,GSW,15,2016-11-04,1,Home,Win
C,Tarik Black,13.2,3300,LAL,GSW,15,2016-11-04,0,Home,Win
C,Jakob Poeltl,13,3000,TOR,MIA,20,2016-11-04,0,Home,Win
PF/C,Luis Scola,12.2,3300,BKN,CHA,15,2016-11-04,0,Home,Loss
C,Jeff Withey,7.5,3000,UTA,SAS,7,2016-11-04,0,Home,Loss
C,Zaza Pachulia,7.2,3900,GSW,LAL,19,2016-11-04,1,Away,Loss
PF/C,Jarell Martin,6.5,3000,MEM,LAC,12,2016-11-04,0,Home,Loss
C,Cristiano Felicio,6.2,3000,CHI,NYK,9,2016-11-04,0,Home,Loss
C,Ed Davis,5.2,3300,POR,DAL,9,2016-11-04,0,Away,Win
PF/C,Jason Smith,3.5,3000,WAS,ATL,13,2016-11-04,0,Home,Win
C,Willie Reed,2.5,3600,MIA,TOR,10,2016-11-04,0,Away,Loss
C,Ivica Zubac,0,3000,LAL,GSW,0,2016-11-04,0,Home,Win
C,A.J. Hammons,0,3000,DAL,POR,0,2016-11-04,0,Home,Loss
C,JaVale McGee,-0.5,3000,GSW,LAL,4,2016-11-04,0,Away,Loss
PG/SG,James Harden,65.8,11600,HOU,ATL,36,2016-11-05,1,Away,Loss
PG,Russell Westbrook,54.5,12500,OKC,MIN,28,2016-11-05,1,Home,Win
PG,Giannis Antetokounmpo,47,9500,MIL,SAC,25,2016-11-05,1,Home,Win
PG,Dennis Schroder,39.2,6200,ATL,HOU,32,2016-11-05,1,Home,Win
PG,Chris Paul,37.5,8100,LAC,SAS,28,2016-11-05,1,Away,Win
PG/SG,Garrett Temple,36.8,3000,SAC,MIL,27,2016-11-05,0,Away,Loss
PG,Sergio Rodriguez,34,5300,PHI,CLE,31,2016-11-05,1,Home,Loss
PG,Jeff Teague,33.8,5800,IND,CHI,28,2016-11-05,1,Home,Win
PG,Ishmael Smith,33,5200,DET,DEN,28,2016-11-05,1,Home,Win
SG,Bradley Beal,27.8,5300,WAS,ORL,33,2016-11-05,1,Away,Loss
PG,Jordan Farmar,26.5,3000,SAC,MIL,24,2016-11-05,0,Away,Loss
SG,Rashad Vaughn,26.2,3000,MIL,SAC,24,2016-11-05,0,Home,Win
PG/SG,Matthew Dellavedova,26.2,4900,MIL,SAC,21,2016-11-05,1,Home,Win
SG,Monta Ellis,26.2,5500,IND,CHI,32,2016-11-05,1,Home,Win
SG,Jamal Crawford,25.2,3900,LAC,SAS,26,2016-11-05,0,Away,Win
PG,Kyrie Irving,23.8,7600,CLE,PHI,33,2016-11-05,1,Away,Win
SG,Kyle Korver,22.8,4000,ATL,HOU,29,2016-11-05,1,Home,Win
SG,J.R. Smith,22.8,4300,CLE,PHI,32,2016-11-05,1,Away,Win
SG,J.J. Redick,22.5,3900,LAC,SAS,24,2016-11-05,1,Away,Win
PG,Nicolas Laprovittola,21.5,3000,SAS,LAC,21,2016-11-05,0,Home,Loss
SG,Kentavious Caldwell-Pope,20.8,4900,DET,DEN,27,2016-11-05,1,Home,Win
PG,Jerian Grant,20,3000,CHI,IND,12,2016-11-05,0,Away,Loss
SG,Eric Gordon,19.5,5600,HOU,ATL,30,2016-11-05,1,Away,Loss
PG/SG,Iman Shumpert,19.2,3300,CLE,PHI,25,2016-11-05,0,Away,Win
PG/SG,Victor Oladipo,19.2,6200,OKC,MIN,30,2016-11-05,1,Home,Win
PG,Beno Udrih,19.2,3100,DET,DEN,19,2016-11-05,0,Home,Win
PG,D.J. Augustin,18.5,3000,ORL,WAS,19,2016-11-05,0,Home,Win
SG,Evan Fournier,18.5,6100,ORL,WAS,30,2016-11-05,1,Home,Win
SG,Gerald Henderson,18.5,3500,PHI,CLE,23,2016-11-05,1,Home,Loss
PG,Rajon Rondo,18.2,6400,CHI,IND,28,2016-11-05,1,Away,Loss
PG,Kris Dunn,18,5500,MIN,OKC,28,2016-11-05,1,Away,Loss
PG,Jameer Nelson,17.5,3700,DEN,DET,23,2016-11-05,0,Away,Loss
SG,K.J. McDaniels,17.5,3000,HOU,ATL,19,2016-11-05,0,Away,Loss
PG,Semaj Christon,17.5,3000,OKC,MIN,19,2016-11-05,0,Home,Win
SG,Malcolm Brogdon,16.8,3500,MIL,SAC,26,2016-11-05,0,Home,Win
PG,Tomas Satoransky,16.5,3500,WAS,ORL,32,2016-11-05,1,Away,Loss
PG/SG,Raymond Felton,14.8,3600,LAC,SAS,18,2016-11-05,0,Away,Win
PG,Patty Mills,14.2,4300,SAS,LAC,25,2016-11-05,1,Home,Loss
SG,Ben McLemore,13.8,3000,SAC,MIL,22,2016-11-05,0,Away,Loss
PG,T.J. McConnell,13.8,3300,PHI,CLE,16,2016-11-05,0,Home,Loss
PG/SG,Jamal Murray,13.8,3500,DEN,DET,27,2016-11-05,1,Away,Loss
SG,Marcus Thornton,13.5,3000,WAS,ORL,17,2016-11-05,0,Away,Loss
SG,Manu Ginobili,13.5,3700,SAS,LAC,12,2016-11-05,0,Home,Loss
PG,Emmanuel Mudiay,13.5,6000,DEN,DET,24,2016-11-05,1,Away,Loss
PG,Tyus Jones,13.5,3000,MIN,OKC,15,2016-11-05,0,Away,Loss
PG,Austin Rivers,12.2,3400,LAC,SAS,21,2016-11-05,0,Away,Win
PG,Aaron Brooks,11.5,3000,IND,CHI,21,2016-11-05,0,Home,Win
PG,Ty Lawson,11.5,5000,SAC,MIL,19,2016-11-05,1,Away,Loss
PG,Elfrid Payton,11.2,6200,ORL,WAS,28,2016-11-05,1,Home,Win
SG,Zach LaVine,11,6500,MIN,OKC,26,2016-11-05,1,Away,Loss
SG,Arron Afflalo,10,3500,SAC,MIL,22,2016-11-05,1,Away,Loss
SG,Nik Stauskas,9.5,3000,PHI,CLE,19,2016-11-05,0,Home,Loss
SG,Alex Abrines,8.5,3000,OKC,MIN,17,2016-11-05,0,Home,Win
SG,Gary Harris,8.2,4600,DEN,DET,15,2016-11-05,0,Away,Loss
PG,Bryn Forbes,7.8,3000,SAS,LAC,13,2016-11-05,0,Home,Loss
PG,Malcolm Delaney,7.8,3000,ATL,HOU,15,2016-11-05,0,Home,Win
PG,John Lucas,7.5,3000,MIN,OKC,6,2016-11-05,0,Away,Loss
PG/SG,Tim Hardaway Jr.,7.2,3600,ATL,HOU,18,2016-11-05,0,Home,Win
PG,Isaiah Canaan,7,3200,CHI,IND,13,2016-11-05,0,Away,Loss
PG,Dejounte Murray,6.5,3000,SAS,LAC,9,2016-11-05,0,Home,Loss
SG,Dwyane Wade,6.2,6300,CHI,IND,21,2016-11-05,1,Away,Loss
SG,Joseph Young,5,3000,IND,CHI,2,2016-11-05,0,Home,Win
PG,Tyler Ennis,4,3000,HOU,ATL,6,2016-11-05,0,Away,Loss
SG,Malachi Richardson,3.5,3000,SAC,MIL,5,2016-11-05,0,Away,Loss
PG,Trey Burke,3.5,3100,WAS,ORL,15,2016-11-05,0,Away,Loss
SG,Darrun Hilliard,3,3000,DET,DEN,2,2016-11-05,0,Home,Win
SG,Mike Miller,2.8,3000,DEN,DET,3,2016-11-05,0,Away,Loss
PG,C.J. Watson,2.8,3000,ORL,WAS,13,2016-11-05,0,Home,Win
PG,Bobby Brown,0,3000,HOU,ATL,2,2016-11-05,0,Away,Loss
PG,Malik Beasley,0,3000,DEN,DET,5,2016-11-05,0,Away,Loss
SG,Timothe Luwawu,0,3000,PHI,CLE,4,2016-11-05,0,Home,Loss
SF/PF,LeBron James,59.5,9700,CLE,PHI,35,2016-11-05,1,Away,Win
PF,Paul Millsap,53.2,7900,ATL,HOU,33,2016-11-05,1,Home,Win
PF,Blake Griffin,40.8,7500,LAC,SAS,29,2016-11-05,1,Away,Win
