game_date,wehoop_game_id,season,team,opp,home_away.x,spread_line,spread_price,total_line,total_price,team_score,opp_score,win_margin,game_total,game_id,home_half_score,away_half_score,race_to_10,race_to_15,race_to_20,race_to_25,race_to_30,race_to_35,race_to_40,home_score,away_score,home_win_margin,total_1h,home_spread_1h,result_1h,home_away.y,team_half_score,team_1h_win_margin
6/20/2019,401104961,2019,LVA,WAS,home,-3.5,-110,166.5,-110,72,95,23,167,1021900049,39,51,0,0,0,0,0,0,0,72,95,23,90,12,away,home,39,12
6/20/2021,401320642,2021,NYL,LAS,away,2.5,-110,160.5,-110,76,73,-3,149,1022100078,36,44,1,0,1,1,1,1,1,73,76,3,80,8,away,away,44,-8
6/20/2021,401320642,2021,LAS,NYL,home,-2.5,-110,160.5,-110,73,76,3,149,1022100078,36,44,0,1,0,0,0,0,0,73,76,3,80,8,away,home,36,8
6/20/2023,401507196,2023,ATL,DAL,away,4,-110,173.5,-110,73,85,12,158,1022300067,43,32,0,0,0,0,0,0,0,85,73,-12,75,-11,home,away,32,11
6/20/2023,401507196,2023,DAL,ATL,home,-4,-110,173.5,-110,85,73,-12,158,1022300067,43,32,1,1,1,1,1,1,1,85,73,-12,75,-11,home,home,43,-11
6/20/2023,401507198,2023,CON,SEA,away,-8,-110,160.5,-110,85,79,-6,164,1022300069,48,45,1,1,1,0,1,1,0,79,85,6,93,-3,home,away,45,3
6/20/2023,401507198,2023,SEA,CON,home,8,-110,160.5,-110,79,85,6,164,1022300069,48,45,0,0,0,1,0,0,1,79,85,6,93,-3,home,home,48,-3
6/20/2023,401507197,2023,MIN,LAS,away,6.5,-110,157.5,-110,67,61,-6,128,1022300068,33,32,0,0,0,1,0,1,1,61,67,6,65,-1,home,away,32,1
6/20/2023,401507197,2023,LAS,MIN,home,-6.5,-110,157.5,-103,61,67,6,128,1022300068,33,32,1,1,1,0,1,0,0,61,67,6,65,-1,home,home,33,-1
6/21/2019,401104962,2019,ATL,CON,away,12.5,-110,152.5,-110,76,86,10,162,1021900050,39,25,0,0,0,0,0,0,0,86,76,-10,64,-14,home,away,25,14
6/21/2019,401104962,2019,CON,ATL,home,-12.5,-110,152.5,-110,86,76,-10,162,1021900050,39,25,1,1,1,1,1,1,1,86,76,-10,64,-14,home,home,39,-14
6/21/2019,401104963,2019,IND,CHI,away,4.5,-110,162.5,-110,76,69,-7,145,1021900051,31,40,1,1,1,1,1,1,1,69,76,7,71,9,away,away,40,-9
6/21/2019,401104963,2019,CHI,IND,home,-4.5,-110,162.5,-110,69,76,7,145,1021900051,31,40,0,0,0,0,0,0,0,69,76,7,71,9,away,home,31,9
6/21/2019,401104964,2019,LAS,SEA,away,-1.5,-110,154,-110,62,84,22,146,1021900052,46,34,1,0,0,0,0,0,0,84,62,-22,80,-12,home,away,34,12
6/21/2019,401104964,2019,SEA,LAS,home,1.5,-110,154,-110,84,62,-22,146,1021900052,46,34,0,1,1,1,1,1,1,84,62,-22,80,-12,home,home,46,-12
6/21/2022,401391746,2022,DAL,ATL,away,-4,-105,163.5,-110,75,80,5,155,1022200097,51,40,0,0,0,0,0,0,0,80,75,-5,91,-11,home,away,40,11
6/21/2022,401391746,2022,ATL,DAL,home,4,-115,163.5,-110,80,75,-5,155,1022200097,51,40,1,1,1,1,1,1,1,80,75,-5,91,-11,home,home,51,-11
6/21/2022,401391748,2022,MIN,PHO,away,6,-115,169,-110,84,71,-13,155,1022200099,40,36,0,0,0,0,0,0,0,71,84,13,76,-4,home,away,36,4
6/21/2022,401391748,2022,PHO,MIN,home,-6,-105,169,-110,71,84,13,155,1022200099,40,36,1,1,1,1,1,1,1,71,84,13,76,-4,home,home,40,-4
6/21/2022,401391747,2022,CHI,LVA,away,8,-110,176.5,-110,104,95,-9,199,1022200098,62,51,0,0,0,0,0,0,0,95,104,9,113,-11,home,away,51,11
6/21/2022,401391747,2022,LVA,CHI,home,-8,-110,176.5,-110,95,104,9,199,1022200098,62,51,1,1,1,1,1,1,1,95,104,9,113,-11,home,home,62,-11
6/21/2022,401391749,2022,WAS,LAS,away,-2.5,-110,161,-110,82,84,2,166,1022200100,35,31,1,0,0,0,0,0,0,84,82,-2,66,-4,home,away,31,4
6/21/2022,401391749,2022,LAS,WAS,home,2.5,-110,161,-110,84,82,-2,166,1022200100,35,31,0,1,1,1,1,1,1,84,82,-2,66,-4,home,home,35,-4
6/21/2023,401507199,2023,LVA,PHO,away,-19.5,-110,164,-110,99,79,-20,178,1022300070,40,57,1,1,1,1,1,1,1,79,99,20,97,17,away,away,57,-17
6/21/2023,401507199,2023,PHO,LVA,home,19.5,-110,164,-110,79,99,20,178,1022300070,40,57,0,0,0,0,0,0,0,79,99,20,97,17,away,home,40,17
6/22/2018,401018850,2018,CON,ATL,away,-6,-105,164.5,-110,70,75,5,145,1021800070,29,37,1,1,1,1,1,1,1,75,70,-5,66,8,away,away,37,-8
6/22/2018,401018850,2018,ATL,CON,home,6,-110,164.5,-110,75,70,-5,145,1021800070,29,37,0,0,0,0,0,0,0,75,70,-5,66,8,away,home,29,8
6/22/2018,401018851,2018,LAS,DAL,away,-4.5,-110,163,-110,72,101,29,173,1021800071,47,33,1,0,0,0,0,0,0,101,72,-29,80,-14,home,away,33,14
6/22/2018,401018851,2018,DAL,LAS,home,4.5,-110,163,-110,101,72,-29,173,1021800071,47,33,0,1,1,1,1,1,1,101,72,-29,80,-14,home,home,47,-14
6/22/2018,401018852,2018,WAS,CHI,away,-6,-105,168,-110,93,77,-16,170,1021800072,39,64,1,1,1,1,1,1,1,77,93,16,103,25,away,away,64,-25
6/22/2018,401018852,2018,CHI,WAS,home,6,-115,168,-110,77,93,16,170,1021800072,39,64,0,0,0,0,0,0,0,77,93,16,103,25,away,home,39,25
6/22/2018,401018854,2018,MIN,PHO,away,2.5,-110,162,-110,83,72,-11,155,1021800074,30,46,1,1,1,1,1,1,1,72,83,11,76,16,away,away,46,-16
6/22/2018,401018854,2018,PHO,MIN,home,-2.5,-110,162,-110,72,83,11,155,1021800074,30,46,0,0,0,0,0,0,0,72,83,11,76,16,away,home,30,16
6/22/2018,401018855,2018,IND,SEA,away,11.5,-110,166.5,-110,63,72,9,135,1021800075,37,30,0,0,0,0,0,0,0,72,63,-9,67,-7,home,away,30,7
6/22/2018,401018855,2018,SEA,IND,home,-11.5,-110,166.5,-110,72,63,-9,135,1021800075,37,30,1,1,1,1,1,1,1,72,63,-9,67,-7,home,home,37,-7
6/22/2018,401018853,2018,NYL,LVA,away,-1,-110,159.5,-110,78,88,10,166,1021800073,34,26,0,0,0,0,0,0,0,88,78,-10,60,-8,home,away,26,8
6/22/2018,401018853,2018,LVA,NYL,home,1,-110,159.5,-110,88,78,-10,166,1021800073,34,26,1,1,1,1,1,1,1,88,78,-10,60,-8,home,home,34,-8
6/22/2019,401104965,2019,NYL,MIN,away,8.5,-110,156.5,-108,83,92,9,175,1021900053,42,43,1,1,0,1,0,0,0,92,83,-9,85,1,away,away,43,-1
6/22/2019,401104965,2019,MIN,NYL,home,-8.5,-115,156.5,-112,92,83,-9,175,1021900053,42,43,0,0,1,0,1,1,1,92,83,-9,85,1,away,home,42,1
6/22/2019,401104966,2019,DAL,LVA,away,14.5,-115,153,-105,68,86,18,154,1021900054,49,34,0,0,1,0,0,0,0,86,68,-18,83,-15,home,away,34,15
6/22/2019,401104966,2019,LVA,DAL,home,-14.5,-105,152.5,-110,86,68,-18,154,1021900054,49,34,1,1,0,1,1,1,1,86,68,-18,83,-15,home,home,49,-15
6/22/2021,401320643,2021,DAL,CON,away,-0.5,-110,155.5,-110,70,80,10,150,1022100079,30,38,0,0,0,1,1,1,1,80,70,-10,68,8,away,away,38,-8
6/22/2021,401320643,2021,CON,DAL,home,-0.5,-110,155.5,-110,80,70,-10,150,1022100079,30,38,1,1,1,0,0,0,0,80,70,-10,68,8,away,home,30,8
6/22/2021,401320644,2021,CHI,NYL,away,-6.5,-110,171,-107,92,72,-20,164,1022100080,32,48,1,1,1,1,1,1,1,72,92,20,80,16,away,away,48,-16
6/22/2021,401320644,2021,NYL,CHI,home,6.5,-110,171,-113,72,92,20,164,1022100080,32,48,0,0,0,0,0,0,0,72,92,20,80,16,away,home,32,16
6/22/2021,401320645,2021,WAS,SEA,away,13.5,-110,167.5,-110,87,83,-4,170,1022100081,36,43,1,1,1,1,1,1,1,83,87,4,79,7,away,away,43,-7
6/22/2021,401320645,2021,SEA,WAS,home,-13.5,-110,167.5,-110,83,87,4,170,1022100081,36,43,0,0,0,0,0,0,0,83,87,4,79,7,away,home,36,7
6/22/2022,401391750,2022,NYL,CON,away,10.5,-110,163.5,-110,81,77,-4,158,1022200101,42,51,1,1,1,1,1,1,1,77,81,4,93,9,away,away,51,-9
6/22/2022,401391750,2022,CON,NYL,home,-10.5,-110,163.5,-110,77,81,4,158,1022200101,42,51,0,0,0,0,0,0,0,77,81,4,93,9,away,home,42,9
6/22/2023,401507201,2023,CON,MIN,away,-4,-110,158.5,110,89,68,-21,157,1022300072,28,41,1,1,1,1,1,1,1,68,89,21,69,13,away,away,41,-13
6/22/2023,401507201,2023,MIN,CON,home,4,-110,158.5,-130,68,89,21,157,1022300072,28,41,0,0,0,0,0,0,0,68,89,21,69,13,away,home,28,13
6/22/2023,401507200,2023,WAS,CHI,away,-2,-110,155,-110,80,59,-21,139,1022300071,30,43,1,1,1,1,1,1,1,59,80,21,73,13,away,away,43,-13
6/22/2023,401507200,2023,CHI,WAS,home,2,-110,155,-110,59,80,21,139,1022300071,30,43,0,0,0,0,0,0,0,59,80,21,73,13,away,home,30,13
6/22/2023,401507202,2023,IND,SEA,away,3,-110,164.5,-110,80,68,-12,148,1022300073,44,48,0,1,1,0,1,1,1,68,80,12,92,4,away,away,48,-4
6/22/2023,401507202,2023,SEA,IND,home,-3,-110,164.5,-110,68,80,12,148,1022300073,44,48,1,0,0,1,0,0,0,68,80,12,92,4,away,home,44,4
6/23/2019,401104967,2019,WAS,ATL,away,-9.5,-110,156,-110,89,73,-16,162,1021900055,45,42,1,1,1,0,1,1,0,73,89,16,87,-3,home,away,42,3
6/23/2019,401104967,2019,ATL,WAS,home,9.5,-110,156,-110,73,89,16,162,1021900055,45,42,0,0,0,1,0,0,1,73,89,16,87,-3,home,home,45,-3
6/23/2019,401104969,2019,LAS,PHO,away,-1.5,-105,152.5,-110,72,82,10,154,1021900057,44,42,1,1,0,0,1,1,0,82,72,-10,86,-2,home,away,42,2
6/23/2019,401104969,2019,PHO,LAS,home,1.5,-115,152.5,-110,82,72,-10,154,1021900057,44,42,0,0,1,1,0,0,1,82,72,-10,86,-2,home,home,44,-2
6/23/2019,401104968,2019,CON,CHI,away,-5,-110,164,-110,75,93,18,168,1021900056,56,35,0,0,0,0,0,0,0,93,75,-18,91,-21,home,away,35,21
6/23/2019,401104968,2019,CHI,CON,home,5,-110,164,-110,93,75,-18,168,1021900056,56,35,1,1,1,1,1,1,1,93,75,-18,91,-21,home,home,56,-21
6/23/2019,401104970,2019,IND,SEA,away,6,-110,153,-110,61,65,4,126,1021900058,32,35,0,0,0,0,0,1,0,65,61,-4,67,3,away,away,35,-3
6/23/2019,401104970,2019,SEA,IND,home,-6,-110,153,-110,65,61,-4,126,1021900058,32,35,1,1,1,1,1,0,1,65,61,-4,67,3,away,home,32,3
6/23/2021,401320646,2021,MIN,ATL,away,-4,-110,167.5,-110,87,85,-2,172,1022100082,46,40,1,0,0,0,0,0,0,85,87,2,86,-6,home,away,40,6
6/23/2021,401320646,2021,ATL,MIN,home,4,-110,167,-110,85,87,2,172,1022100082,46,40,0,1,1,1,1,1,1,85,87,2,86,-6,home,home,46,-6
6/23/2022,401391751,2022,IND,DAL,away,9,-110,170.5,-110,68,94,26,162,1022200102,55,38,0,0,0,0,0,0,0,94,68,-26,93,-17,home,away,38,17
6/23/2022,401391751,2022,DAL,IND,home,-9,-110,170.5,-110,94,68,-26,162,1022200102,55,38,1,1,1,1,1,1,1,94,68,-26,93,-17,home,home,55,-17
6/23/2022,401391752,2022,PHO,MIN,away,2.5,-110,166.5,-110,88,100,12,188,1022200103,60,48,1,1,1,1,0,0,0,100,88,-12,108,-12,home,away,48,12
6/23/2022,401391752,2022,MIN,PHO,home,-2.5,-110,166.5,-110,100,88,-12,188,1022200103,60,48,0,0,0,0,1,1,1,100,88,-12,108,-12,home,home,60,-12
6/23/2022,401391753,2022,WAS,SEA,away,4.5,-110,154.5,-110,71,85,14,156,1022200104,46,37,0,1,0,0,0,0,0,85,71,-14,83,-9,home,away,37,9
6/23/2022,401391753,2022,SEA,WAS,home,-4.5,-110,154.5,-110,85,71,-14,156,1022200104,46,37,1,0,1,1,1,1,1,85,71,-14,83,-9,home,home,46,-9
6/23/2022,401391754,2022,CHI,LAS,away,-4.5,-110,173,-110,82,59,-23,141,1022200105,25,54,1,1,1,1,1,1,1,59,82,23,79,29,away,away,54,-29
6/23/2022,401391754,2022,LAS,CHI,home,4.5,-110,173,-110,59,82,23,141,1022200105,25,54,0,0,0,0,0,0,0,59,82,23,79,29,away,home,25,29
6/23/2023,401507203,2023,NYL,ATL,away,-7,-108,172,-115,110,80,-30,190,1022300074,40,59,1,1,1,1,1,1,1,80,110,30,99,19,away,away,59,-19
6/23/2023,401507203,2023,ATL,NYL,home,7,-112,172,-105,80,110,30,190,1022300074,40,59,0,0,0,0,0,0,0,80,110,30,99,19,away,home,40,19
6/23/2023,401507204,2023,DAL,LAS,away,-2.5,-117,163.5,-110,74,76,2,150,1022300075,33,42,1,1,1,1,1,1,1,76,74,-2,75,9,away,away,42,-9
6/23/2023,401507204,2023,LAS,DAL,home,2.5,-103,163.5,-110,76,74,-2,150,1022300075,33,42,0,0,0,0,0,0,0,76,74,-2,75,9,away,home,33,9
6/24/2018,401018856,2018,SEA,DAL,away,2.5,-110,170.5,-110,97,76,-21,173,1021800076,42,49,1,1,1,1,1,1,1,76,97,21,91,7,away,away,49,-7
6/24/2018,401018856,2018,DAL,SEA,home,-2.5,-110,170.5,-110,76,97,21,173,1021800076,42,49,0,0,0,0,0,0,0,76,97,21,91,7,away,home,42,7
6/24/2018,401018858,2018,CON,IND,away,-8.5,-110,165.5,-110,87,78,-9,165,1021800078,45,43,1,1,1,1,1,1,1,78,87,9,88,-2,home,away,43,2
6/24/2018,401018858,2018,IND,CON,home,8.5,-110,165.5,-110,78,87,9,165,1021800078,45,43,0,0,0,0,0,0,0,78,87,9,88,-2,home,home,45,-2
6/24/2018,401018857,2018,NYL,LAS,away,10.5,-110,151,-110,54,80,26,134,1021800077,43,27,0,0,0,0,0,0,0,80,54,-26,70,-16,home,away,27,16
6/24/2018,401018857,2018,LAS,NYL,home,-10.5,-110,151,-110,80,54,-26,134,1021800077,43,27,1,1,1,1,1,1,1,80,54,-26,70,-16,home,home,43,-16
6/24/2018,401018859,2018,MIN,LVA,away,-7,-110,163,-110,88,73,-15,161,1021800079,33,39,1,1,1,1,1,1,1,73,88,15,72,6,away,away,39,-6
6/24/2018,401018859,2018,LVA,MIN,home,7,-110,163,-110,73,88,15,161,1021800079,33,39,0,0,0,0,0,0,0,73,88,15,72,6,away,home,33,6
6/24/2018,401018860,2018,PHO,CHI,away,-6.5,-115,164.5,-110,88,97,9,185,1021800080,47,43,0,0,0,0,0,0,0,97,88,-9,90,-4,home,away,43,4
6/24/2018,401018860,2018,CHI,PHO,home,6.5,-105,164.5,-110,97,88,-9,185,1021800080,47,43,1,1,1,1,1,1,1,97,88,-9,90,-4,home,home,47,-4
6/24/2021,401320647,2021,DAL,IND,away,-8,-120,162.5,-110,89,64,-25,153,1022100083,24,43,1,1,1,1,1,1,1,64,89,25,67,19,away,away,43,-19
6/24/2021,401320647,2021,IND,DAL,home,8.5,-110,162.5,-110,64,89,25,153,1022100083,24,43,0,0,0,0,0,0,0,64,89,25,67,19,away,home,24,19
6/24/2021,401320648,2021,CHI,NYL,away,-6,-110,171,-110,91,68,-23,159,1022100084,27,55,1,1,1,1,1,1,1,68,91,23,82,28,away,away,55,-28
6/24/2021,401320648,2021,NYL,CHI,home,7,-110,171,-110,68,91,23,159,1022100084,27,55,0,0,0,0,0,0,0,68,91,23,82,28,away,home,27,28
6/24/2021,401320649,2021,WAS,LAS,away,-3.5,-110,156.5,-110,82,89,7,171,1022100085,49,44,1,1,1,1,1,0,1,89,82,-7,93,-5,home,away,44,5
6/24/2021,401320649,2021,LAS,WAS,home,3.5,-110,156.5,-110,89,82,-7,171,1022100085,49,44,0,0,0,0,0,1,0,89,82,-7,93,-5,home,home,49,-5
6/24/2022,401391755,2022,NYL,ATL,away,1,-110,159,-110,89,77,-12,166,1022200106,43,53,1,1,1,1,1,1,1,77,89,12,96,10,away,away,53,-10
6/24/2022,401391755,2022,ATL,NYL,home,-1,-110,159,-110,77,89,12,166,1022200106,43,53,0,0,0,0,0,0,0,77,89,12,96,10,away,home,43,10
6/24/2023,401507206,2023,PHO,SEA,away,1.5,-110,162.5,-112,74,97,23,171,1022300077,49,34,0,0,0,0,0,0,0,97,74,-23,83,-15,home,away,34,15
6/24/2023,401507206,2023,SEA,PHO,home,-1.5,-110,162.5,-108,97,74,-23,171,1022300077,49,34,1,1,1,1,1,1,1,97,74,-23,83,-15,home,home,49,-15
6/24/2023,401507205,2023,IND,LVA,away,15.5,-110,170,-115,88,101,13,189,1022300076,57,43,0,0,0,0,0,0,0,101,88,-13,100,-14,home,away,43,14
6/24/2023,401507205,2023,LVA,IND,home,-15.5,-110,170,-105,101,88,-13,189,1022300076,57,43,1,1,1,1,1,1,1,101,88,-13,100,-14,home,home,57,-14
6/25/2019,401104971,2019,MIN,IND,away,-2.5,-110,151,-110,78,74,-4,152,1021900059,23,43,1,1,1,1,1,1,1,74,78,4,66,20,away,away,43,-20
6/25/2019,401104971,2019,IND,MIN,home,2.5,-110,151,-110,74,78,4,152,1021900059,23,43,0,0,0,0,0,0,0,74,78,4,66,20,away,home,23,20
6/25/2019,401104972,2019,SEA,LVA,away,6.5,-110,158.5,-110,56,60,4,116,1021900060,36,32,0,0,0,0,0,0,0,60,56,-4,68,-4,home,away,32,4
6/25/2019,401104972,2019,LVA,SEA,home,-6.5,-110,158.5,-110,60,56,-4,116,1021900060,36,32,1,1,1,1,1,1,1,60,56,-4,68,-4,home,home,36,-4
6/25/2021,401320650,2021,LVA,MIN,away,-6,-110,172,-110,89,90,1,179,1022100086,44,48,0,0,0,0,1,0,1,90,89,-1,92,4,away,away,48,-4
6/25/2021,401320650,2021,MIN,LVA,home,6,-110,172,-110,90,89,-1,179,1022100086,44,48,1,1,1,1,0,1,0,90,89,-1,92,4,away,home,44,4
6/25/2022,401391756,2022,PHO,DAL,away,6.5,-105,168.5,-110,83,72,-11,155,1022200107,45,44,0,0,0,0,0,0,0,72,83,11,89,-1,home,away,44,1
6/25/2022,401391756,2022,DAL,PHO,home,-6.5,-115,168.5,-110,72,83,11,155,1022200107,45,44,1,1,1,1,1,1,1,72,83,11,89,-1,home,home,45,-1
6/25/2022,401391757,2022,LAS,SEA,away,7,-115,160,-110,85,77,-8,162,1022200108,43,49,0,0,0,0,1,1,1,77,85,8,92,6,away,away,49,-6
6/25/2022,401391757,2022,SEA,LAS,home,-7,-105,160,-110,77,85,8,162,1022200108,43,49,1,1,1,1,0,0,0,77,85,8,92,6,away,home,43,6
6/25/2022,401391758,2022,WAS,LVA,away,9,-110,167,-110,87,86,-1,173,1022200109,40,46,1,1,1,0,1,1,1,86,87,1,86,6,away,away,46,-6
6/25/2022,401391758,2022,LVA,WAS,home,-9,-110,167,-110,86,87,1,173,1022200109,40,46,0,0,0,1,0,0,0,86,87,1,86,6,away,home,40,6
6/25/2023,401507207,2023,CHI,CON,away,6,-112,157.5,-102,72,96,24,168,1022300078,54,42,1,1,1,0,0,0,0,96,72,-24,96,-12,home,away,42,12
6/25/2023,401507207,2023,CON,CHI,home,-6,-110,157.5,-118,96,72,-24,168,1022300078,54,42,0,0,0,1,1,1,1,96,72,-24,96,-12,home,home,54,-12
6/25/2023,401507208,2023,WAS,NYL,away,7,-110,162,-110,88,89,1,177,1022300079,39,45,1,1,1,1,1,1,1,89,88,-1,84,6,away,away,45,-6
6/25/2023,401507208,2023,NYL,WAS,home,-7,-110,162.5,-110,89,88,-1,177,1022300079,39,45,0,0,0,0,0,0,0,89,88,-1,84,6,away,home,39,6
6/25/2023,401507209,2023,DAL,LAS,away,-2.5,-110,162.5,-110,83,93,10,176,1022300080,44,44,1,1,0,0,0,0,0,93,83,-10,88,0,tie,away,44,-0
6/25/2023,401507209,2023,LAS,DAL,home,2.5,-110,162.5,-110,93,83,-10,176,1022300080,44,44,0,0,1,1,1,1,1,93,83,-10,88,0,tie,home,44,0
6/26/2018,401018861,2018,PHO,NYL,away,-3.5,-110,160.5,-110,83,69,-14,152,1021800081,37,44,1,1,1,1,1,1,1,69,83,14,81,7,away,away,44,-7
6/26/2018,401018861,2018,NYL,PHO,home,3.5,-110,160.5,-110,69,83,14,152,1021800081,37,44,0,0,0,0,0,0,0,69,83,14,81,7,away,home,37,7
6/26/2018,401018862,2018,CON,WAS,away,3.5,-110,171,-110,80,92,12,172,1021800082,43,46,1,1,1,1,1,1,1,92,80,-12,89,3,away,away,46,-3
6/26/2018,401018862,2018,WAS,CON,home,-3.5,-110,171,-110,92,80,-12,172,1021800082,43,46,0,0,0,0,0,0,0,92,80,-12,89,3,away,home,43,3
6/26/2018,401018863,2018,SEA,MIN,away,7.5,-110,164,-110,79,91,12,170,1021800083,43,34,0,0,0,0,0,0,0,91,79,-12,77,-9,home,away,34,9
6/26/2018,401018863,2018,MIN,SEA,home,-7.5,-110,164,-110,91,79,-12,170,1021800083,43,34,1,1,1,1,1,1,1,91,79,-12,77,-9,home,home,43,-9
6/26/2018,401018864,2018,DAL,LAS,away,8.5,-133,158.5,-110,83,87,4,170,1021800084,42,46,1,1,1,0,1,1,1,87,83,-4,88,4,away,away,46,-4
6/26/2018,401018864,2018,LAS,DAL,home,-8.5,113,158.5,-110,87,83,-4,170,1021800084,42,46,0,0,0,1,0,0,0,87,83,-4,88,4,away,home,42,4
6/26/2019,401104973,2019,WAS,CHI,away,-6.5,-105,164.5,-110,81,74,-7,155,1021900061,45,50,1,0,1,1,1,1,1,74,81,7,95,5,away,away,50,-5
6/26/2019,401104973,2019,CHI,WAS,home,6.5,-115,164.5,-105,74,81,7,155,1021900061,45,50,0,1,0,0,0,0,0,74,81,7,95,5,away,home,45,5
6/26/2019,401104974,2019,CON,DAL,away,-9,-110,148.5,-110,73,74,1,147,1021900062,37,34,1,0,0,0,0,0,0,74,73,-1,71,-3,home,away,34,3
6/26/2019,401104974,2019,DAL,CON,home,9,-110,148.5,-110,74,73,-1,147,1021900062,37,34,0,1,1,1,1,1,1,74,73,-1,71,-3,home,home,37,-3
6/26/2021,401320651,2021,WAS,DAL,away,6.5,-115,167.5,-110,74,85,11,159,1022100087,46,30,0,0,0,0,0,0,0,85,74,-11,76,-16,home,away,30,16
6/26/2021,401320651,2021,DAL,WAS,home,-6,-112,167.5,-110,85,74,-11,159,1022100087,46,30,1,1,1,1,1,1,1,85,74,-11,76,-16,home,home,46,-16
6/26/2021,401320652,2021,NYL,ATL,away,5,-110,170,-110,101,78,-23,179,1022100088,40,43,1,1,1,1,1,1,1,78,101,23,83,3,away,away,43,-3
6/26/2021,401320652,2021,ATL,NYL,home,-5,-110,170,-110,78,101,23,179,1022100088,40,43,0,0,0,0,0,0,0,78,101,23,83,3,away,home,40,3
6/26/2022,401391759,2022,CON,ATL,away,-8,-110,163.5,-110,72,61,-11,133,1022200110,22,39,1,0,1,1,1,1,1,61,72,11,61,17,away,away,39,-17
6/26/2022,401391759,2022,ATL,CON,home,8,-110,163.5,-110,61,72,11,133,1022200110,22,39,0,1,0,0,0,0,0,61,72,11,61,17,away,home,22,17
6/26/2022,401391760,2022,MIN,CHI,away,5.5,-110,170.5,-105,85,88,3,173,1022200111,46,44,0,0,1,1,1,1,1,88,85,-3,90,-2,home,away,44,2
6/26/2022,401391760,2022,CHI,MIN,home,-5.5,-110,170.5,-115,88,85,-3,173,1022200111,46,44,1,1,0,0,0,0,0,88,85,-3,90,-2,home,home,46,-2
6/26/2023,401507210,2023,IND,LVA,away,14.5,-105,168.5,-110,80,88,8,168,1022300081,48,49,1,0,1,0,0,0,1,88,80,-8,97,1,away,away,49,-1
6/26/2023,401507210,2023,LVA,IND,home,-14.5,-115,168.5,-110,88,80,-8,168,1022300081,48,49,0,1,0,1,1,1,0,88,80,-8,97,1,away,home,48,1
6/27/2018,401018865,2018,ATL,CHI,away,2,-105,157.5,-110,80,93,13,173,1021800085,30,38,1,1,1,1,1,1,1,93,80,-13,68,8,away,away,38,-8
6/27/2018,401018865,2018,CHI,ATL,home,-2,-115,157.5,-110,93,80,-13,173,1021800085,30,38,0,0,0,0,0,0,0,93,80,-13,68,8,away,home,30,8
6/27/2018,401018866,2018,IND,CON,away,11,-110,166,-110,89,101,12,190,1021800086,52,36,0,0,0,0,0,0,0,101,89,-12,88,-16,home,away,36,16
6/27/2018,401018866,2018,CON,IND,home,-11,-110,166,-110,101,89,-12,190,1021800086,52,36,1,1,1,1,1,1,1,101,89,-12,88,-16,home,home,52,-16
6/27/2018,401018867,2018,DAL,LVA,away,-2,103,167.5,-110,97,91,-6,188,1021800087,52,55,0,0,0,1,0,1,1,91,97,6,107,3,away,away,55,-3
6/27/2018,401018867,2018,LVA,DAL,home,2,-123,167.5,-110,91,97,6,188,1021800087,52,55,1,1,1,0,1,0,0,91,97,6,107,3,away,home,52,3
6/27/2019,401104975,2019,LVA,LAS,away,-2,-105,158,-110,74,86,12,160,1021900063,40,34,1,1,0,0,0,0,0,86,74,-12,74,-6,home,away,34,6
6/27/2019,401104975,2019,LAS,LVA,home,2,-115,158,-110,86,74,-12,160,1021900063,40,34,0,0,1,1,1,1,1,86,74,-12,74,-6,home,home,40,-6
6/27/2021,401320654,2021,CHI,CON,away,-5,-110,158,-110,58,74,16,132,1022100090,36,30,0,0,0,0,0,0,0,74,58,-16,66,-6,home,away,30,6
6/27/2021,401320654,2021,CON,CHI,home,5,-110,158,-110,74,58,-16,132,1022100090,36,30,1,1,1,1,1,1,1,74,58,-16,66,-6,home,home,36,-6
6/27/2021,401320655,2021,SEA,LVA,away,2.5,-115,170.5,-110,92,95,3,187,1022100091,37,42,0,1,1,1,1,1,1,95,92,-3,79,5,away,away,42,-5
6/27/2021,401320655,2021,LVA,SEA,home,-2.5,-105,170.5,-110,95,92,-3,187,1022100091,37,42,1,0,0,0,0,0,0,95,92,-3,79,5,away,home,37,5
6/27/2021,401320653,2021,LAS,PHO,away,7,-110,156,-110,79,88,9,167,1022100089,47,43,0,0,0,1,0,0,0,88,79,-9,90,-4,home,away,43,4
6/27/2021,401320653,2021,PHO,LAS,home,-7,-110,156.5,-110,88,79,-9,167,1022100089,47,43,1,1,1,0,1,1,1,88,79,-9,90,-4,home,home,47,-4
6/27/2022,401391761,2022,IND,PHO,away,7,-110,169.5,-110,71,83,12,154,1022200112,45,41,0,0,0,0,1,1,1,83,71,-12,86,-4,home,away,41,4
6/27/2022,401391761,2022,PHO,IND,home,-7,-110,169.5,-110,83,71,-12,154,1022200112,45,41,1,1,1,1,0,0,0,83,71,-12,86,-4,home,home,45,-4
6/27/2022,401391762,2022,LVA,LAS,away,-8.5,-105,176,-110,79,73,-6,152,1022200113,36,40,0,0,0,0,0,1,1,73,79,6,76,4,away,away,40,-4
6/27/2022,401391762,2022,LAS,LVA,home,8.5,-115,176,-110,73,79,6,152,1022200113,36,40,1,1,1,1,1,0,0,73,79,6,76,4,away,home,36,4
6/27/2023,401507211,2023,NYL,CON,away,-5,-108,168,-110,89,81,-8,170,1022300082,43,47,1,0,1,0,1,1,0,81,89,8,90,4,away,away,47,-4
