Position,Player,Points,Salary,Team,Opp,Minutes,Date,Started,Home.Away,Win.Loss
SG,Courtney Lee,3.6,3900,NYK,CLE,19,2016-10-25,1,Away,Loss
SG,Jordan McRae,2,3500,CLE,NYK,5,2016-10-25,0,Home,Win
PG,Nicolas Laprovittola,2,3500,SAS,GSW,3,2016-10-25,0,Away,Win
SG,Sasha Vujacic,1.5,3500,NYK,CLE,3,2016-10-25,0,Away,Loss
SG,Bryn Forbes,0,3500,SAS,GSW,3,2016-10-25,0,Away,Win
SF,Kawhi Leonard,53.5,7900,SAS,GSW,32,2016-10-25,1,Away,Win
SF,Kevin Durant,53,9300,GSW,SAS,36,2016-10-25,1,Home,Loss
PF,Draymond Green,51.4,8200,GSW,SAS,32,2016-10-25,1,Home,Loss
SF,LeBron James,51.2,9600,CLE,NYK,32,2016-10-25,1,Home,Win
PF,LaMarcus Aldridge,47.3,7400,SAS,GSW,35,2016-10-25,1,Away,Win
PF,Kevin Love,44.4,6800,CLE,NYK,24,2016-10-25,1,Home,Win
SF,Joe Johnson,38.3,5400,UTA,POR,30,2016-10-25,1,Away,Loss
SF,Jonathon Simmons,29.3,3500,SAS,GSW,28,2016-10-25,0,Away,Win
PF,Kristaps Porzingis,28.4,6900,NYK,CLE,32,2016-10-25,1,Away,Loss
SF,Carmelo Anthony,27.5,8000,NYK,CLE,30,2016-10-25,1,Away,Loss
SF,Richard Jefferson,21.3,3500,CLE,NYK,25,2016-10-25,0,Home,Win
SF,Evan Turner,20.5,5600,POR,UTA,26,2016-10-25,0,Home,Win
PF,Ed Davis,17.9,3900,POR,UTA,24,2016-10-25,0,Home,Win
SF,Mike Dunleavy,17.8,3600,CLE,NYK,22,2016-10-25,0,Home,Win
PF,Al-Farouq Aminu,16.3,5000,POR,UTA,28,2016-10-25,1,Home,Win
PF,David Lee,14.2,4000,SAS,GSW,11,2016-10-25,0,Away,Win
PF,Noah Vonleh,14.2,3500,POR,UTA,16,2016-10-25,0,Home,Win
PF,Channing Frye,13.8,3800,CLE,NYK,14,2016-10-25,0,Home,Win
SF,Andre Iguodala,9.9,4300,GSW,SAS,26,2016-10-25,0,Home,Loss
SF,Kyle Anderson,9.8,3500,SAS,GSW,22,2016-10-25,1,Away,Win
SF,Mindaugas Kuzminskas,8.2,3500,NYK,CLE,9,2016-10-25,0,Away,Loss
SF,Lance Thomas,7.7,3500,NYK,CLE,16,2016-10-25,0,Away,Loss
PF,Trey Lyles,7.4,4000,UTA,POR,17,2016-10-25,0,Away,Loss
SF,Davis Bertans,6.2,3500,SAS,GSW,3,2016-10-25,0,Away,Win
SF,Maurice Harkless,4.7,5600,POR,UTA,22,2016-10-25,1,Home,Win
PF,Boris Diaw,4.6,3500,UTA,POR,32,2016-10-25,1,Away,Loss
SF,Joe Ingles,4.5,3500,UTA,POR,14,2016-10-25,0,Away,Loss
PF,David West,4.4,3800,GSW,SAS,10,2016-10-25,0,Home,Loss
PF,Meyers Leonard,2.7,3500,POR,UTA,9,2016-10-25,0,Home,Win
PF,Kevon Looney,0,3500,GSW,SAS,3,2016-10-25,0,Home,Loss
C,Rudy Gobert,32.8,6200,UTA,POR,40,2016-10-25,1,Away,Loss
C,Dewayne Dedmon,16.6,3900,SAS,GSW,16,2016-10-25,0,Away,Win
C,Joakim Noah,12.7,5000,NYK,CLE,19,2016-10-25,1,Away,Loss
C,Kyle O'Quinn,12.5,3700,NYK,CLE,15,2016-10-25,0,Away,Loss
C,Pau Gasol,7.3,7600,SAS,GSW,18,2016-10-25,1,Away,Win
C,Tristan Thompson,5.2,4800,CLE,NYK,22,2016-10-25,1,Home,Win
C,Jeff Withey,5.2,3500,UTA,POR,4,2016-10-25,0,Away,Loss
C,Mason Plumlee,4.7,5500,POR,UTA,14,2016-10-25,1,Home,Win
C,Guillermo Hernangomez,4.2,3500,NYK,CLE,9,2016-10-25,0,Away,Loss
C,Zaza Pachulia,4.1,4800,GSW,SAS,20,2016-10-25,1,Home,Loss
C,Chris Andersen,4,3700,CLE,NYK,5,2016-10-25,0,Home,Win
C,JaVale McGee,2,3500,GSW,SAS,3,2016-10-25,0,Home,Loss
C,Anderson Varejao,1,3500,GSW,SAS,3,2016-10-25,0,Home,Loss
SG,James Harden,64.1,11200,HOU,LAL,37,2016-10-26,1,Away,Loss
PG,Russell Westbrook,57.9,12000,OKC,PHI,36,2016-10-26,1,Away,Win
SG,Giannis Antetokounmpo,52.3,9400,MIL,CHA,38,2016-10-26,1,Home,Loss
PG,Isaiah Thomas,46.7,8000,BOS,BKN,32,2016-10-26,1,Home,Win
SG,DeMar DeRozan,42.3,7500,TOR,DET,34,2016-10-26,1,Home,Win
SG,Monta Ellis,40.9,5500,IND,DAL,44,2016-10-26,1,Home,Win
PG,Tim Frazier,40.5,5000,NOR,DEN,36,2016-10-26,1,Home,Loss
PG,Jeff Teague,37.4,6200,IND,DAL,36,2016-10-26,1,Home,Win
PG,Deron Williams,35.1,6000,DAL,IND,40,2016-10-26,1,Away,Loss
SG,Avery Bradley,34.3,5600,BOS,BKN,34,2016-10-26,1,Home,Win
SG,Evan Fournier,33.8,5800,ORL,MIA,39,2016-10-26,1,Home,Loss
PG,Kemba Walker,33.4,8100,CHA,MIL,35,2016-10-26,1,Away,Win
PG,Wade Baldwin,33,3900,MEM,MIN,24,2016-10-26,0,Home,Win
PG,Jose Barea,32.4,4700,DAL,IND,39,2016-10-26,0,Away,Loss
SG,Jordan Clarkson,32.1,5700,LAL,HOU,24,2016-10-26,0,Home,Win
PG,Mike Conley,31.2,6800,MEM,MIN,29,2016-10-26,1,Home,Win
PG,Ty Lawson,30.7,5100,SAC,PHO,35,2016-10-26,1,Away,Win
PG,Sergio Rodriguez,30.3,5000,PHI,OKC,31,2016-10-26,1,Home,Loss
SG,Joe Harris,30.3,3500,BKN,BOS,25,2016-10-26,0,Away,Loss
SG,Nicolas Batum,29.7,6200,CHA,MIL,33,2016-10-26,1,Away,Win
PG,Tyler Johnson,29.7,4200,MIA,ORL,28,2016-10-26,0,Away,Win
SG,Zach LaVine,29.5,5500,MIN,MEM,33,2016-10-26,1,Away,Loss
PG,Goran Dragic,29.2,6900,MIA,ORL,28,2016-10-26,1,Away,Win
SG,Will Barton,29,5100,DEN,NOR,34,2016-10-26,1,Away,Win
PG,Eric Bledsoe,28.7,7600,PHO,SAC,29,2016-10-26,1,Home,Loss
SG,Wes Matthews,28.5,4800,DAL,IND,39,2016-10-26,1,Away,Loss
PG,Elfrid Payton,28.3,5900,ORL,MIA,37,2016-10-26,1,Home,Loss
PG,Kyle Lowry,28,8000,TOR,DET,37,2016-10-26,1,Home,Win
PG,Jeremy Lin,26.1,6300,BKN,BOS,27,2016-10-26,1,Away,Loss
SG,Eric Gordon,26,5200,HOU,LAL,34,2016-10-26,1,Away,Loss
PG,D'Angelo Russell,24.7,6500,LAL,HOU,29,2016-10-26,1,Home,Win
PG,Malcolm Brogdon,21.5,3500,MIL,CHA,21,2016-10-26,0,Home,Loss
SG,Dion Waiters,21.2,4500,MIA,ORL,33,2016-10-26,1,Away,Win
SG,Devin Booker,20.9,6200,PHO,SAC,24,2016-10-26,1,Home,Loss
SG,Seth Curry,20.1,4000,DAL,IND,15,2016-10-26,0,Away,Loss
SG,Louis Williams,20,4600,LAL,HOU,14,2016-10-26,0,Home,Win
PG,Emmanuel Mudiay,19.9,5800,DEN,NOR,28,2016-10-26,1,Away,Win
PG,Ishmael Smith,19.7,6400,DET,TOR,33,2016-10-26,1,Away,Loss
SG,Nik Stauskas,19.3,3700,PHI,OKC,22,2016-10-26,0,Home,Loss
SG,E'Twaun Moore,19.2,4500,NOR,DEN,28,2016-10-26,1,Home,Loss
PG,Ricky Rubio,18.8,6500,MIN,MEM,33,2016-10-26,1,Away,Loss
SG,Sean Kilpatrick,18.8,3900,BKN,BOS,22,2016-10-26,0,Away,Loss
PG,Matthew Dellavedova,17.1,4500,MIL,CHA,29,2016-10-26,1,Home,Loss
SG,Gerald Green,17,3800,BOS,BKN,14,2016-10-26,0,Home,Win
PG,Garrett Temple,16.9,3800,SAC,PHO,17,2016-10-26,0,Away,Win
SG,Victor Oladipo,16.5,7400,OKC,PHI,26,2016-10-26,1,Away,Win
PG,Terry Rozier,16.1,3500,BOS,BKN,27,2016-10-26,0,Home,Win
PG,T.J. McConnell,15.9,5000,PHI,OKC,16,2016-10-26,0,Home,Loss
PG,Kris Dunn,15.3,4300,MIN,MEM,15,2016-10-26,0,Away,Loss
SG,Nick Young,15.1,3500,LAL,HOU,26,2016-10-26,1,Home,Win
PG,Cory Joseph,14.8,3500,TOR,DET,21,2016-10-26,0,Home,Win
PG,Jameer Nelson,13.9,4300,DEN,NOR,19,2016-10-26,0,Away,Win
SG,Brandon Knight,13.7,6000,PHO,SAC,25,2016-10-26,0,Home,Loss
SG,Arron Afflalo,13.6,3900,SAC,PHO,26,2016-10-26,1,Away,Win
SG,Marco Belinelli,13.3,3500,CHA,MIL,26,2016-10-26,0,Away,Win
PG,Andrew Harrison,12.6,3500,MEM,MIN,38,2016-10-26,1,Home,Win
SG,Rodney McGruder,12.6,3500,MIA,ORL,23,2016-10-26,0,Away,Win
SG,K.J. McDaniels,12.2,3500,HOU,LAL,12,2016-10-26,0,Away,Loss
SG,Kentavious Caldwell-Pope,11.5,5500,DET,TOR,38,2016-10-26,1,Away,Loss
SG,Gerald Henderson,11.4,4200,PHI,OKC,24,2016-10-26,1,Home,Loss
PG,Semaj Christon,11.2,3500,OKC,PHI,14,2016-10-26,0,Away,Win
SG,Rodney Stuckey,11.1,3900,IND,DAL,21,2016-10-26,0,Home,Win
PG,Langston Galloway,10.9,4100,NOR,DEN,10,2016-10-26,0,Home,Loss
SG,Hollis Thompson,10.4,4200,PHI,OKC,13,2016-10-26,0,Home,Loss
SG,Buddy Hield,9.7,4500,NOR,DEN,16,2016-10-26,0,Home,Loss
SG,Mario Hezonja,9.6,4300,ORL,MIA,14,2016-10-26,0,Home,Loss
PG,Beno Udrih,9.2,3500,DET,TOR,14,2016-10-26,0,Away,Loss
PG,Jason Terry,8.9,3500,MIL,CHA,18,2016-10-26,0,Home,Loss
PG,D.J. Augustin,8.7,3500,ORL,MIA,16,2016-10-26,0,Home,Loss
SG,Ben McLemore,8,3600,SAC,PHO,16,2016-10-26,0,Away,Win
PG,Tyler Ulis,7.7,3800,PHO,SAC,13,2016-10-26,0,Home,Loss
PG,Marcelo Huertas,6.5,3500,LAL,HOU,4,2016-10-26,0,Home,Win
PG,Greivis Vasquez,6.5,3900,BKN,BOS,18,2016-10-26,0,Away,Loss
PG,Jamal Murray,6.3,3500,DEN,NOR,13,2016-10-26,0,Away,Win
PG,Tyler Ennis,6,3900,HOU,LAL,12,2016-10-26,0,Away,Loss
SG,Jeremy Lamb,4.2,4000,CHA,MIL,9,2016-10-26,0,Away,Win
SG,Rashad Vaughn,3.2,4200,MIL,CHA,7,2016-10-26,0,Home,Loss
PG,Ramon Sessions,3,4000,CHA,MIL,12,2016-10-26,0,Away,Win
SG,Brandon Rush,2.9,3500,MIN,MEM,13,2016-10-26,0,Away,Loss
PG,Isaiah Whitehead,2.7,4000,BKN,BOS,3,2016-10-26,0,Away,Loss
SG,Alex Abrines,2.2,4000,OKC,PHI,13,2016-10-26,0,Away,Win
SG,Michael Gbinije,2,3500,DET,TOR,2,2016-10-26,0,Away,Loss
SG,Nicolas Brussino,1.5,3500,DAL,IND,0,2016-10-26,0,Away,Loss
SG,Leandro Barbosa,1.2,3500,PHO,SAC,3,2016-10-26,0,Home,Loss
SG,Norman Powell,1.2,3500,TOR,DET,2,2016-10-26,0,Home,Win
SG,Malachi Richardson,0,3500,SAC,PHO,2,2016-10-26,0,Away,Win
SG,Joseph Young,0,3500,IND,DAL,3,2016-10-26,0,Home,Win
PF,Anthony Davis,95.7,10200,NOR,DEN,41,2016-10-26,1,Home,Loss
SF,Michael Kidd-Gilchrist,43.8,5400,CHA,MIL,34,2016-10-26,1,Away,Win
SF,Paul George,41.6,9500,IND,DAL,42,2016-10-26,1,Home,Win
PF,Dirk Nowitzki,40.6,6700,DAL,IND,38,2016-10-26,1,Away,Loss
PF,Gorgui Dieng,37.8,5500,MIN,MEM,34,2016-10-26,1,Away,Loss
SF,Rudy Gay,36.6,6900,SAC,PHO,33,2016-10-26,1,Away,Win
PF,Julius Randle,35.4,6300,LAL,HOU,29,2016-10-26,1,Home,Win
PF,Enes Kanter,35.4,5100,OKC,PHI,24,2016-10-26,0,Away,Win
SF,Justise Winslow,34.6,4700,MIA,ORL,33,2016-10-26,1,Away,Win
SF,Jae Crowder,34,5500,BOS,BKN,29,2016-10-26,1,Home,Win
SF,Andrew Wiggins,33.4,6600,MIN,MEM,34,2016-10-26,1,Away,Loss
SF,Marcus Morris,32.3,5600,DET,TOR,31,2016-10-26,1,Away,Loss
PF,Zach Randolph,31.7,5900,MEM,MIN,24,2016-10-26,0,Home,Win
PF,Marvin Williams,29,5000,CHA,MIL,28,2016-10-26,1,Away,Win
PF,Trevor Booker,28.9,4800,BKN,BOS,24,2016-10-26,1,Away,Loss
SF,Aaron Gordon,28.6,5600,ORL,MIA,35,2016-10-26,1,Home,Loss
SF,Danilo Gallinari,28.6,7100,DEN,NOR,37,2016-10-26,1,Away,Win
PF,Kenneth Faried,28.3,5500,DEN,NOR,28,2016-10-26,0,Away,Win
SF,Harrison Barnes,27.8,4800,DAL,IND,34,2016-10-26,1,Away,Loss
SF,Bojan Bogdanovic,27,4100,BKN,BOS,23,2016-10-26,1,Away,Loss
PF,Ryan Anderson,26.7,6800,HOU,LAL,34,2016-10-26,1,Away,Loss
PF,Tobias Harris,26.5,6300,DET,TOR,36,2016-10-26,1,Away,Loss
SF,Matt Barnes,25.9,4300,SAC,PHO,27,2016-10-26,0,Away,Win
SF,T.J. Warren,25.5,4500,PHO,SAC,30,2016-10-26,1,Home,Loss
SF,Robert Covington,25,5900,PHI,OKC,31,2016-10-26,1,Home,Loss
PF,Serge Ibaka,24.4,4800,ORL,MIA,36,2016-10-26,1,Home,Loss
SF,James Ennis,24.2,4000,MEM,MIN,28,2016-10-26,1,Home,Win
PF,Thaddeus Young,23,6600,IND,DAL,34,2016-10-26,1,Home,Win
PF,JaMychal Green,22.9,5000,MEM,MIN,28,2016-10-26,1,Home,Win
PF,Jabari Parker,21.7,6100,MIL,CHA,29,2016-10-26,1,Home,Loss
SF,James Johnson,21.4,3800,MIA,ORL,25,2016-10-26,0,Away,Win
PF,Jon Leuer,20.8,4000,DET,TOR,22,2016-10-26,0,Away,Loss
SF,Andre Roberson,19.9,3900,OKC,PHI,31,2016-10-26,1,Away,Win
SF,Wilson Chandler,19.9,5500,DEN,NOR,30,2016-10-26,0,Away,Win
SF,DeMarre Carroll,19.9,4700,TOR,DET,29,2016-10-26,1,Home,Win
PF,Ersan Ilyasova,19.5,4200,OKC,PHI,20,2016-10-26,0,Away,Win
SF,Trevor Ariza,19.2,5500,HOU,LAL,32,2016-10-26,1,Away,Loss
SF,Justin Anderson,18,4000,DAL,IND,19,2016-10-26,0,Away,Loss
PF,Larry Nance,18,3900,LAL,HOU,23,2016-10-26,0,Home,Win
SF,Jaylen Brown,17.9,3500,BOS,BKN,19,2016-10-26,0,Home,Win
PF,Amir Johnson,17.4,5000,BOS,BKN,19,2016-10-26,1,Home,Win
PF,Terrence Jones,17.1,4200,NOR,DEN,17,2016-10-26,0,Home,Loss
SF,Vince Carter,16.9,3900,MEM,MIN,28,2016-10-26,0,Home,Win
SF,Jerami Grant,16.8,5200,PHI,OKC,21,2016-10-26,0,Home,Loss
PF,Pascal Siakam,16.8,3500,TOR,DET,21,2016-10-26,1,Home,Win
PF,Jonas Jerebko,16.7,4600,BOS,BKN,18,2016-10-26,0,Home,Win
SF,Terrence Ross,16.3,3500,TOR,DET,18,2016-10-26,0,Home,Win
SF,Lance Stephenson,16.1,4200,NOR,DEN,25,2016-10-26,0,Home,Loss
SF,Luol Deng,15.5,5600,LAL,HOU,28,2016-10-26,1,Home,Win
PF,Anthony Tolliver,15,3500,SAC,PHO,14,2016-10-26,0,Away,Win
PF,Richaun Holmes,14.6,3500,PHI,OKC,11,2016-10-26,0,Home,Loss
PF,Dragan Bender,14.4,4000,PHO,SAC,11,2016-10-26,0,Home,Loss
PF,Dario Saric,14.4,4900,PHI,OKC,27,2016-10-26,1,Home,Loss
SF,C.J. Miles,13.5,3800,IND,DAL,12,2016-10-26,0,Home,Win
PF,Lavoy Allen,13,3800,IND,DAL,10,2016-10-26,0,Home,Win
PF,Marquese Chriss,12.8,4200,PHO,SAC,22,2016-10-26,0,Home,Loss
PF,Nikola Jokic,12.4,6300,DEN,NOR,21,2016-10-26,1,Away,Win
SF,Luke Babbitt,12.2,3500,MIA,ORL,18,2016-10-26,1,Away,Win
PF,Dwight Powell,11.9,3800,DAL,IND,16,2016-10-26,0,Away,Loss
PF,Luis Scola,11.7,4100,BKN,BOS,21,2016-10-26,0,Away,Loss
SF,Brandon Ingram,11.6,4000,LAL,HOU,23,2016-10-26,0,Home,Win
PF,Patrick Patterson,11.3,3700,TOR,DET,26,2016-10-26,0,Home,Win
SF,Jeff Green,11.1,4900,ORL,MIA,25,2016-10-26,0,Home,Loss
PF,Willie Cauley-Stein,10.4,5400,SAC,PHO,19,2016-10-26,0,Away,Win
SF,Mirza Teletovic,10.1,4000,MIL,CHA,27,2016-10-26,1,Home,Loss
SF,Michael Beasley,9.9,3900,MIL,CHA,19,2016-10-26,0,Home,Loss
PF,Jared Dudley,9.9,4200,PHO,SAC,25,2016-10-26,1,Home,Loss
PF,Domantas Sabonis,9.8,4700,OKC,PHI,16,2016-10-26,1,Away,Win
PF,John Henson,8.8,3700,MIL,CHA,10,2016-10-26,0,Home,Loss
SF,Rondae Hollis-Jefferson,8.4,4300,BKN,BOS,23,2016-10-26,1,Away,Loss
PF,Omri Casspi,7.6,4400,SAC,PHO,8,2016-10-26,0,Away,Win
SF,Sam Dekker,7.2,3500,HOU,LAL,13,2016-10-26,0,Away,Loss
SF,Stanley Johnson,7.1,3500,DET,TOR,13,2016-10-26,0,Away,Loss
SF,Corey Brewer,7,3800,HOU,LAL,15,2016-10-26,0,Away,Loss
PF,Nemanja Bjelica,6.2,4200,MIN,MEM,15,2016-10-26,0,Away,Loss
SF,Kyle Singler,5.2,3500,OKC,PHI,21,2016-10-26,0,Away,Win
SF,Solomon Hill,4.7,4300,NOR,DEN,27,2016-10-26,1,Home,Loss
PF,Chris McCullough,4.4,3500,BKN,BOS,3,2016-10-26,0,Away,Loss
SF,Shabazz Muhammad,4.4,4000,MIN,MEM,13,2016-10-26,0,Away,Loss
PF,Deyonta Davis,4.4,3500,MEM,MIN,5,2016-10-26,0,Home,Win
PF,Henry Ellenson,2.4,3500,DET,TOR,2,2016-10-26,0,Away,Loss
SF,Dorian Finney-Smith,1.2,3500,DAL,IND,0,2016-10-26,0,Away,Loss
SF,Dante Cunningham,0.5,3900,NOR,DEN,8,2016-10-26,0,Home,Loss
PF,Juan Hernangomez,0,3500,DEN,NOR,0,2016-10-26,0,Away,Win
PF,Quincy Acy,0,3700,DAL,IND,0,2016-10-26,0,Away,Loss
SF,Metta World Peace,0,3500,LAL,HOU,2,2016-10-26,0,Home,Win
SF,P.J. Tucker,-1,5000,PHO,SAC,5,2016-10-26,0,Home,Loss
SF,Glenn Robinson III,-1,3500,IND,DAL,10,2016-10-26,0,Home,Win
C,Myles Turner,60.7,6400,IND,DAL,37,2016-10-26,1,Home,Win
C,Jonas Valanciunas,45.7,5700,TOR,DET,35,2016-10-26,1,Home,Win
C,Hassan Whiteside,43.3,8700,MIA,ORL,30,2016-10-26,1,Away,Win
C,Nikola Vucevic,41.3,7700,ORL,MIA,35,2016-10-26,1,Home,Loss
C,Jusuf Nurkic,39.3,4600,DEN,NOR,26,2016-10-26,1,Away,Win
C,Roy Hibbert,38.3,3500,CHA,MIL,31,2016-10-26,1,Away,Win
C,Greg Monroe,35.5,5800,MIL,CHA,29,2016-10-26,0,Home,Loss
C,Karl-Anthony Towns,35.3,8800,MIN,MEM,36,2016-10-26,1,Away,Loss
C,DeMarcus Cousins,33.2,10000,SAC,PHO,24,2016-10-26,1,Away,Win
C,Justin Hamilton,33,4600,BKN,BOS,25,2016-10-26,0,Away,Loss
C,Al Horford,32,7000,BOS,BKN,27,2016-10-26,1,Home,Win
C,Marc Gasol,28.6,7300,MEM,MIN,32,2016-10-26,1,Home,Win
C,Joel Embiid,28.4,4700,PHI,OKC,22,2016-10-26,1,Home,Loss
C,Clint Capela,27.8,4200,HOU,LAL,25,2016-10-26,1,Away,Loss
C,Steven Adams,27.5,4700,OKC,PHI,35,2016-10-26,1,Away,Win
C,Tyler Zeller,25.3,3800,BOS,BKN,16,2016-10-26,0,Home,Win
C,Cody Zeller,23.1,4600,CHA,MIL,14,2016-10-26,0,Away,Win
C,Timofey Mozgov,22.6,3900,LAL,HOU,22,2016-10-26,1,Home,Win
C,Andre Drummond,21.2,8200,DET,TOR,24,2016-10-26,1,Away,Loss
C,Willie Reed,20.7,3800,MIA,ORL,17,2016-10-26,0,Away,Win
C,Alex Len,20.4,6000,PHO,SAC,24,2016-10-26,0,Home,Loss
C,Tyson Chandler,19,5000,PHO,SAC,22,2016-10-26,1,Home,Loss
C,Andrew Bogut,18.7,4000,DAL,IND,19,2016-10-26,1,Away,Loss
C,Nene Hilario,16.1,4100,HOU,LAL,22,2016-10-26,0,Away,Loss
C,Al Jefferson,15.2,4500,IND,DAL,10,2016-10-26,0,Home,Win
C,Aron Baynes,11.6,3500,DET,TOR,15,2016-10-26,0,Away,Loss
C,Brook Lopez,11,8400,BKN,BOS,21,2016-10-26,1,Away,Loss
C,Spencer Hawes,10.9,3500,CHA,MIL,12,2016-10-26,0,Away,Win
C,Jahlil Okafor,10.6,6300,PHI,OKC,15,2016-10-26,0,Home,Loss
C,Cole Aldrich,10.4,3800,MIN,MEM,9,2016-10-26,0,Away,Loss
C,Tarik Black,9.8,3500,LAL,HOU,11,2016-10-26,0,Home,Win
C,Kosta Koufos,7.3,3600,SAC,PHO,13,2016-10-26,1,Away,Win
C,Miles Plumlee,6.7,3900,MIL,CHA,8,2016-10-26,1,Home,Loss
C,Omer Asik,4.7,3700,NOR,DEN,16,2016-10-26,1,Home,Loss
C,Jakob Poeltl,4.4,3500,TOR,DET,12,2016-10-26,0,Home,Win
C,Boban Marjanovic,3.2,3500,DET,TOR,5,2016-10-26,0,Away,Loss
C,Alexis Ajinca,1.2,4500,NOR,DEN,10,2016-10-26,0,Home,Loss
PG,Damian Lillard,41.5,9100,POR,LAC,36,2016-10-27,1,Home,Loss
PG,Chris Paul,41.5,9500,LAC,POR,33,2016-10-27,1,Away,Win
SG,Dwyane Wade,35.7,7000,CHI,BOS,32,2016-10-27,1,Home,Win
PG,John Wall,35.6,9400,WAS,ATL,30,2016-10-27,1,Away,Loss
PG,Isaiah Thomas,33.6,8000,BOS,CHI,34,2016-10-27,1,Away,Loss
SG,Avery Bradley,30.7,5600,BOS,CHI,40,2016-10-27,1,Away,Loss
SG,Jamal Crawford,27.1,4800,LAC,POR,25,2016-10-27,0,Away,Win
SG,C.J. McCollum,26.8,6900,POR,LAC,38,2016-10-27,1,Home,Loss
PG,Rajon Rondo,26.7,7500,CHI,BOS,33,2016-10-27,1,Home,Win
PG,Ty Lawson,26.3,5100,SAC,SAS,35,2016-10-27,1,Home,Loss
SG,Tim Hardaway Jr.,24.9,3500,ATL,WAS,22,2016-10-27,0,Home,Win
PG,Terry Rozier,22.8,3500,BOS,CHI,22,2016-10-27,0,Away,Loss
SG,Manu Ginobili,20.1,3700,SAS,SAC,19,2016-10-27,0,Away,Win
PG,Dennis Schroder,17.4,6500,ATL,WAS,25,2016-10-27,1,Home,Win
SG,Allen Crabbe,17.2,4300,POR,LAC,31,2016-10-27,0,Home,Loss
PG,Michael Carter-Williams,16.7,4900,CHI,BOS,17,2016-10-27,0,Home,Win
PG,Austin Rivers,16.3,4600,LAC,POR,26,2016-10-27,0,Away,Win
SG,Bradley Beal,16,6200,WAS,ATL,23,2016-10-27,1,Away,Loss
SG,Arron Afflalo,15.3,3900,SAC,SAS,35,2016-10-27,1,Home,Loss
SG,Kyle Korver,14.6,3800,ATL,WAS,21,2016-10-27,1,Home,Win
SG,Ben McLemore,11.9,3600,SAC,SAS,10,2016-10-27,0,Home,Loss
PG,Malcolm Delaney,11.7,3500,ATL,WAS,19,2016-10-27,0,Home,Win
SG,J.J. Redick,11.1,4600,LAC,POR,29,2016-10-27,1,Away,Win
SG,Sheldon McClellan,11,3500,WAS,ATL,4,2016-10-27,0,Away,Loss
PG,Trey Burke,11,3800,WAS,ATL,17,2016-10-27,0,Away,Loss
PG,Raymond Felton,9.2,3500,LAC,POR,16,2016-10-27,0,Away,Win
PG,Tony Parker,9,4700,SAS,SAC,25,2016-10-27,1,Away,Win
PG,Patty Mills,8.7,4100,SAS,SAC,22,2016-10-27,0,Away,Win
SG,Marcus Thornton,6.7,3500,WAS,ATL,20,2016-10-27,0,Away,Loss
SG,Gerald Green,6.4,3800,BOS,CHI,10,2016-10-27,0,Away,Loss
PG,Isaiah Canaan,5.9,3700,CHI,BOS,6,2016-10-27,0,Home,Win
SG,Tomas Satoransky,4.7,3500,WAS,ATL,4,2016-10-27,0,Away,Loss
PG,Garrett Temple,4.5,3800,SAC,SAS,12,2016-10-27,0,Home,Loss
PG,Shabazz Napier,0,3500,POR,LAC,0,2016-10-27,0,Home,Loss
PF,Blake Griffin,52.6,8600,LAC,POR,36,2016-10-27,1,Away,Win
