Position,Player,Points,Salary,Team,Opp,Minutes,Date,Started,Home.Away,Win.Loss
C,Clint Capela,32,5800,HOU,SAC,30,2016-11-25,1,Away,Win
C,DeAndre Jordan,30.3,6700,LAC,DET,33,2016-11-25,1,Away,Loss
C,Tristan Thompson,28.9,4900,CLE,DAL,28,2016-11-25,1,Home,Win
C,Brook Lopez,26.8,7300,BKN,IND,24,2016-11-25,1,Away,Loss
C,Marcin Gortat,24.8,6400,WAS,ORL,34,2016-11-25,1,Away,Win
C,Cody Zeller,24.2,4300,CHA,NYK,23,2016-11-25,1,Away,Loss
C,Jusuf Nurkic,23.9,4900,DEN,OKC,21,2016-11-25,1,Home,Loss
C,Joffrey Lauvergne,23.8,3700,OKC,DEN,18,2016-11-25,0,Away,Win
C,Marc Gasol,23.2,6900,MEM,MIA,26,2016-11-25,1,Home,Loss
C,Hassan Whiteside,22.9,9300,MIA,MEM,26,2016-11-25,1,Away,Win
C,Jahlil Okafor,21.7,4400,PHI,CHI,26,2016-11-25,1,Home,Loss
C,Greg Monroe,20.5,4400,MIL,TOR,18,2016-11-25,0,Home,Loss
C,Alex Len,20.2,5300,PHO,MIN,29,2016-11-25,1,Home,Loss
C,Andrew Bogut,20.2,4300,DAL,CLE,22,2016-11-25,1,Away,Loss
C,Al Jefferson,20.1,3700,IND,BKN,18,2016-11-25,0,Home,Win
C,Kyle O'Quinn,20.1,3500,NYK,CHA,17,2016-11-25,0,Home,Win
C,Joakim Noah,19.1,4600,NYK,CHA,17,2016-11-25,1,Home,Win
C,Jonas Valanciunas,18.2,6200,TOR,MIL,31,2016-11-25,1,Away,Win
C,Zaza Pachulia,18.2,3800,GSW,LAL,20,2016-11-25,1,Away,Win
C,Guillermo Hernangomez,17.8,3500,NYK,CHA,19,2016-11-25,0,Home,Win
C,Kelly Olynyk,17.7,3500,BOS,SAS,20,2016-11-25,0,Home,Loss
C,Robin Lopez,17.5,4900,CHI,PHI,22,2016-11-25,1,Away,Win
C,Steven Adams,17.5,4900,OKC,DEN,30,2016-11-25,1,Away,Win
C,Tarik Black,17.5,3500,LAL,GSW,16,2016-11-25,0,Home,Loss
C,Kosta Koufos,17,3600,SAC,HOU,17,2016-11-25,0,Home,Loss
C,Roy Hibbert,14.6,3500,CHA,NYK,20,2016-11-25,0,Away,Loss
C,Chris Andersen,13.7,3500,CLE,DAL,18,2016-11-25,0,Home,Win
C,Tyson Chandler,13.4,4700,PHO,MIN,11,2016-11-25,0,Home,Loss
C,Timofey Mozgov,13.3,3600,LAL,GSW,19,2016-11-25,1,Home,Loss
C,Miles Plumlee,13.1,3500,MIL,TOR,19,2016-11-25,1,Home,Loss
C,Cole Aldrich,12.5,3500,MIN,PHO,11,2016-11-25,0,Away,Win
C,Dwight Howard,12.4,8100,ATL,UTA,26,2016-11-25,1,Away,Loss
C,Omer Asik,10.8,3500,NOR,POR,17,2016-11-25,1,Away,Loss
C,Aron Baynes,10.2,3500,DET,LAC,21,2016-11-25,0,Home,Win
C,Nene Hilario,10,3600,HOU,SAC,14,2016-11-25,0,Away,Win
C,Cristiano Felicio,9.5,3500,CHI,PHI,7,2016-11-25,0,Away,Win
C,Bismack Biyombo,9.2,4600,ORL,WAS,29,2016-11-25,0,Home,Loss
C,Pau Gasol,9,6100,SAS,BOS,17,2016-11-25,1,Away,Win
C,Lucas Nogueira,8.2,3500,TOR,MIL,15,2016-11-25,0,Away,Win
C,Jeff Withey,7.6,3600,UTA,ATL,15,2016-11-25,0,Home,Win
C,Salah Mejri,6.7,3900,DAL,CLE,6,2016-11-25,0,Away,Loss
C,Justin Hamilton,4.9,4100,BKN,IND,16,2016-11-25,0,Away,Loss
C,JaVale McGee,3.4,3500,GSW,LAL,5,2016-11-25,0,Away,Win
C,A.J. Hammons,1.2,3500,DAL,CLE,6,2016-11-25,0,Away,Loss
C,Spencer Hawes,0,4100,CHA,NYK,0,2016-11-25,0,Away,Loss
C,Tyler Zeller,0,3500,BOS,SAS,2,2016-11-25,0,Home,Loss
PG,Russell Westbrook,54.1,11900,OKC,DET,37,2016-11-26,1,Home,Win
PG,Stephen Curry,50.6,9300,GSW,MIN,37,2016-11-26,1,Home,Win
PG,Derrick Rose,46.6,5800,NYK,CHA,34,2016-11-26,1,Away,Loss
SG,Bradley Beal,43.7,6000,WAS,SAS,38,2016-11-26,1,Home,Loss
SG,Jeremy Lamb,42.4,3600,CHA,NYK,35,2016-11-26,1,Home,Win
SG,Dion Waiters,42,5100,MIA,MEM,36,2016-11-26,1,Home,Loss
PG,Kemba Walker,41.9,8500,CHA,NYK,40,2016-11-26,1,Home,Win
SG,Zach LaVine,37.1,5800,MIN,GSW,39,2016-11-26,1,Away,Loss
PG,Mike Conley,34.1,7600,MEM,MIA,34,2016-11-26,1,Away,Win
SG,Klay Thompson,33.2,6000,GSW,MIN,38,2016-11-26,1,Home,Win
SG,Victor Oladipo,30.2,6000,OKC,DET,32,2016-11-26,1,Home,Win
PG,John Wall,30.1,9300,WAS,SAS,37,2016-11-26,1,Home,Loss
PG,Brandon Jennings,28.2,4200,NYK,CHA,25,2016-11-26,0,Away,Loss
SG,Tony Allen,27.6,3900,MEM,MIA,34,2016-11-26,1,Away,Win
SG,Josh Richardson,24.1,4000,MIA,MEM,29,2016-11-26,1,Home,Loss
SG,Anthony Morrow,23.7,3500,OKC,DET,26,2016-11-26,0,Home,Win
PG,Tony Parker,22.7,4500,SAS,WAS,27,2016-11-26,1,Away,Win
PG,Patty Mills,21.6,4000,SAS,WAS,19,2016-11-26,0,Away,Win
SG,Courtney Lee,20.9,3700,NYK,CHA,30,2016-11-26,1,Away,Loss
SG,Rodney McGruder,19.8,3500,MIA,MEM,33,2016-11-26,1,Home,Loss
PG,Ishmael Smith,18.7,5200,DET,OKC,30,2016-11-26,1,Away,Loss
PG,Tyler Johnson,18.3,4700,MIA,MEM,28,2016-11-26,0,Home,Loss
PG,Ricky Rubio,17.9,6000,MIN,GSW,28,2016-11-26,1,Away,Loss
SG,Justin Holiday,16.8,3600,NYK,CHA,18,2016-11-26,0,Away,Loss
SG,Danny Green,16,4200,SAS,WAS,27,2016-11-26,1,Away,Win
PG,Ramon Sessions,13.9,3500,CHA,NYK,15,2016-11-26,0,Home,Win
SG,Kentavious Caldwell-Pope,13.4,5100,DET,OKC,34,2016-11-26,1,Away,Loss
PG,Andrew Harrison,12.9,3800,MEM,MIA,24,2016-11-26,0,Away,Win
PG,Beno Udrih,11.4,3600,DET,OKC,17,2016-11-26,0,Away,Loss
SG,Marcus Thornton,10.8,3500,WAS,SAS,14,2016-11-26,0,Home,Loss
PG,Trey Burke,9.5,3500,WAS,SAS,9,2016-11-26,0,Home,Loss
PG,Tyus Jones,9.4,3500,MIN,GSW,13,2016-11-26,0,Away,Loss
SG,Tomas Satoransky,8.7,3500,WAS,SAS,11,2016-11-26,0,Home,Loss
PG,Shaun Livingston,8.1,3500,GSW,MIN,23,2016-11-26,0,Home,Win
SG,Patrick McCaw,6.4,3500,GSW,MIN,13,2016-11-26,0,Home,Win
PG,Kris Dunn,6.4,3600,MIN,GSW,9,2016-11-26,0,Away,Loss
SG,Darrun Hilliard,3.2,3500,DET,OKC,11,2016-11-26,0,Away,Loss
SG,Brandon Rush,1.5,3500,MIN,GSW,4,2016-11-26,0,Away,Loss
PG,Semaj Christon,1.5,3500,OKC,DET,3,2016-11-26,0,Home,Win
SG,Bryn Forbes,1.2,3500,SAS,WAS,1,2016-11-26,0,Away,Win
SG,Sasha Vujacic,1.2,3500,NYK,CHA,6,2016-11-26,0,Away,Loss
SG,Dejounte Murray,0,3500,SAS,WAS,1,2016-11-26,0,Away,Win
PG,Nicolas Laprovittola,0,3500,SAS,WAS,1,2016-11-26,0,Away,Win
SG,Sheldon McClellan,0,3500,WAS,SAS,1,2016-11-26,0,Home,Loss
PG,Brian Roberts,0,3500,CHA,NYK,5,2016-11-26,0,Home,Win
SG,Alex Abrines,0,3500,OKC,DET,0,2016-11-26,0,Home,Win
SF,Kevin Durant,56.5,9900,GSW,MIN,38,2016-11-26,1,Home,Win
PF,Kristaps Porzingis,36.2,7200,NYK,CHA,37,2016-11-26,1,Away,Loss
PF,LaMarcus Aldridge,33.4,7000,SAS,WAS,33,2016-11-26,1,Away,Win
SF,Otto Porter,33.1,5900,WAS,SAS,37,2016-11-26,1,Home,Loss
PF,Tobias Harris,32.3,5200,DET,OKC,39,2016-11-26,1,Away,Loss
PF,Gorgui Dieng,31.2,5900,MIN,GSW,38,2016-11-26,1,Away,Loss
SF,Kawhi Leonard,30.7,8600,SAS,WAS,35,2016-11-26,1,Away,Win
SF,Carmelo Anthony,28.6,7600,NYK,CHA,33,2016-11-26,1,Away,Loss
SF,Jonathon Simmons,26.2,3500,SAS,WAS,22,2016-11-26,0,Away,Win
PF,JaMychal Green,25.9,4500,MEM,MIA,33,2016-11-26,1,Away,Win
SF,Troy Williams,23.6,3500,MEM,MIA,35,2016-11-26,1,Away,Win
PF,Frank Kaminsky,23.5,4600,CHA,NYK,35,2016-11-26,1,Home,Win
SF,Andrew Wiggins,23.1,6200,MIN,GSW,39,2016-11-26,1,Away,Loss
SF,Michael Kidd-Gilchrist,19.6,5500,CHA,NYK,35,2016-11-26,1,Home,Win
SF,James Johnson,19.3,4100,MIA,MEM,31,2016-11-26,0,Home,Loss
PF,Derrick Williams,17.4,3500,MIA,MEM,15,2016-11-26,1,Home,Loss
SF,Marcus Morris,17,4900,DET,OKC,35,2016-11-26,1,Away,Loss
PF,David Lee,16.9,3900,SAS,WAS,20,2016-11-26,0,Away,Win
PF,Markieff Morris,15.7,4800,WAS,SAS,17,2016-11-26,1,Home,Loss
SF,Vince Carter,15.6,4200,MEM,MIA,16,2016-11-26,0,Away,Win
PF,Enes Kanter,15.6,4800,OKC,DET,17,2016-11-26,0,Home,Win
PF,Kevon Looney,14.6,3500,GSW,MIN,18,2016-11-26,1,Home,Win
SF,Jerami Grant,13.6,3600,OKC,DET,25,2016-11-26,0,Home,Win
PF,Jarell Martin,11.8,3500,MEM,MIA,16,2016-11-26,0,Away,Win
PF,Jon Leuer,10.6,4400,DET,OKC,21,2016-11-26,0,Away,Loss
PF,Domantas Sabonis,10.1,3500,OKC,DET,23,2016-11-26,1,Home,Win
PF,Josh McRoberts,9.9,3500,MIA,MEM,12,2016-11-26,0,Home,Loss
SF,Marco Belinelli,8.9,4200,CHA,NYK,19,2016-11-26,0,Home,Win
SF,Andre Roberson,8.2,4100,OKC,DET,30,2016-11-26,1,Home,Win
SF,Andre Iguodala,7.7,3800,GSW,MIN,22,2016-11-26,0,Home,Win
PF,Jason Smith,7.6,3500,WAS,SAS,15,2016-11-26,0,Home,Loss
PF,David West,7.4,3600,GSW,MIN,9,2016-11-26,0,Home,Win
PF,Deyonta Davis,7.2,3500,MEM,MIA,11,2016-11-26,0,Away,Win
SF,Shabazz Muhammad,5.7,3500,MIN,GSW,8,2016-11-26,0,Away,Loss
PF,Nemanja Bjelica,5.2,3600,MIN,GSW,13,2016-11-26,0,Away,Loss
SF,Davis Bertans,4.7,3500,SAS,WAS,11,2016-11-26,0,Away,Win
SF,Kyle Anderson,4.2,3500,SAS,WAS,8,2016-11-26,0,Away,Win
SF,Mindaugas Kuzminskas,3.5,3500,NYK,CHA,9,2016-11-26,0,Away,Loss
PF,Luke Babbitt,3.4,3500,MIA,MEM,16,2016-11-26,0,Home,Loss
SF,Stanley Johnson,2.4,3500,DET,OKC,2,2016-11-26,0,Away,Loss
SF,Kelly Oubre,2.2,3500,WAS,SAS,2,2016-11-26,0,Home,Loss
PF,Andrew Nicholson,2.2,3500,WAS,SAS,7,2016-11-26,0,Home,Loss
PF,Udonis Haslem,1.2,3500,MIA,MEM,0,2016-11-26,0,Home,Loss
C,Karl-Anthony Towns,41.3,8800,MIN,GSW,34,2016-11-26,1,Away,Loss
C,Marc Gasol,40.6,7100,MEM,MIA,34,2016-11-26,1,Away,Win
C,Hassan Whiteside,34.4,8900,MIA,MEM,34,2016-11-26,1,Home,Loss
C,Cody Zeller,32,4500,CHA,NYK,25,2016-11-26,1,Home,Win
C,Andre Drummond,28.6,8400,DET,OKC,35,2016-11-26,1,Away,Loss
C,Steven Adams,26.8,4800,OKC,DET,29,2016-11-26,1,Home,Win
C,Pau Gasol,23,6200,SAS,WAS,29,2016-11-26,1,Away,Win
C,Marcin Gortat,22.5,6200,WAS,SAS,32,2016-11-26,1,Home,Loss
C,Zaza Pachulia,19.3,3800,GSW,MIN,24,2016-11-26,1,Home,Win
C,Guillermo Hernangomez,18.1,3500,NYK,CHA,16,2016-11-26,0,Away,Loss
C,JaVale McGee,15.5,3500,GSW,MIN,10,2016-11-26,0,Home,Win
C,Kyle O'Quinn,14.5,3500,NYK,CHA,16,2016-11-26,0,Away,Loss
C,Roy Hibbert,14.1,3500,CHA,NYK,14,2016-11-26,0,Home,Win
C,Aron Baynes,13.3,3500,DET,OKC,12,2016-11-26,0,Away,Loss
C,Joffrey Lauvergne,12.3,3500,OKC,DET,11,2016-11-26,0,Home,Win
C,Spencer Hawes,11.1,4200,CHA,NYK,13,2016-11-26,0,Home,Win
C,Ian Mahinmi,4.2,4200,WAS,SAS,14,2016-11-26,0,Home,Loss
C,Joakim Noah,3.6,4600,NYK,CHA,12,2016-11-26,1,Away,Loss
C,Cole Aldrich,3.6,3500,MIN,GSW,9,2016-11-26,0,Away,Loss
C,Anderson Varejao,3.2,3500,GSW,MIN,4,2016-11-26,0,Home,Win
SG,James Harden,56.4,11400,HOU,POR,34,2016-11-27,1,Away,Win
PG,Eric Bledsoe,56.2,7800,PHO,DEN,40,2016-11-27,1,Home,Loss
SG,Evan Fournier,47.7,5400,ORL,MIL,37,2016-11-27,1,Home,Loss
PG,Kyrie Irving,45.8,7400,CLE,PHI,40,2016-11-27,1,Away,Win
SG,C.J. McCollum,45.1,7200,POR,HOU,37,2016-11-27,1,Home,Loss
SG,Devin Booker,40.6,5800,PHO,DEN,35,2016-11-27,1,Home,Loss
SG,Eric Gordon,39,4600,HOU,POR,29,2016-11-27,0,Away,Win
SG,Giannis Antetokounmpo,36.8,10200,MIL,ORL,30,2016-11-27,1,Away,Win
PG,Damian Lillard,35.5,9500,POR,HOU,37,2016-11-27,1,Home,Loss
SG,Jordan Clarkson,34.3,5000,LAL,ATL,32,2016-11-27,0,Home,Win
SG,Sean Kilpatrick,33.5,5100,BKN,SAC,29,2016-11-27,1,Home,Loss
PG,Emmanuel Mudiay,30.8,5700,DEN,PHO,36,2016-11-27,1,Away,Win
PG,Jeff Teague,29.4,7100,IND,LAC,24,2016-11-27,1,Home,Win
SG,Louis Williams,29.3,4900,LAL,ATL,27,2016-11-27,0,Home,Win
SG,Gerald Henderson,29,3900,PHI,CLE,31,2016-11-27,1,Home,Loss
PG,Dennis Schroder,28.8,5300,ATL,LAL,31,2016-11-27,1,Away,Loss
SG,Wes Matthews,28.1,4600,DAL,NOR,38,2016-11-27,1,Home,Win
PG,Sergio Rodriguez,26.9,4200,PHI,CLE,28,2016-11-27,1,Home,Loss
PG,Jrue Holiday,26.8,7400,NOR,DAL,31,2016-11-27,0,Away,Loss
PG,Jameer Nelson,25.9,4000,DEN,PHO,27,2016-11-27,1,Away,Win
PG,Chris Paul,25.8,9100,LAC,IND,32,2016-11-27,1,Away,Loss
PG,Ty Lawson,23.8,4000,SAC,BKN,21,2016-11-27,0,Away,Win
PG,Elfrid Payton,23.1,5800,ORL,MIL,29,2016-11-27,0,Home,Loss
PG,Darren Collison,22.4,6000,SAC,BKN,29,2016-11-27,1,Away,Win
PG,Matthew Dellavedova,22.2,4000,MIL,ORL,31,2016-11-27,1,Away,Win
PG,D.J. Augustin,20.9,3500,ORL,MIL,25,2016-11-27,1,Home,Loss
PG,Malcolm Brogdon,20.6,3500,MIL,ORL,20,2016-11-27,0,Away,Win
PG,Aaron Brooks,20.3,3500,IND,LAC,16,2016-11-27,0,Home,Win
SG,Nick Young,20.2,4000,LAL,ATL,23,2016-11-27,1,Home,Win
SG,Nik Stauskas,19.6,4000,PHI,CLE,24,2016-11-27,0,Home,Loss
SG,Rodney Stuckey,19,4000,IND,LAC,27,2016-11-27,0,Home,Win
PG,Jose Calderon,18.2,3500,LAL,ATL,12,2016-11-27,1,Home,Win
SG,Monta Ellis,18.2,5200,IND,LAC,35,2016-11-27,1,Home,Win
SG,Seth Curry,17,4600,DAL,NOR,33,2016-11-27,0,Home,Win
SG,Kyle Korver,15.8,3700,ATL,LAL,31,2016-11-27,1,Away,Loss
PG,Jamal Murray,15.8,4200,DEN,PHO,21,2016-11-27,0,Away,Win
PG,Isaiah Whitehead,15.8,3900,BKN,SAC,28,2016-11-27,1,Home,Loss
PG,Tim Frazier,14.9,5300,NOR,DAL,31,2016-11-27,1,Away,Loss
PG,Garrett Temple,14.6,3500,SAC,BKN,27,2016-11-27,0,Away,Win
PG,Patrick Beverley,14.6,4600,HOU,POR,34,2016-11-27,1,Away,Win
SG,Jamal Crawford,14,3900,LAC,IND,34,2016-11-27,0,Away,Loss
SG,Randy Foye,13.8,3500,BKN,SAC,22,2016-11-27,0,Home,Loss
PG,Austin Rivers,12.7,3500,LAC,IND,25,2016-11-27,0,Away,Loss
PG,Deron Williams,12.4,6000,DAL,NOR,20,2016-11-27,1,Home,Win
PG,T.J. McConnell,12.3,3500,PHI,CLE,19,2016-11-27,0,Home,Loss
SG,Allen Crabbe,12,3500,POR,HOU,29,2016-11-27,0,Home,Loss
SG,Buddy Hield,11.3,3500,NOR,DAL,16,2016-11-27,0,Away,Loss
PG,Malcolm Delaney,10.9,3500,ATL,LAL,12,2016-11-27,0,Away,Loss
SG,E'Twaun Moore,10.5,4400,NOR,DAL,21,2016-11-27,1,Away,Loss
SG,Brandon Knight,10.4,4300,PHO,DEN,17,2016-11-27,0,Home,Loss
SG,Joe Harris,9.5,3500,BKN,SAC,18,2016-11-27,0,Home,Loss
SG,J.R. Smith,9.5,4000,CLE,PHI,38,2016-11-27,1,Away,Win
SG,Tim Hardaway Jr.,9.2,3500,ATL,LAL,13,2016-11-27,0,Away,Loss
SG,Arron Afflalo,8.8,3600,SAC,BKN,20,2016-11-27,1,Away,Win
SG,Hollis Thompson,8.4,3600,PHI,CLE,18,2016-11-27,0,Home,Loss
SG,James Jones,8,3500,CLE,PHI,10,2016-11-27,0,Away,Win
PG,Yogi Ferrell,7.7,3500,BKN,SAC,16,2016-11-27,0,Home,Loss
SG,Ben McLemore,7.2,3500,SAC,BKN,6,2016-11-27,0,Away,Win
SG,J.J. Redick,5.9,4600,LAC,IND,22,2016-11-27,1,Away,Loss
SG,Langston Galloway,5.5,3900,NOR,DAL,23,2016-11-27,0,Away,Loss
SG,Malik Beasley,4.2,3500,DEN,PHO,6,2016-11-27,0,Away,Win
PG,Jason Terry,3.9,3500,MIL,ORL,14,2016-11-27,0,Away,Win
PG,Raymond Felton,3.2,3500,LAC,IND,17,2016-11-27,0,Away,Loss
PG,Shabazz Napier,3.2,3500,POR,HOU,4,2016-11-27,0,Home,Loss
PG,C.J. Watson,3.2,3500,ORL,MIL,20,2016-11-27,0,Home,Loss
SG,Leandro Barbosa,1.2,3500,PHO,DEN,8,2016-11-27,0,Home,Loss
SG,DeAndre Liggins,1,3500,CLE,PHI,7,2016-11-27,0,Away,Win
PG,Marcelo Huertas,0.5,3500,LAL,ATL,1,2016-11-27,0,Home,Win
PG,Tyler Ulis,0,3500,PHO,DEN,4,2016-11-27,0,Home,Loss
PG,Jonathan Gibson,-1,3500,DAL,NOR,3,2016-11-27,0,Home,Win
SG,Joseph Young,-1,3500,IND,LAC,2,2016-11-27,0,Home,Win
PF,Anthony Davis,60.1,11900,NOR,DAL,40,2016-11-27,1,Away,Loss
SF,LeBron James,54.5,10000,CLE,PHI,41,2016-11-27,1,Away,Win
SF,Rudy Gay,45.6,7100,SAC,BKN,31,2016-11-27,1,Away,Win
SF,Wilson Chandler,42.6,6200,DEN,PHO,39,2016-11-27,1,Away,Win
SF,Harrison Barnes,40.4,5900,DAL,NOR,41,2016-11-27,1,Home,Win
PF,Kevin Love,38.7,8400,CLE,PHI,27,2016-11-27,1,Away,Win
SF,P.J. Tucker,34.1,3800,PHO,DEN,41,2016-11-27,1,Home,Loss
PF,Nikola Jokic,31.7,4600,DEN,PHO,31,2016-11-27,0,Away,Win
PF,Serge Ibaka,31.7,6100,ORL,MIL,32,2016-11-27,1,Home,Loss
SF,Kent Bazemore,30.2,4800,ATL,LAL,27,2016-11-27,1,Away,Loss
SF,Trevor Ariza,28.9,5300,HOU,POR,32,2016-11-27,1,Away,Win
PF,Blake Griffin,28.3,9200,LAC,IND,34,2016-11-27,1,Away,Loss
SF,Maurice Harkless,27.6,4900,POR,HOU,38,2016-11-27,1,Home,Loss
PF,Kenneth Faried,27.3,5900,DEN,PHO,27,2016-11-27,1,Away,Win
PF,Ryan Anderson,26.7,4500,HOU,POR,26,2016-11-27,1,Away,Win
PF,Trevor Booker,26.1,5600,BKN,SAC,26,2016-11-27,1,Home,Loss
PF,Larry Nance,25.5,3900,LAL,ATL,32,2016-11-27,0,Home,Win
SF,Glenn Robinson III,24.7,3800,IND,LAC,38,2016-11-27,1,Home,Win
SF,Justin Anderson,24.6,3500,DAL,NOR,22,2016-11-27,0,Home,Win
SF,Evan Turner,24.2,4200,POR,HOU,22,2016-11-27,0,Home,Loss
PF,Alex Len,22,5100,PHO,DEN,29,2016-11-27,0,Home,Loss
PF,Jabari Parker,21.4,6600,MIL,ORL,28,2016-11-27,1,Away,Win
PF,Dwight Powell,21.1,3500,DAL,NOR,26,2016-11-27,0,Home,Win
SF,Matt Barnes,20.8,3900,SAC,BKN,18,2016-11-27,0,Away,Win
PF,Mike Muscala,20,3900,ATL,LAL,25,2016-11-27,0,Away,Loss
SF,Michael Beasley,19.7,3500,MIL,ORL,16,2016-11-27,0,Away,Win
SF,Solomon Hill,18.8,3800,NOR,DAL,41,2016-11-27,1,Away,Loss
PF,Ersan Ilyasova,18.7,4600,PHI,CLE,28,2016-11-27,1,Home,Loss
PF,Thaddeus Young,18.7,5600,IND,LAC,31,2016-11-27,1,Home,Win
SF,Tony Snell,18.6,3700,MIL,ORL,34,2016-11-27,1,Away,Win
PF,Thomas Robinson,17.6,3600,LAL,ATL,15,2016-11-27,1,Home,Win
PF,Paul Millsap,17.5,7800,ATL,LAL,30,2016-11-27,1,Away,Loss
PF,Dario Saric,17.3,3800,PHI,CLE,19,2016-11-27,0,Home,Loss
SF,Robert Covington,17.2,4400,PHI,CLE,20,2016-11-27,1,Home,Loss
SF,Bojan Bogdanovic,16.2,4300,BKN,SAC,27,2016-11-27,1,Home,Loss
SF,Aaron Gordon,16.1,4200,ORL,MIL,31,2016-11-27,1,Home,Loss
SF,Brandon Ingram,15.6,3800,LAL,ATL,28,2016-11-27,0,Home,Win
PF,Omri Casspi,14,3500,SAC,BKN,18,2016-11-27,0,Away,Win
SF,Richard Jefferson,12.3,3500,CLE,PHI,28,2016-11-27,0,Away,Win
PF,Darrell Arthur,12.2,3500,DEN,PHO,20,2016-11-27,0,Away,Win
PF,Ed Davis,12.1,3700,POR,HOU,22,2016-11-27,1,Home,Loss
SF,Dorian Finney-Smith,11.8,3500,DAL,NOR,25,2016-11-27,1,Home,Win
SF,Luol Deng,11.3,3800,LAL,ATL,18,2016-11-27,1,Home,Win
SF,Mirza Teletovic,11.1,3500,MIL,ORL,15,2016-11-27,0,Away,Win
PF,Marreese Speights,10.4,3700,LAC,IND,17,2016-11-27,0,Away,Loss
PF,Luis Scola,10.2,3500,BKN,SAC,12,2016-11-27,0,Home,Loss
SF,Thabo Sefolosha,9.5,4300,ATL,LAL,20,2016-11-27,0,Away,Loss
PF,Lavoy Allen,8.6,3500,IND,LAC,16,2016-11-27,0,Home,Win
SF,Sam Dekker,8.4,3500,HOU,POR,17,2016-11-27,0,Away,Win
PF,Terrence Jones,6.4,5100,NOR,DAL,12,2016-11-27,0,Away,Loss
SF,Corey Brewer,5.3,3500,HOU,POR,15,2016-11-27,0,Away,Win
SF,Luc Mbah a Moute,5,3500,LAC,IND,12,2016-11-27,1,Away,Loss
PF,Meyers Leonard,4.7,3800,POR,HOU,9,2016-11-27,0,Home,Loss
SF,Ryan Kelly,4.4,3500,ATL,LAL,4,2016-11-27,0,Away,Loss
SF,Alonzo Gee,3.6,3600,DEN,PHO,12,2016-11-27,0,Away,Win
SF,Mike Dunleavy,3.5,3500,CLE,PHI,8,2016-11-27,0,Away,Win
SF,Wesley Johnson,3.4,3500,LAC,IND,9,2016-11-27,0,Away,Loss
PF,Marquese Chriss,3,3600,PHO,DEN,10,2016-11-27,1,Home,Loss
SF,DeAndre Bembry,3,3500,ATL,LAL,2,2016-11-27,0,Away,Loss
SF,Anthony Brown,2.4,3500,NOR,DAL,9,2016-11-27,0,Away,Loss
PF,Jake Layman,1.5,3500,POR,HOU,5,2016-11-27,0,Home,Loss
SF,Taurean Prince,1.5,3500,ATL,LAL,7,2016-11-27,0,Away,Loss
PF,Chris McCullough,1.2,3500,BKN,SAC,3,2016-11-27,0,Home,Loss
PF,Willie Cauley-Stein,1.2,3500,SAC,BKN,3,2016-11-27,0,Away,Win
PF,Brandon Bass,0,3500,LAC,IND,2,2016-11-27,0,Away,Loss
SF,Georges Niang,0,3500,IND,LAC,2,2016-11-27,0,Home,Win
PF,Dragan Bender,-0.8,3500,PHO,DEN,13,2016-11-27,0,Home,Loss
C,DeMarcus Cousins,62.2,10400,SAC,BKN,35,2016-11-27,1,Away,Win
C,Nikola Vucevic,42.7,6800,ORL,MIL,29,2016-11-27,0,Home,Loss
C,Joel Embiid,41.8,6000,PHI,CLE,25,2016-11-27,1,Home,Loss
C,John Henson,37.9,3800,MIL,ORL,28,2016-11-27,1,Away,Win
C,Myles Turner,36.9,6300,IND,LAC,24,2016-11-27,1,Home,Win
C,Dwight Howard,36.3,8000,ATL,LAL,33,2016-11-27,1,Away,Loss
C,Clint Capela,35.8,5900,HOU,POR,32,2016-11-27,1,Away,Win
C,Tyson Chandler,32,4600,PHO,DEN,38,2016-11-27,1,Home,Loss
C,DeAndre Jordan,31.8,6700,LAC,IND,32,2016-11-27,1,Away,Loss
C,Mason Plumlee,30.1,5700,POR,HOU,32,2016-11-27,1,Home,Loss
C,Tristan Thompson,29.4,4900,CLE,PHI,36,2016-11-27,1,Away,Win
C,Al Jefferson,28.6,3600,IND,LAC,21,2016-11-27,0,Home,Win
C,Andrew Bogut,28.3,4400,DAL,NOR,28,2016-11-27,1,Home,Win
C,Brook Lopez,26.4,7100,BKN,SAC,30,2016-11-27,1,Home,Loss
C,Tarik Black,25.1,3500,LAL,ATL,27,2016-11-27,0,Home,Win
C,Justin Hamilton,24.5,3600,BKN,SAC,23,2016-11-27,0,Home,Loss
C,Jahlil Okafor,24.3,4200,PHI,CLE,22,2016-11-27,0,Home,Loss
C,Greg Monroe,22.9,4400,MIL,ORL,16,2016-11-27,0,Away,Win
C,Bismack Biyombo,16.8,4300,ORL,MIL,32,2016-11-27,1,Home,Loss
C,Jusuf Nurkic,16.2,4700,DEN,PHO,16,2016-11-27,1,Away,Win
C,Nene Hilario,16.1,3500,HOU,POR,15,2016-11-27,0,Away,Win
C,Timofey Mozgov,14,3500,LAL,ATL,20,2016-11-27,1,Home,Win
C,Omer Asik,6.8,3500,NOR,DAL,6,2016-11-27,1,Away,Loss
C,Kosta Koufos,6.4,3700,SAC,BKN,26,2016-11-27,1,Away,Win
C,Alexis Ajinca,2.4,3500,NOR,DAL,3,2016-11-27,0,Away,Loss
C,Miles Plumlee,1.5,3500,MIL,ORL,2,2016-11-27,0,Away,Win
C,Alan Williams,0,4000,PHO,DEN,1,2016-11-27,0,Home,Loss
