dateGame,locationGame,slugTeam,Opp,namePlayer,fgm,fga,3-pointers,fg3a,fg2m,fg2a,minutes,ftm,fta,rebounds,assists,steals,blocks,turnovers,points,fpts,urlPlayerHeadshot
2020-12-22,H,LAL,LAC,Marc Gasol,0,0,0,0,0,0,12,0,0,1,1,0,0,1,0,1.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201188.png
2020-12-22,H,LAL,LAC,Anthony Davis,8,15,0,2,8,13,31,2,2,7,2,0,0,4,18,25.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203076.png
2020-12-22,H,LAL,LAC,Dennis Schroder,5,15,2,5,3,10,28,2,4,12,8,0,0,1,14,39.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203471.png
2020-12-22,A,LAC,LAL,Patrick Beverley,4,9,2,5,2,4,22,0,0,6,3,0,0,2,10,19.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201976.png
2020-12-22,H,LAL,LAC,Alex Caruso,1,5,1,4,0,1,17,0,0,2,1,0,0,3,3,3.9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627936.png
2020-12-22,A,LAC,LAL,Amir Coffey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629599.png
2020-12-22,A,LAC,LAL,Mfiondu Kabengele,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629662.png
2020-12-22,A,LAC,LAL,Terance Mann,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629611.png
2020-12-22,H,LAL,LAC,Markieff Morris,1,3,1,2,0,1,19,2,3,4,1,0,0,0,5,11.3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202693.png
2020-12-22,H,LAL,LAC,LeBron James,7,17,3,8,4,9,28,5,7,5,5,0,0,4,22,31.5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png
2020-12-22,H,LAL,LAC,Kentavious Caldwell-Pope,2,4,1,3,1,1,23,4,4,2,1,2,1,2,9,19.9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203484.png
2020-12-22,A,LAC,LAL,Patrick Patterson,1,5,1,4,0,1,20,0,0,3,1,2,0,1,3,13.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202335.png
2020-12-22,H,LAL,LAC,Kyle Kuzma,6,11,1,3,5,8,27,2,2,1,0,0,0,2,15,14.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628398.png
2020-12-22,A,LAC,LAL,Ivica Zubac,4,5,0,0,4,5,27,3,4,6,1,1,1,1,11,24.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627826.png
2020-12-22,A,LAC,LAL,Lou Williams,4,9,2,4,2,5,26,1,3,2,3,0,0,1,11,16.9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101150.png
2020-12-22,A,GSW,BKN,Brad Wanamaker,0,2,0,1,0,1,22,3,4,1,3,0,0,1,3,7.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202954.png
2020-12-22,H,BKN,GSW,Kevin Durant,7,16,1,2,6,14,25,7,7,5,3,3,1,1,22,43.5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201142.png
2020-12-22,H,BKN,GSW,Rodions Kurucs,1,1,1,1,0,0,7,0,0,1,0,0,0,0,3,4.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629066.png
2020-12-22,A,GSW,BKN,Kevon Looney,2,4,0,0,2,4,11,0,1,2,0,0,0,2,4,4.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626172.png
2020-12-22,H,BKN,GSW,DeAndre Jordan,2,3,0,0,2,3,17,0,2,11,1,1,1,3,4,21.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201599.png
2020-12-22,H,BKN,GSW,Jarrett Allen,2,3,0,0,2,3,20,4,5,7,2,1,2,2,8,26.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628386.png
2020-12-22,H,BKN,GSW,Spencer Dinwiddie,2,6,1,3,1,3,20,4,4,5,4,0,0,3,9,18,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203915.png
2020-12-22,A,GSW,BKN,Jordan Poole,1,4,0,1,1,3,18,0,0,2,3,0,0,2,2,6.9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629673.png
2020-12-22,A,GSW,BKN,Kelly Oubre,3,14,0,6,3,8,26,0,0,7,2,1,2,3,6,23.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626162.png
2020-12-22,H,BKN,GSW,Jeff Green,3,4,1,2,2,2,17,0,0,0,1,1,0,1,7,10.5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201145.png
2020-12-22,A,GSW,BKN,Juan Toscano-Anderson,2,2,0,0,2,2,13,0,0,4,2,0,2,0,4,17.8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629308.png
2020-12-22,H,BKN,GSW,Tyler Johnson,0,1,0,0,0,1,6,0,0,1,0,1,0,0,0,4.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204020.png
2020-12-22,H,BKN,GSW,Reggie Perry,1,3,0,1,1,2,8,0,0,2,1,0,0,0,2,5.9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629617.png
2020-12-22,A,GSW,BKN,Kent Bazemore,1,2,0,1,1,1,12,0,0,2,2,1,0,2,2,8.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203145.png
2020-12-22,H,BKN,GSW,Joe Harris,4,8,2,5,2,3,21,0,0,7,2,0,1,2,10,22.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203925.png
2020-12-22,A,GSW,BKN,Mychal Mulder,3,3,2,2,1,1,7,0,0,1,0,0,0,0,8,9.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628539.png
2020-12-22,A,GSW,BKN,Damion Lee,1,2,1,1,0,1,12,0,0,7,2,0,0,0,3,14.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627814.png
2020-12-22,A,GSW,BKN,Marquese Chriss,4,10,1,3,3,7,12,0,0,8,1,0,0,0,9,20.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627737.png
2020-12-22,H,BKN,GSW,Caris LeVert,6,17,3,5,3,12,25,5,6,9,5,2,1,2,20,45.3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627747.png
2020-12-22,H,BKN,GSW,Timothe Luwawu-Cabarrot,2,6,1,3,1,3,7,0,0,2,0,0,0,1,5,6.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627789.png
2020-12-22,H,BKN,GSW,Landry Shamet,1,4,1,4,0,0,20,3,4,1,0,1,0,2,6,8.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629013.png
2020-12-22,A,GSW,BKN,Stephen Curry,7,21,2,10,5,11,30,4,4,4,10,2,0,3,20,42.8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201939.png
2020-12-22,A,GSW,BKN,Eric Paschall,2,6,1,1,1,5,22,1,2,1,0,0,1,0,6,10.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629672.png
2020-12-22,A,GSW,BKN,James Wiseman,7,13,1,1,6,12,24,4,8,6,0,2,0,1,19,31.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630164.png
2020-12-22,H,BKN,GSW,Bruce Brown,1,3,0,1,1,2,8,0,0,1,1,0,0,2,2,2.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628971.png
2020-12-22,A,GSW,BKN,Andrew Wiggins,4,16,2,6,2,10,31,3,4,2,1,0,1,4,13,15.9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203952.png
2020-12-22,H,BKN,GSW,Kyrie Irving,10,16,4,7,6,9,25,2,2,4,4,0,0,1,26,35.8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202681.png
2020-12-22,H,BKN,GSW,Taurean Prince,0,1,0,1,0,0,16,1,2,1,0,1,1,0,1,8.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627752.png
2020-12-23,H,TOR,NOP,Aron Baynes,5,9,1,4,4,5,28,0,0,9,0,0,0,1,11,20.8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203382.png
2020-12-23,A,NOP,TOR,Steven Adams,4,6,0,0,4,6,31,0,0,8,3,4,2,0,8,40.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203500.png
2020-12-23,H,TOR,NOP,Terence Davis,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,-1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629056.png
2020-12-23,H,TOR,NOP,Pascal Siakam,8,17,3,7,5,10,39,1,2,6,6,0,0,4,20,32.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627783.png
2020-12-23,A,NOP,TOR,Nickeil Alexander-Walker,1,2,1,2,0,0,4,0,0,1,0,0,0,1,3,3.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629638.png
2020-12-23,A,NOP,TOR,Brandon Ingram,10,19,3,6,7,13,37,1,2,9,11,3,1,3,24,60.3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627742.png
2020-12-23,H,TOR,NOP,Matt Thomas,3,6,3,5,0,1,20,0,0,2,4,2,0,0,9,23.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629744.png
2020-12-23,A,NOP,TOR,Nicolo Melli,0,4,0,3,0,1,14,0,0,2,2,1,0,1,0,7.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629740.png
2020-12-23,H,TOR,NOP,Kyle Lowry,7,15,4,9,3,6,39,0,0,1,10,1,0,6,18,31.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png
2020-12-23,A,NOP,TOR,Jaxson Hayes,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0.5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629637.png
2020-12-23,A,NOP,TOR,Josh Hart,2,5,1,4,1,1,27,1,3,5,1,2,0,2,6,17.5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628404.png
2020-12-23,H,TOR,NOP,Norman Powell,2,11,1,6,1,5,23,7,8,1,1,1,0,0,12,17.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626181.png
2020-12-23,A,NOP,TOR,Eric Bledsoe,6,12,4,8,2,4,34,2,4,2,6,1,1,4,18,31.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202339.png
2020-12-23,H,TOR,NOP,OG Anunoby,4,10,0,5,4,5,36,0,0,8,2,3,2,4,8,31.6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628384.png
2020-12-23,A,NOP,TOR,JJ Redick,8,14,6,11,2,3,29,1,1,3,1,0,0,1,23,27.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200755.png
2020-12-23,H,TOR,NOP,Chris Boucher,6,8,0,1,6,7,15,0,0,5,0,0,2,2,12,22,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628449.png
2020-12-23,H,TOR,NOP,Malachi Flynn,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630201.png
2020-12-23,H,TOR,NOP,Fred VanVleet,3,12,2,8,1,4,30,1,2,3,3,3,0,1,9,25.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627832.png
2020-12-23,A,NOP,TOR,Zion Williamson,7,9,0,0,7,9,30,1,4,10,3,1,1,6,15,31.5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629627.png
2020-12-23,H,TOR,NOP,Stanley Johnson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626169.png
2020-12-23,H,TOR,NOP,DeAndre' Bembry,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627761.png
2020-12-23,A,NOP,TOR,Lonzo Ball,4,9,4,8,0,1,29,4,6,5,2,1,2,5,16,29,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628366.png
2020-12-23,H,CLE,CHA,Isaac Okoro,4,5,1,2,3,3,34,2,2,3,5,0,0,2,11,20.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630171.png
2020-12-23,H,CLE,CHA,Collin Sexton,9,16,3,4,6,12,37,6,9,2,5,0,0,2,27,34.9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629012.png
2020-12-23,H,CLE,CHA,Darius Garland,7,13,4,8,3,5,33,4,4,6,6,1,0,2,22,39.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629636.png
2020-12-23,A,CHA,CLE,LaMelo Ball,0,5,0,3,0,2,16,0,0,1,3,2,0,3,0,8.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630163.png
2020-12-23,A,CHA,CLE,Jalen McDaniels,1,2,0,0,1,2,6,0,0,1,0,1,0,1,2,5.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629667.png
2020-12-23,H,CLE,CHA,Andre Drummond,7,18,0,1,7,17,27,0,0,14,4,1,0,5,14,34.8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203083.png
2020-12-23,H,CLE,CHA,Larry Nance,5,9,1,1,4,8,34,2,2,13,8,3,2,2,13,53.6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626204.png
2020-12-23,A,CHA,CLE,Terry Rozier,15,23,10,16,5,7,38,2,4,3,2,2,1,3,42,54.6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626179.png
2020-12-23,H,CLE,CHA,JaVale McGee,6,7,0,1,6,6,19,1,1,7,1,1,1,1,13,27.9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201580.png
2020-12-23,H,CLE,CHA,Cedi Osman,4,9,3,6,1,3,18,0,0,4,2,0,0,1,11,17.8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626224.png
2020-12-23,A,CHA,CLE,Gordon Hayward,11,18,4,8,7,10,36,2,2,4,7,1,0,3,28,43.3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202330.png
2020-12-23,H,CLE,CHA,Dean Wade,3,4,1,2,2,2,16,0,0,0,3,3,0,2,7,18.5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629731.png
2020-12-23,A,CHA,CLE,Devonte' Graham,4,13,2,9,2,4,37,0,0,3,10,0,0,2,10,26.6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628984.png
2020-12-23,A,CHA,CLE,Miles Bridges,3,10,0,5,3,5,22,0,0,6,1,1,0,0,6,17.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628970.png
2020-12-23,H,CLE,CHA,Damyean Dotson,0,1,0,1,0,0,14,0,0,1,0,1,0,0,0,4.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628422.png
2020-12-23,A,CHA,CLE,Cody Martin,2,3,0,0,2,3,21,1,1,5,4,0,0,0,5,17,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628998.png
2020-12-23,H,CLE,CHA,Marques Bolden,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629716.png
2020-12-23,H,CLE,CHA,Dylan Windler,1,5,1,4,0,1,9,0,0,0,0,2,0,1,3,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629685.png
2020-12-23,A,CHA,CLE,Bismack Biyombo,5,5,0,0,5,5,24,1,5,4,0,0,1,2,11,16.8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202687.png
2020-12-23,A,CHA,CLE,Cody Zeller,3,6,0,2,3,4,19,0,1,3,0,3,1,1,6,20.6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203469.png
2020-12-23,A,CHA,CLE,PJ Washington,1,5,0,1,1,4,21,2,2,2,2,0,1,0,4,12.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629023.png
2020-12-23,H,IND,NYK,Victor Oladipo,9,14,2,5,7,9,28,2,3,4,4,1,0,1,22,34.8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203506.png
2020-12-23,H,IND,NYK,Malcolm Brogdon,8,16,2,4,6,12,35,3,3,7,8,2,0,1,21,46.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627763.png
2020-12-23,A,NYK,IND,Obi Toppin,3,12,3,7,0,5,24,0,0,3,1,0,2,0,9,20.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630167.png
2020-12-23,H,IND,NYK,TJ Warren,2,8,0,2,2,6,23,1,1,1,1,0,0,0,5,7.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203933.png
2020-12-23,A,NYK,IND,Theo Pinson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629033.png
2020-12-23,A,NYK,IND,Frank Ntilikina,0,2,0,1,0,1,5,1,2,0,0,1,0,0,1,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628373.png
2020-12-23,H,IND,NYK,Domantas Sabonis,11,18,2,4,9,14,37,8,12,13,5,1,0,4,32,54.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627734.png
2020-12-23,A,NYK,IND,Immanuel Quickley,1,3,0,1,1,2,12,3,3,1,1,1,0,0,5,10.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630193.png
2020-12-23,A,NYK,IND,Nerlens Noel,1,2,0,0,1,2,9,0,0,3,1,1,1,2,2,11.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203457.png
2020-12-23,H,IND,NYK,Justin Holiday,2,6,1,5,1,1,22,1,2,4,0,0,1,1,6,12.8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203200.png
2020-12-23,A,NYK,IND,Reggie Bullock,4,10,3,8,1,2,26,0,0,1,2,1,0,0,11,18.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203493.png
2020-12-23,H,IND,NYK,TJ McConnell,2,3,0,0,2,3,20,1,2,4,5,1,0,1,5,19.3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204456.png
2020-12-23,H,IND,NYK,Myles Turner,4,9,0,4,4,5,29,2,2,8,1,0,8,2,10,43.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626167.png
2020-12-23,H,IND,NYK,Aaron Holiday,3,8,1,4,2,4,17,0,0,3,2,0,0,2,7,11.6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628988.png
2020-12-23,A,NYK,IND,RJ Barrett,11,15,3,3,8,12,34,1,2,8,5,0,0,1,26,42.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629628.png
2020-12-23,A,NYK,IND,Elfrid Payton,3,7,1,1,2,6,22,0,0,2,3,1,0,5,7,11.9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203901.png
2020-12-23,H,IND,NYK,Doug McDermott,5,12,0,6,5,6,28,3,4,6,2,1,0,1,13,25.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203926.png
2020-12-23,A,NYK,IND,Kevin Knox,2,5,0,1,2,4,18,0,1,3,0,2,1,2,4,14.6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628995.png
2020-12-23,A,NYK,IND,Alec Burks,6,12,2,4,4,8,32,8,9,4,3,1,1,1,22,36.3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202692.png
2020-12-23,A,NYK,IND,Mitchell Robinson,1,2,0,0,1,2,21,1,2,6,0,0,3,0,3,19.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629011.png
2020-12-23,A,NYK,IND,Julius Randle,7,15,0,2,7,13,35,3,4,9,9,0,0,5,17,36.3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203944.png
2020-12-23,A,MIA,ORL,Duncan Robinson,4,8,3,6,1,2,30,3,3,5,1,0,0,1,14,20.5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629130.png
2020-12-23,H,ORL,MIA,Chuma Okeke,1,3,0,1,1,2,22,1,2,5,2,1,0,1,3,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629643.png
2020-12-23,A,MIA,ORL,Kendrick Nunn,0,1,0,0,0,1,8,0,0,2,0,0,0,0,0,2.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629134.png
2020-12-23,A,MIA,ORL,Goran Dragic,8,13,1,4,7,9,26,3,3,4,7,1,0,1,20,37.3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201609.png
2020-12-23,H,ORL,MIA,Markelle Fultz,6,15,0,3,6,12,29,3,3,5,4,1,1,4,15,29,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628365.png
2020-12-23,A,MIA,ORL,Bam Adebayo,11,16,0,0,11,16,35,3,4,11,4,0,1,7,25,40.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628389.png
2020-12-23,H,ORL,MIA,Cole Anthony,3,5,0,1,3,4,19,0,0,2,6,2,0,3,6,20.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png
2020-12-23,A,MIA,ORL,Tyler Herro,6,14,1,5,5,9,32,0,0,6,4,0,0,4,13,22.2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629639.png
2020-12-23,A,MIA,ORL,Jimmy Butler,7,15,0,0,7,15,36,5,5,3,7,7,0,6,19,48.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202710.png
2020-12-23,H,ORL,MIA,Dwayne Bacon,0,5,0,1,0,4,19,0,0,3,3,0,0,0,0,8.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628407.png
2020-12-23,H,ORL,MIA,Evan Fournier,9,13,3,5,6,8,31,4,5,0,4,3,0,2,25,38,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203095.png
2020-12-23,H,ORL,MIA,Nikola Vucevic,5,13,3,5,2,8,34,2,8,11,3,1,1,2,15,36.7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202696.png
2020-12-23,A,MIA,ORL,Andre Iguodala,0,2,0,0,0,2,17,0,0,4,0,1,1,3,0,7.8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2738.png
2020-12-23,A,MIA,ORL,Maurice Harkless,1,4,1,2,0,2,23,0,0,2,1,0,0,0,3,6.9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203090.png
2020-12-23,H,ORL,MIA,Aaron Gordon,8,11,1,4,7,7,26,3,6,7,0,4,0,2,20,38.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203932.png
2020-12-23,H,ORL,MIA,Khem Birch,2,4,0,0,2,4,14,2,2,2,0,1,0,0,6,11.4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203920.png
2020-12-23,A,MIA,ORL,Kelly Olynyk,2,6,1,3,1,3,20,0,0,3,1,2,0,0,5,16.1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203482.png
